Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,pid,Year,YR_INT
Jake Allen,29,STL,24,21.0,12.0,6.0,3.0,48,655.0,607.0,0.927,2.15,2,4.9,1339,14.0,0.667,2.0,81.0,11.23,0,0.0,0.0,0,allenja01,2019-2020,2020
Frederik Andersen,30,TOR,52,52.0,29.0,13.0,7.0,143,1577.0,1434.0,0.909,2.85,3,8.9,3007,27.0,0.519,8.0,100.0,-0.4,0,0.0,0.0,0,anderfr01,2019-2020,2020
Craig Anderson,38,OTT,34,31.0,11.0,17.0,2.0,100,1018.0,918.0,0.902,3.25,0,4.9,1845,14.0,0.452,7.0,109.0,-7.95,0,1.0,1.0,0,andercr01,2019-2020,2020
David Ayres,42,CAR,1,0.0,1.0,0.0,0.0,2,10.0,8.0,0.8,4.18,0,-0.1,29,0.0,,0.0,,,0,0.0,0.0,0,ayresda01,2019-2020,2020
Jonathan Bernier,31,DET,46,41.0,15.0,22.0,3.0,126,1353.0,1227.0,0.907,2.95,1,7.2,2566,17.0,0.415,5.0,103.0,-3.66,0,3.0,3.0,4,bernijo01,2019-2020,2020
Antoine Bibeau,25,COL,2,1.0,1.0,0.0,0.0,5,42.0,37.0,0.8809999999999999,3.27,0,0.1,92,0.0,0.0,0.0,,,0,0.0,0.0,0,bibeaan01,2019-2020,2020
Jordan Binnington,26,STL,50,50.0,30.0,13.0,7.0,126,1430.0,1304.0,0.912,2.56,3,8.4,2948,28.0,0.56,5.0,97.0,3.3,0,1.0,1.0,4,binnijo01,2019-2020,2020
Ben Bishop,33,DAL,44,43.0,21.0,16.0,4.0,103,1286.0,1183.0,0.92,2.5,2,8.7,2474,27.0,0.628,5.0,89.0,13.28,0,2.0,2.0,2,bishobe01,2019-2020,2020
Mackenzie Blackwood,23,NJD,47,43.0,22.0,14.0,8.0,124,1452.0,1328.0,0.915,2.77,3,9.0,2684,22.0,0.512,6.0,94.0,7.29,0,1.0,1.0,0,blackma01,2019-2020,2020
Sergei Bobrovsky,31,FLA,50,48.0,23.0,19.0,6.0,151,1505.0,1354.0,0.9,3.23,1,6.9,2806,20.0,0.41700000000000004,10.0,111.0,-14.91,0,0.0,0.0,0,bobrose01,2019-2020,2020
Laurent Brossoit,26,WPG,19,15.0,6.0,7.0,1.0,54,512.0,458.0,0.895,3.28,0,2.1,988,7.0,0.467,1.0,117.0,-7.7,0,0.0,0.0,0,brossla01,2019-2020,2020
Jack Campbell,28,LAK,20,20.0,8.0,10.0,2.0,57,572.0,515.0,0.9,2.85,0,2.7,1202,7.0,0.35,4.0,110.0,-5.28,0,0.0,0.0,0,campbja01,2019-2020,2020
Jack Campbell,28,TOR,6,6.0,3.0,2.0,1.0,16,189.0,173.0,0.915,2.63,0,1.2,365,4.0,0.667,0.0,,,0,0.0,0.0,0,campbja01,2019-2020,2020
Eric Comrie,24,DET,3,2.0,0.0,2.0,0.0,9,66.0,57.0,0.8640000000000001,4.28,0,0.0,126,0.0,0.0,1.0,,,0,0.0,0.0,0,comrier01,2019-2020,2020
Corey Crawford,35,CHI,40,39.0,16.0,20.0,3.0,108,1294.0,1186.0,0.917,2.77,1,8.3,2340,25.0,0.6409999999999999,3.0,92.0,9.01,0,0.0,0.0,0,crawfco01,2019-2020,2020
Oscar Dansk,25,VEG,1,1.0,0.0,1.0,0.0,6,37.0,31.0,0.838,6.0,0,-0.1,60,0.0,0.0,1.0,,,0,0.0,0.0,0,danskos01,2019-2020,2020
Aaron Dell,30,SJS,33,30.0,12.0,15.0,3.0,92,986.0,894.0,0.907,3.01,0,5.3,1834,15.0,0.5,5.0,103.0,-2.84,0,0.0,0.0,0,dellaa01,2019-2020,2020
Thatcher Demko,24,VAN,27,25.0,13.0,10.0,2.0,78,822.0,744.0,0.905,3.06,0,4.2,1529,15.0,0.6,5.0,105.0,-3.67,0,0.0,0.0,0,demkoth01,2019-2020,2020
Michael Dipietro,20,VAN,1,0.0,0.0,0.0,0.0,1,7.0,6.0,0.857,7.16,0,0.0,8,0.0,,0.0,,,0,0.0,0.0,0,dipiemi01,2019-2020,2020
Louis Domingue,27,NJD,16,14.0,3.0,8.0,2.0,47,399.0,352.0,0.882,3.79,0,1.1,744,4.0,0.28600000000000003,5.0,130.0,-10.92,0,0.0,0.0,0,dominlo01,2019-2020,2020
Louis Domingue,27,VAN,1,1.0,0.0,1.0,0.0,4,34.0,30.0,0.882,4.08,0,0.1,59,0.0,0.0,0.0,,,0,0.0,0.0,0,dominlo01,2019-2020,2020
Chris Driedger,25,FLA,12,11.0,7.0,2.0,1.0,22,354.0,332.0,0.938,2.05,1,3.1,643,8.0,0.727,0.0,69.0,10.01,0,0.0,0.0,0,driedch01,2019-2020,2020
Devan Dubnyk,33,MIN,30,28.0,12.0,15.0,2.0,93,849.0,756.0,0.89,3.35,1,3.1,1665,9.0,0.321,5.0,121.0,-16.23,0,0.0,0.0,2,dubnyde01,2019-2020,2020
Brian Elliott,34,PHI,31,27.0,16.0,7.0,4.0,80,796.0,716.0,0.899,2.87,2,3.6,1674,14.0,0.519,8.0,111.0,-8.02,0,1.0,1.0,2,elliobr01,2019-2020,2020
Marc-Andre Fleury,35,VEG,49,48.0,27.0,16.0,5.0,133,1399.0,1266.0,0.905,2.77,5,7.2,2880,24.0,0.5,9.0,105.0,-6.5,0,0.0,0.0,8,fleurma01,2019-2020,2020
Anton Forsberg,27,CAR,3,3.0,1.0,1.0,0.0,8,78.0,70.0,0.897,3.35,0,0.3,143,1.0,0.33299999999999996,0.0,,,0,0.0,0.0,0,forsban01,2019-2020,2020
Pavel Francouz,29,COL,34,30.0,21.0,7.0,4.0,77,996.0,919.0,0.9229999999999999,2.41,1,7.0,1914,17.0,0.5670000000000001,5.0,85.0,13.06,0,0.0,0.0,2,francpa01,2019-2020,2020
Alexandar Georgiev,23,NYR,34,32.0,17.0,14.0,2.0,96,1063.0,967.0,0.91,3.04,2,6.0,1892,17.0,0.531,5.0,100.0,0.12,0,1.0,1.0,0,georgal01,2019-2020,2020
John Gibson,26,ANA,51,51.0,20.0,26.0,5.0,149,1552.0,1403.0,0.904,3.0,1,7.8,2981,22.0,0.431,10.0,106.0,-8.66,0,0.0,0.0,6,gibsojo02,2019-2020,2020
Thomas Greiss,34,NYI,31,28.0,16.0,9.0,4.0,73,838.0,765.0,0.9129999999999999,2.74,0,5.0,1596,15.0,0.536,5.0,96.0,2.77,0,0.0,0.0,2,greisth01,2019-2020,2020
Philipp Grubauer,28,COL,36,36.0,18.0,12.0,4.0,90,1067.0,977.0,0.9159999999999999,2.63,2,6.7,2057,17.0,0.47200000000000003,4.0,93.0,6.48,0,0.0,0.0,0,grubaph01,2019-2020,2020
Jaroslav Halak,34,BOS,31,29.0,18.0,6.0,6.0,73,905.0,832.0,0.919,2.39,3,6.1,1833,18.0,0.621,3.0,89.0,8.83,0,2.0,2.0,0,halakja01,2019-2020,2020
Carter Hart,21,PHI,43,40.0,24.0,13.0,3.0,95,1100.0,1005.0,0.914,2.42,1,6.7,2356,25.0,0.625,9.0,96.0,4.46,0,0.0,0.0,0,hartca01,2019-2020,2020
Connor Hellebuyck,26,WPG,58,56.0,31.0,21.0,5.0,140,1796.0,1656.0,0.922,2.57,6,12.5,3269,36.0,0.643,6.0,86.0,22.4,0,2.0,2.0,0,helleco01,2019-2020,2020
Adin Hill,23,ARI,13,9.0,2.0,4.0,3.0,28,343.0,315.0,0.9179999999999999,2.62,0,2.3,641,5.0,0.556,0.0,90.0,3.01,0,0.0,0.0,2,hillad01,2019-2020,2020
Marcus Hogberg,25,OTT,24,21.0,5.0,8.0,8.0,70,728.0,658.0,0.904,3.12,0,3.7,1345,10.0,0.47600000000000003,3.0,106.0,-4.17,0,0.0,0.0,0,hogbema01,2019-2020,2020
Braden Holtby,30,WSH,48,47.0,25.0,14.0,6.0,142,1385.0,1243.0,0.897,3.11,0,6.0,2743,22.0,0.46799999999999997,11.0,113.0,-16.76,0,1.0,1.0,4,holtbbr01,2019-2020,2020
Jimmy Howard,35,DET,27,27.0,2.0,23.0,2.0,96,817.0,721.0,0.882,4.2,0,2.2,1372,7.0,0.259,9.0,130.0,-22.12,0,0.0,0.0,0,howarja02,2019-2020,2020
Michael Hutchinson,29,TOR,15,11.0,4.0,9.0,1.0,48,421.0,373.0,0.8859999999999999,3.66,1,1.3,787,3.0,0.273,0.0,126.0,-9.93,0,0.0,0.0,0,hutchmi01,2019-2020,2020
Michael Hutchinson,29,COL,1,1.0,1.0,0.0,0.0,1,18.0,17.0,0.9440000000000001,1.0,0,0.2,60,1.0,1.0,0.0,,,0,0.0,0.0,0,hutchmi01,2019-2020,2020
Carter Hutton,34,BUF,31,30.0,12.0,14.0,4.0,94,918.0,824.0,0.898,3.18,2,4.0,1775,14.0,0.467,7.0,113.0,-10.99,0,1.0,1.0,6,huttoca01,2019-2020,2020
Tristan Jarry,24,PIT,33,31.0,20.0,12.0,1.0,78,985.0,907.0,0.9209999999999999,2.43,3,6.7,1926,19.0,0.613,3.0,88.0,11.07,0,0.0,0.0,0,jarrytr01,2019-2020,2020
Jonas Johansson,24,BUF,6,5.0,1.0,3.0,1.0,16,151.0,135.0,0.894,2.94,0,0.6,327,1.0,0.2,0.0,,,0,0.0,0.0,0,johanjo03,2019-2020,2020
Martin Jones,30,SJS,41,39.0,17.0,21.0,2.0,118,1139.0,1021.0,0.8959999999999999,3.0,2,4.8,2360,15.0,0.385,11.0,115.0,-15.01,0,1.0,1.0,0,jonesma02,2019-2020,2020
Kaapo Kahkonen,23,MIN,5,5.0,3.0,1.0,1.0,15,172.0,157.0,0.9129999999999999,2.96,0,1.0,304,3.0,0.6,2.0,,,0,0.0,0.0,0,kahkoka01,2019-2020,2020
Kasimir Kaskisuo,26,TOR,1,1.0,0.0,1.0,0.0,6,38.0,32.0,0.8420000000000001,6.0,0,-0.1,60,0.0,0.0,1.0,,,0,0.0,0.0,0,kaskika01,2019-2020,2020
Anton Khudobin,33,DAL,30,26.0,16.0,8.0,4.0,62,882.0,820.0,0.93,2.22,0,6.9,1677,19.0,0.731,2.0,78.0,17.75,0,3.0,3.0,4,khudoan01,2019-2020,2020
Keith Kinkaid,30,MTL,6,5.0,1.0,1.0,3.0,24,192.0,168.0,0.875,4.24,0,0.4,340,0.0,0.0,0.0,,,0,0.0,0.0,0,kinkake01,2019-2020,2020
Matiss Kivlenieks,23,CBJ,6,4.0,1.0,1.0,2.0,14,137.0,123.0,0.898,2.95,0,0.6,285,2.0,0.5,0.0,,,0,0.0,0.0,0,kivlema01,2019-2020,2020
Joonas Korpisalo,25,CBJ,37,35.0,19.0,12.0,5.0,92,1030.0,938.0,0.9109999999999999,2.6,2,5.9,2126,21.0,0.6,5.0,99.0,1.14,0,1.0,1.0,0,korpijo01,2019-2020,2020
Mikko Koskinen,31,EDM,38,33.0,18.0,13.0,3.0,97,1175.0,1078.0,0.917,2.75,1,7.6,2117,17.0,0.515,5.0,91.0,9.25,0,0.0,0.0,0,koskimi01,2019-2020,2020
Darcy Kuemper,29,ARI,29,29.0,16.0,11.0,2.0,65,903.0,838.0,0.9279999999999999,2.22,2,6.9,1753,22.0,0.759,2.0,80.0,16.65,0,0.0,0.0,6,kuempda01,2019-2020,2020
Robin Lehner,28,CHI,33,31.0,16.0,10.0,5.0,94,1152.0,1058.0,0.9179999999999999,3.01,0,7.6,1875,17.0,0.5479999999999999,4.0,90.0,10.17,0,0.0,0.0,4,lehnero01,2019-2020,2020
Robin Lehner,28,VEG,3,3.0,3.0,0.0,0.0,5,83.0,78.0,0.94,1.67,1,0.7,180,2.0,0.667,0.0,,,0,0.0,0.0,0,lehnero01,2019-2020,2020
Charlie Lindgren,26,MTL,6,6.0,2.0,4.0,0.0,20,178.0,158.0,0.888,3.33,0,0.6,361,1.0,0.16699999999999998,1.0,,,0,0.0,0.0,0,lindgch01,2019-2020,2020
Henrik Lundqvist,37,NYR,30,26.0,10.0,12.0,3.0,84,883.0,799.0,0.905,3.16,1,4.5,1597,13.0,0.5,4.0,105.0,-4.16,0,1.0,1.0,2,lundqhe01,2019-2020,2020
Alex Lyon,27,PHI,3,2.0,1.0,1.0,0.0,8,73.0,65.0,0.89,3.55,0,0.3,135,0.0,0.0,0.0,,,0,0.0,0.0,0,lyonal01,2019-2020,2020
Jacob Markstrom,30,VAN,43,43.0,23.0,16.0,4.0,117,1420.0,1303.0,0.9179999999999999,2.75,2,9.2,2552,25.0,0.581,5.0,91.0,11.4,0,1.0,1.0,4,marksja02,2019-2020,2020
Curtis McElhinney,36,TBL,18,18.0,8.0,7.0,3.0,52,551.0,499.0,0.9059999999999999,2.89,1,2.9,1081,8.0,0.444,2.0,104.0,-2.18,0,0.0,0.0,0,mcelhcu01,2019-2020,2020
Elvis Merzlikins,25,CBJ,33,31.0,13.0,9.0,8.0,71,919.0,848.0,0.9229999999999999,2.35,5,6.5,1815,17.0,0.5479999999999999,3.0,85.0,12.1,0,0.0,0.0,0,merzlel01,2019-2020,2020
Ryan Miller,39,ANA,23,19.0,9.0,6.0,4.0,64,685.0,621.0,0.907,3.1,0,3.6,1238,11.0,0.579,2.0,103.0,-2.06,0,1.0,1.0,0,millery01,2019-2020,2020
Sam Montembeault,23,FLA,14,9.0,5.0,5.0,1.0,39,356.0,317.0,0.89,3.34,0,1.3,701,3.0,0.33299999999999996,2.0,121.0,-6.81,0,0.0,0.0,0,montesa01,2019-2020,2020
Petr Mrazek,27,CAR,40,38.0,21.0,16.0,2.0,104,1091.0,987.0,0.905,2.69,3,5.6,2321,19.0,0.5,7.0,105.0,-5.35,0,0.0,0.0,4,mrazepe01,2019-2020,2020
Matt Murray,25,PIT,38,38.0,20.0,11.0,5.0,107,1055.0,948.0,0.899,2.87,1,4.7,2238,16.0,0.42100000000000004,8.0,112.0,-11.6,0,1.0,1.0,2,murrama02,2019-2020,2020
Alex Nedeljkovic,24,CAR,4,3.0,1.0,2.0,1.0,11,97.0,86.0,0.887,3.05,0,0.3,216,1.0,0.33299999999999996,1.0,,,0,0.0,0.0,0,nedelal01,2019-2020,2020
Anders Nilsson,29,OTT,20,19.0,9.0,9.0,2.0,58,628.0,570.0,0.9079999999999999,3.18,0,3.4,1093,11.0,0.579,5.0,102.0,-1.21,0,0.0,0.0,0,nilssan01,2019-2020,2020
Calvin Petersen,25,LAK,8,8.0,5.0,3.0,0.0,21,269.0,248.0,0.922,2.64,0,1.9,477,5.0,0.625,0.0,,,0,0.0,0.0,0,peterca01,2019-2020,2020
Calvin Pickard,27,DET,3,1.0,0.0,2.0,0.0,15,74.0,59.0,0.797,5.46,0,-0.5,165,0.0,0.0,1.0,,,0,0.0,0.0,0,pickaca01,2019-2020,2020
Carey Price,32,MTL,58,58.0,27.0,25.0,6.0,160,1755.0,1595.0,0.909,2.79,4,9.8,3440,31.0,0.534,11.0,101.0,-1.31,0,0.0,0.0,6,priceca01,2019-2020,2020
Cayden Primeau,20,MTL,2,2.0,1.0,1.0,0.0,5,72.0,67.0,0.9309999999999999,2.52,0,0.6,119,2.0,1.0,0.0,,,0,0.0,0.0,0,primeca01,2019-2020,2020
Jonathan Quick,34,LAK,42,42.0,16.0,22.0,4.0,117,1224.0,1107.0,0.904,2.79,1,6.2,2516,21.0,0.5,5.0,106.0,-6.32,0,1.0,1.0,0,quickjo01,2019-2020,2020
Antti Raanta,30,ARI,33,32.0,15.0,14.0,3.0,80,1014.0,934.0,0.9209999999999999,2.63,2,7.0,1823,19.0,0.594,3.0,87.0,11.69,0,0.0,0.0,2,raantan01,2019-2020,2020
Tuukka Rask,32,BOS,41,41.0,26.0,8.0,6.0,85,1189.0,1104.0,0.929,2.12,5,9.1,2402,28.0,0.6829999999999999,3.0,79.0,22.51,0,2.0,2.0,0,rasktu01,2019-2020,2020
James Reimer,31,CAR,25,24.0,14.0,6.0,2.0,61,712.0,651.0,0.914,2.66,3,4.4,1378,15.0,0.625,6.0,95.0,3.38,0,0.0,0.0,2,reimeja01,2019-2020,2020
Pekka Rinne,37,NSH,36,35.0,18.0,14.0,4.0,105,1004.0,899.0,0.895,3.17,3,4.1,1988,16.0,0.457,11.0,116.0,-14.22,1,2.0,3.0,0,rinnepe01,2019-2020,2020
David Rittich,27,CGY,48,48.0,24.0,17.0,6.0,138,1478.0,1340.0,0.907,2.97,2,7.9,2792,24.0,0.5,7.0,103.0,-4.36,0,1.0,1.0,6,rittida01,2019-2020,2020
Ilya Samsonov,22,WSH,26,22.0,16.0,6.0,2.0,60,689.0,629.0,0.9129999999999999,2.55,1,4.1,1411,13.0,0.591,2.0,96.0,2.3,0,0.0,0.0,2,samsoil01,2019-2020,2020
Juuse Saros,24,NSH,40,34.0,17.0,12.0,4.0,98,1142.0,1044.0,0.914,2.7,4,7.0,2177,21.0,0.618,3.0,95.0,5.26,0,0.0,0.0,0,sarosju01,2019-2020,2020
Cory Schneider,33,NJD,13,11.0,3.0,6.0,2.0,40,355.0,315.0,0.887,3.53,1,1.2,679,3.0,0.273,3.0,125.0,-7.9,0,1.0,1.0,0,schneco01,2019-2020,2020
Gilles Senn,23,NJD,2,1.0,0.0,1.0,0.0,4,41.0,37.0,0.902,3.42,0,0.2,70,1.0,1.0,0.0,,,0,0.0,0.0,0,senngi01,2019-2020,2020
Igor Shesterkin,24,NYR,12,12.0,10.0,2.0,0.0,29,424.0,395.0,0.932,2.52,0,3.4,692,9.0,0.75,1.0,76.0,9.34,0,0.0,0.0,0,shestig01,2019-2020,2020
Mike Smith,37,EDM,39,37.0,19.0,12.0,6.0,106,1087.0,981.0,0.902,2.95,1,5.3,2157,17.0,0.45899999999999996,9.0,108.0,-7.71,0,2.0,2.0,21,smithmi01,2019-2020,2020
Garret Sparks,26,VEG,1,0.0,0.0,0.0,0.0,2,14.0,12.0,0.857,4.38,0,0.0,27,0.0,,0.0,,,0,0.0,0.0,0,sparkga01,2019-2020,2020
Alex Stalock,32,MIN,38,36.0,20.0,11.0,4.0,97,1082.0,985.0,0.91,2.67,4,6.2,2177,19.0,0.528,5.0,99.0,0.84,0,1.0,1.0,4,staloal01,2019-2020,2020
Anthony Stolarz,26,ANA,1,1.0,0.0,1.0,0.0,2,36.0,34.0,0.9440000000000001,2.05,0,0.3,59,1.0,1.0,0.0,,,0,0.0,0.0,0,stolaan01,2019-2020,2020
Malcolm Subban,26,VEG,20,19.0,9.0,7.0,3.0,60,546.0,486.0,0.89,3.18,0,1.9,1133,7.0,0.368,7.0,122.0,-10.63,0,0.0,0.0,0,subbama01,2019-2020,2020
Malcolm Subban,26,CHI,1,0.0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0,0.0,1,0.0,,0.0,,,0,0.0,0.0,0,subbama01,2019-2020,2020
Cam Talbot,32,CGY,26,22.0,12.0,10.0,1.0,63,780.0,717.0,0.919,2.63,2,5.2,1435,11.0,0.5,2.0,89.0,7.53,0,0.0,0.0,21,talboca01,2019-2020,2020
Linus Ullmark,26,BUF,34,34.0,17.0,14.0,3.0,91,1066.0,975.0,0.915,2.69,1,6.6,2027,19.0,0.5589999999999999,2.0,94.0,5.39,0,0.0,0.0,4,ullmali01,2019-2020,2020
Semyon Varlamov,31,NYI,45,39.0,19.0,14.0,6.0,110,1278.0,1168.0,0.914,2.62,2,7.8,2517,21.0,0.5379999999999999,4.0,95.0,5.56,0,0.0,0.0,0,varlasi01,2019-2020,2020
Andrei Vasilevskiy,25,TBL,52,52.0,35.0,14.0,3.0,133,1605.0,1472.0,0.917,2.56,3,10.4,3122,31.0,0.596,7.0,92.0,12.13,0,4.0,4.0,4,vasilan02,2019-2020,2020
Adam Werner,22,COL,2,1.0,1.0,1.0,0.0,5,58.0,53.0,0.914,3.42,0,0.4,88,0.0,0.0,1.0,,,0,0.0,0.0,0,wernead01,2019-2020,2020
Jake Allen,28,STL,46,45.0,19.0,17.0,8.0,121,1277.0,1156.0,0.905,2.83,3,6.5,2568,25.0,0.556,11.0,105.0,-5.9,0,0.0,0.0,0,allenja01,2018-2019,2019
Frederik Andersen,29,TOR,60,60.0,36.0,16.0,7.0,162,1958.0,1796.0,0.917,2.77,1,12.5,3510,38.0,0.633,7.0,92.0,14.48,0,1.0,1.0,2,anderfr01,2018-2019,2019
Craig Anderson,37,OTT,50,47.0,17.0,27.0,4.0,163,1676.0,1513.0,0.903,3.51,2,8.1,2785,19.0,0.40399999999999997,8.0,108.0,-11.94,0,2.0,2.0,0,andercr01,2018-2019,2019
Richard Bachman,31,VAN,1,1.0,0.0,1.0,0.0,6,29.0,23.0,0.7929999999999999,6.0,0,-0.2,60,0.0,0.0,1.0,,,0,0.0,0.0,0,bachmri01,2018-2019,2019
Jonathan Bernier,30,DET,35,30.0,9.0,18.0,5.0,98,1025.0,927.0,0.904,3.16,1,5.1,1860,13.0,0.433,5.0,106.0,-5.61,0,0.0,0.0,0,bernijo01,2018-2019,2019
Jordan Binnington,25,STL,32,30.0,24.0,5.0,1.0,59,807.0,748.0,0.927,1.89,5,6.0,1876,20.0,0.667,1.0,81.0,13.74,0,0.0,0.0,0,binnijo01,2018-2019,2019
Ben Bishop,32,DAL,46,45.0,27.0,15.0,2.0,87,1323.0,1236.0,0.934,1.98,7,10.8,2637,31.0,0.6890000000000001,1.0,73.0,32.24,0,2.0,2.0,2,bishobe01,2018-2019,2019
Mackenzie Blackwood,22,NJD,23,21.0,10.0,10.0,0.0,55,669.0,614.0,0.9179999999999999,2.61,2,4.3,1264,14.0,0.667,4.0,91.0,5.3,0,0.0,0.0,0,blackma01,2018-2019,2019
Sergei Bobrovsky,30,CBJ,62,61.0,37.0,24.0,1.0,153,1756.0,1603.0,0.9129999999999999,2.58,9,10.4,3557,31.0,0.508,13.0,97.0,5.27,0,0.0,0.0,2,bobrose01,2018-2019,2019
Landon Bow,23,DAL,2,0.0,0.0,0.0,0.0,1,19.0,18.0,0.9470000000000001,1.03,0,0.2,58,0.0,,0.0,,,0,0.0,0.0,0,bowla01,2018-2019,2019
Kevin Boyle,26,ANA,5,4.0,1.0,3.0,0.0,10,139.0,129.0,0.9279999999999999,2.17,1,1.0,277,2.0,0.5,0.0,,,0,0.0,0.0,0,boyleke01,2018-2019,2019
Laurent Brossoit,25,WPG,21,19.0,13.0,6.0,2.0,49,652.0,603.0,0.925,2.52,1,4.7,1165,12.0,0.632,2.0,83.0,9.77,0,0.0,0.0,0,brossla01,2018-2019,2019
Peter Budaj,36,LAK,3,1.0,0.0,1.0,0.0,6,33.0,27.0,0.818,5.02,0,-0.1,72,0.0,0.0,1.0,,,0,0.0,0.0,0,budajpe01,2018-2019,2019
Jack Campbell,27,LAK,31,25.0,10.0,14.0,1.0,61,845.0,784.0,0.9279999999999999,2.3,2,6.3,1593,16.0,0.64,3.0,80.0,15.16,0,1.0,1.0,0,campbja01,2018-2019,2019
Eric Comrie,23,WPG,1,1.0,0.0,1.0,0.0,5,28.0,23.0,0.821,5.01,0,-0.1,60,0.0,0.0,1.0,,,0,0.0,0.0,0,comrier01,2018-2019,2019
Mike Condon,28,OTT,2,2.0,0.0,2.0,0.0,8,40.0,32.0,0.8,6.38,0,-0.2,75,0.0,0.0,2.0,,,0,0.0,0.0,0,condomi01,2018-2019,2019
Pheonix Copley,27,WSH,27,24.0,16.0,7.0,3.0,74,776.0,702.0,0.905,2.9,1,3.9,1529,14.0,0.583,4.0,106.0,-4.06,0,1.0,1.0,0,copleph01,2018-2019,2019
Corey Crawford,34,CHI,39,39.0,14.0,18.0,5.0,108,1176.0,1068.0,0.9079999999999999,2.93,2,6.3,2213,17.0,0.436,5.0,102.0,-2.0,0,4.0,4.0,0,crawfco01,2018-2019,2019
Joey Daccord,22,OTT,1,1.0,0.0,1.0,0.0,5,40.0,35.0,0.875,5.0,0,0.1,60,0.0,0.0,0.0,,,0,0.0,0.0,0,daccojo01,2018-2019,2019
Scott Darling,30,CAR,8,8.0,2.0,4.0,2.0,27,233.0,206.0,0.884,3.34,0,0.7,486,2.0,0.25,3.0,,,0,0.0,0.0,0,darlisc01,2018-2019,2019
Collin Delia,24,CHI,16,14.0,6.0,4.0,3.0,50,545.0,495.0,0.9079999999999999,3.61,0,2.9,831,6.0,0.429,2.0,102.0,-0.88,0,0.0,0.0,0,deliaco01,2018-2019,2019
Aaron Dell,29,SJS,25,20.0,10.0,8.0,4.0,70,613.0,543.0,0.8859999999999999,3.17,2,1.9,1323,6.0,0.3,6.0,127.0,-14.75,0,0.0,0.0,0,dellaa01,2018-2019,2019
Thatcher Demko,23,VAN,9,8.0,4.0,3.0,1.0,25,288.0,263.0,0.9129999999999999,2.81,0,1.7,534,6.0,0.75,2.0,,,0,1.0,1.0,0,demkoth01,2018-2019,2019
Casey DeSmith,27,PIT,36,30.0,15.0,11.0,5.0,89,1060.0,971.0,0.9159999999999999,2.75,3,6.6,1944,18.0,0.6,2.0,93.0,6.54,0,0.0,0.0,2,desmica01,2018-2019,2019
Michael Dipietro,19,VAN,1,1.0,0.0,1.0,0.0,7,24.0,17.0,0.708,7.0,0,-0.4,60,0.0,0.0,1.0,,,0,0.0,0.0,0,dipiemi01,2018-2019,2019
Louis Domingue,26,TBL,26,26.0,21.0,5.0,0.0,75,812.0,737.0,0.9079999999999999,2.88,0,4.3,1561,14.0,0.5379999999999999,2.0,102.0,-1.81,0,1.0,1.0,4,dominlo01,2018-2019,2019
Devan Dubnyk,32,MIN,67,66.0,31.0,28.0,6.0,163,1877.0,1714.0,0.9129999999999999,2.54,2,11.1,3855,38.0,0.5760000000000001,13.0,96.0,6.18,0,2.0,2.0,2,dubnyde01,2018-2019,2019
Brian Elliott,33,PHI,26,23.0,11.0,11.0,1.0,69,741.0,672.0,0.907,2.96,1,3.9,1397,12.0,0.522,4.0,103.0,-2.21,0,1.0,1.0,2,elliobr01,2018-2019,2019
Marc-Andre Fleury,34,VEG,61,61.0,35.0,21.0,5.0,152,1745.0,1593.0,0.9129999999999999,2.51,8,10.3,3635,34.0,0.557,7.0,97.0,5.28,0,2.0,2.0,4,fleurma01,2018-2019,2019
Pavel Francouz,28,COL,2,0.0,0.0,2.0,0.0,2,35.0,33.0,0.943,1.96,0,0.3,61,0.0,,0.0,,,0,0.0,0.0,0,francpa01,2018-2019,2019
Kaden Fulcher,20,DET,1,0.0,0.0,0.0,0.0,2,11.0,9.0,0.818,4.41,0,0.0,27,0.0,,0.0,,,0,0.0,0.0,0,fulchka01,2018-2019,2019
Alexandar Georgiev,22,NYR,33,30.0,14.0,13.0,4.0,91,1057.0,966.0,0.914,2.91,2,6.3,1874,15.0,0.5,3.0,96.0,4.27,0,2.0,2.0,2,georgal01,2018-2019,2019
Christopher Gibson,26,NYI,2,0.0,0.0,0.0,0.0,1,17.0,16.0,0.941,1.5,0,0.2,40,0.0,,0.0,,,0,0.0,0.0,0,gibsoch01,2018-2019,2019
John Gibson,25,ANA,58,57.0,26.0,22.0,8.0,153,1838.0,1685.0,0.917,2.84,2,11.6,3233,34.0,0.596,8.0,92.0,12.66,0,0.0,0.0,2,gibsojo02,2018-2019,2019
Thomas Greiss,33,NYI,43,39.0,23.0,14.0,2.0,87,1185.0,1098.0,0.927,2.28,5,8.7,2294,25.0,0.6409999999999999,7.0,81.0,19.81,0,1.0,1.0,4,greisth01,2018-2019,2019
Philipp Grubauer,27,COL,37,33.0,18.0,9.0,5.0,89,1071.0,982.0,0.917,2.64,3,6.8,2021,20.0,0.606,5.0,92.0,7.53,0,0.0,0.0,0,grubaph01,2018-2019,2019
Jaroslav Halak,33,BOS,40,37.0,22.0,11.0,4.0,90,1158.0,1068.0,0.922,2.34,5,8.0,2308,22.0,0.595,4.0,86.0,14.37,0,4.0,4.0,0,halakja01,2018-2019,2019
