Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,pid,Year,YR_INT
Les Binkley,36,PIT,34,,11.0,11.0,10.0,89,890.0,801.0,0.9,2.86,2,5.8,1866,,,,103.0,-2.89,0,0.0,0.0,0,binklle01,1970-1971,1971
Ken Brown,22,CBH,1,,0.0,0.0,0.0,1,14.0,13.0,0.929,3.37,0,0.0,18,,,,,,0,0.0,0.0,0,brownke01,1970-1971,1971
Gerry Cheevers,30,BOS,40,,27.0,8.0,5.0,109,1326.0,1217.0,0.9179999999999999,2.73,3,7.9,2397,,,,85.0,19.3,0,0.0,0.0,4,cheevge01,1970-1971,1971
Roger Crozier,28,BUF,44,,9.0,20.0,7.0,135,1354.0,1219.0,0.9,3.69,1,4.0,2195,,,,103.0,-3.99,0,0.0,0.0,0,croziro01,1970-1971,1971
Joe Daley,27,BUF,38,,12.0,16.0,8.0,129,1232.0,1103.0,0.895,3.74,1,3.6,2069,,,,108.0,-9.8,0,1.0,1.0,12,daleyjo01,1970-1971,1971
Denis DeJordy,32,LAK,60,,18.0,29.0,11.0,214,1917.0,1703.0,0.888,3.81,1,5.5,3370,,,,115.0,-28.52,0,0.0,0.0,0,dejorde01,1970-1971,1971
Gerry Desjardins,26,CBH,22,,12.0,6.0,2.0,49,603.0,554.0,0.919,2.42,0,4.6,1215,,,,84.0,9.34,0,0.0,0.0,6,desjage01,1970-1971,1971
Dave Dryden,29,BUF,10,,3.0,3.0,0.0,22,227.0,205.0,0.903,3.23,1,1.0,408,,,,,,0,1.0,1.0,0,drydeda01,1970-1971,1971
Ken Dryden,23,MTL,6,,6.0,0.0,0.0,9,211.0,202.0,0.9570000000000001,1.65,0,1.6,327,,,,,,0,0.0,0.0,0,drydeke01,1970-1971,1971
Roy Edwards,33,DET,37,,11.0,19.0,7.0,119,1109.0,990.0,0.893,3.4,0,4.7,2099,,,,111.0,-11.7,0,0.0,0.0,2,edwarro01,1970-1971,1971
Tony Esposito,27,CBH,57,,35.0,14.0,7.0,126,1554.0,1428.0,0.919,2.27,6,13.2,3323,,,,84.0,24.36,0,1.0,1.0,4,esposto01,1970-1971,1971
Doug Favell,25,PHI,44,,16.0,15.0,9.0,108,1275.0,1167.0,0.915,2.67,2,8.2,2428,,,,88.0,15.36,0,1.0,1.0,9,faveldo01,1970-1971,1971
Bruce Gamble,32,TOR,23,,6.0,14.0,1.0,83,706.0,623.0,0.882,3.89,2,1.9,1280,,,,122.0,-14.69,0,,,0,gamblbr01,1970-1971,1971
Bruce Gamble,32,PHI,11,,3.0,6.0,2.0,37,373.0,336.0,0.9009999999999999,3.37,0,1.5,658,,,,103.0,-0.91,0,,,0,gamblbr01,1970-1971,1971
George Gardner,28,VAN,18,,6.0,8.0,1.0,52,587.0,535.0,0.9109999999999999,3.39,0,2.1,920,,,,92.0,4.8,0,0.0,0.0,0,gardnge01,1970-1971,1971
Ed Giacomin,31,NYR,45,,27.0,10.0,7.0,95,1215.0,1120.0,0.922,2.16,8,11.0,2638,,,,81.0,22.56,0,0.0,0.0,4,giacoed01,1970-1971,1971
Gilles Gilbert,21,MNS,17,,5.0,9.0,2.0,59,533.0,474.0,0.889,3.8,0,1.5,931,,,,114.0,-7.43,0,0.0,0.0,2,gilbegi01,1970-1971,1971
Gerry Gray,23,DET,7,,1.0,4.0,1.0,30,229.0,199.0,0.8690000000000001,4.74,0,0.1,380,,,,,,0,0.0,0.0,0,grayge01,1970-1971,1971
Glenn Hall,39,STL,32,,13.0,11.0,8.0,71,867.0,796.0,0.9179999999999999,2.42,2,6.6,1760,,,,85.0,12.89,0,1.0,1.0,0,hallgl01,1970-1971,1971
Charlie Hodge,37,VAN,35,,15.0,13.0,5.0,112,1045.0,933.0,0.893,3.42,0,4.4,1965,,,,111.0,-10.89,0,0.0,0.0,0,hodgech01,1970-1971,1971
Paul Hoganson,21,PIT,2,,0.0,1.0,0.0,7,28.0,21.0,0.75,7.35,0,-0.2,57,,,,,,0,0.0,0.0,0,hoganpa01,1970-1971,1971
Eddie Johnston,35,BOS,38,,30.0,6.0,2.0,96,1110.0,1014.0,0.914,2.53,4,8.2,2277,,,,89.0,11.4,0,1.0,1.0,6,johnsed01,1970-1971,1971
Cesare Maniago,32,MNS,40,,19.0,15.0,6.0,107,1248.0,1141.0,0.914,2.7,5,7.9,2378,,,,89.0,13.75,0,1.0,1.0,2,maniace01,1970-1971,1971
Murray McLachlan,22,TOR,2,,0.0,1.0,0.0,4,17.0,13.0,0.765,9.72,0,-0.2,25,,,,,,0,0.0,0.0,0,mclacmu01,1970-1971,1971
Don McLeod,24,DET,14,,3.0,7.0,0.0,60,406.0,346.0,0.852,5.17,0,-0.3,697,,,,153.0,-20.72,0,0.0,0.0,0,mcleodo01,1970-1971,1971
Gilles Meloche,20,CBH,2,,2.0,0.0,0.0,6,72.0,66.0,0.917,3.0,0,0.3,120,,,,,,0,0.0,0.0,0,melocgi01,1970-1971,1971
Phil Myre,22,MTL,30,,13.0,11.0,4.0,87,911.0,824.0,0.905,3.12,1,4.5,1675,,,,99.0,1.14,0,1.0,1.0,17,myreph01,1970-1971,1971
Cam Newton,20,PIT,5,,1.0,3.0,1.0,16,114.0,98.0,0.86,3.44,0,0.6,279,,,,,,0,0.0,0.0,4,newtoca01,1970-1971,1971
Jack Norris,28,LAK,25,,7.0,11.0,2.0,85,762.0,677.0,0.888,3.91,0,1.9,1305,,,,115.0,-11.27,0,0.0,0.0,0,norrija01,1970-1971,1971
Bernie Parent,25,PHI,30,,9.0,12.0,6.0,73,825.0,752.0,0.912,2.77,2,5.1,1581,,,,91.0,6.82,0,,,5,parenbe01,1970-1971,1971
Bernie Parent,25,TOR,18,,7.0,7.0,3.0,46,548.0,502.0,0.9159999999999999,2.66,0,3.5,1036,,,,87.0,7.02,0,,,0,parenbe01,1970-1971,1971
Jacques Plante,42,TOR,40,,24.0,11.0,4.0,73,1297.0,1224.0,0.9440000000000001,1.89,4,10.6,2323,,,,58.0,52.49,0,0.0,0.0,2,plantja01,1970-1971,1971
Michel Plasse,22,STL,1,,1.0,0.0,0.0,3,36.0,33.0,0.917,3.0,0,0.2,60,,,,,,0,0.0,0.0,0,plassmi01,1970-1971,1971
Jim Rutherford,21,DET,29,,7.0,15.0,3.0,94,761.0,667.0,0.8759999999999999,3.77,1,2.5,1495,,,,128.0,-20.37,0,0.0,0.0,0,rutheji01,1970-1971,1971
Al Smith,25,PIT,45,,9.0,22.0,9.0,128,1256.0,1128.0,0.898,3.11,2,6.7,2471,,,,105.0,-6.47,0,0.0,0.0,26,smithal03,1970-1971,1971
Gary Smith,26,CGS,71,,19.0,48.0,4.0,256,2226.0,1970.0,0.885,3.86,2,6.2,3975,,,,119.0,-40.62,0,1.0,1.0,6,smithga01,1970-1971,1971
Bob Sneddon,26,CGS,7,,0.0,2.0,0.0,21,127.0,106.0,0.835,5.63,0,-0.3,224,,,,,,0,0.0,0.0,0,sneddbo01,1970-1971,1971
Rogie Vachon,25,MTL,47,,23.0,12.0,9.0,118,1370.0,1252.0,0.914,2.65,2,9.1,2675,,,,89.0,14.56,0,0.0,0.0,0,vachoro01,1970-1971,1971
Gilles Villemure,30,NYR,34,,22.0,8.0,4.0,78,966.0,888.0,0.919,2.3,4,8.0,2036,,,,83.0,15.47,0,0.0,0.0,0,villegi01,1970-1971,1971
Ernie Wakely,30,STL,51,,20.0,14.0,11.0,133,1356.0,1223.0,0.902,2.79,3,9.1,2858,,,,101.0,-1.8,0,1.0,1.0,0,wakeler01,1970-1971,1971
Dunc Wilson,22,VAN,35,,3.0,25.0,2.0,128,1072.0,944.0,0.8809999999999999,4.3,0,1.6,1784,,,,123.0,-24.28,0,0.0,0.0,18,wilsodu01,1970-1971,1971
Gump Worsley,41,MNS,24,,4.0,10.0,8.0,57,714.0,657.0,0.92,2.5,0,5.0,1367,,,,83.0,12.08,0,0.0,0.0,10,worslgu01,1970-1971,1971
Chris Worthy,23,CGS,11,,1.0,3.0,1.0,39,279.0,240.0,0.86,4.94,0,0.0,474,,,,,,0,0.0,0.0,2,worthch01,1970-1971,1971
Les Binkley,35,PIT,27,,10.0,13.0,1.0,79,692.0,613.0,0.8859999999999999,3.21,3,3.2,1476,,,,130.0,-18.08,0,1.0,1.0,0,binklle01,1969-1970,1970
Johnny Bower,45,TOR,1,,0.0,1.0,0.0,5,38.0,33.0,0.868,5.0,0,0.0,60,,,,,,0,0.0,0.0,0,bowerjo01,1969-1970,1970
Ken Broderick,27,MNS,7,,2.0,4.0,0.0,26,217.0,191.0,0.88,4.33,0,0.1,360,,,,,,0,0.0,0.0,0,brodeke01,1969-1970,1970
Gerry Cheevers,29,BOS,41,,24.0,8.0,8.0,108,1337.0,1229.0,0.919,2.72,4,7.2,2384,,,,92.0,9.69,0,0.0,0.0,4,cheevge01,1969-1970,1970
Roger Crozier,27,DET,34,,16.0,6.0,9.0,83,1035.0,952.0,0.92,2.65,0,5.8,1876,,,,91.0,8.11,0,0.0,0.0,0,croziro01,1969-1970,1970
Joe Daley,26,PIT,9,,1.0,5.0,3.0,26,258.0,232.0,0.899,2.96,0,1.4,527,,,,,,0,0.0,0.0,0,daleyjo01,1969-1970,1970
Denis DeJordy,31,LAK,21,,5.0,11.0,4.0,62,620.0,558.0,0.9,3.24,0,2.5,1147,,,,114.0,-7.42,0,,,0,dejorde01,1969-1970,1970
Denis DeJordy,31,CBH,11,,3.0,5.0,1.0,25,291.0,266.0,0.914,2.7,0,1.7,555,,,,,,0,,,0,dejorde01,1969-1970,1970
Gerry Desjardins,25,LAK,43,,7.0,29.0,5.0,159,1401.0,1242.0,0.887,3.9,3,2.6,2449,,,,129.0,-35.67,0,,,14,desjage01,1969-1970,1970
Gerry Desjardins,25,CBH,4,,4.0,0.0,0.0,8,140.0,132.0,0.943,2.0,0,1.0,240,,,,,,0,,,0,desjage01,1969-1970,1970
Gary Edwards,22,STL,1,,0.0,1.0,0.0,4,31.0,27.0,0.871,4.0,0,0.1,60,,,,,,0,0.0,0.0,0,edwarga01,1969-1970,1970
Marv Edwards,34,TOR,25,,10.0,9.0,4.0,77,854.0,777.0,0.91,3.26,1,3.0,1419,,,,102.0,-1.82,0,1.0,1.0,24,edwarma01,1969-1970,1970
Roy Edwards,32,DET,47,,24.0,15.0,6.0,116,1364.0,1248.0,0.915,2.6,2,8.6,2680,,,,97.0,4.07,0,1.0,1.0,0,edwarro01,1969-1970,1970
Tony Esposito,26,CBH,63,,38.0,17.0,8.0,136,1995.0,1859.0,0.932,2.17,15,14.7,3760,,,,77.0,39.62,0,2.0,2.0,2,esposto01,1969-1970,1970
Doug Favell,24,PHI,15,,4.0,5.0,4.0,43,516.0,473.0,0.917,3.15,1,1.9,818,,,,95.0,2.42,0,0.0,0.0,2,faveldo01,1969-1970,1970
Bruce Gamble,31,TOR,52,,19.0,24.0,9.0,156,1838.0,1682.0,0.915,3.06,5,7.5,3054,,,,96.0,5.8,0,1.0,1.0,0,gamblbr01,1969-1970,1970
Ed Giacomin,30,NYR,70,,35.0,21.0,14.0,163,1941.0,1778.0,0.9159999999999999,2.36,6,14.9,4141,,,,95.0,7.86,0,2.0,2.0,2,giacoed01,1969-1970,1970
Gilles Gilbert,20,MNS,1,,0.0,1.0,0.0,6,39.0,33.0,0.846,6.0,0,-0.1,60,,,,,,0,0.0,0.0,0,gilbegi01,1969-1970,1970
Glenn Hall,38,STL,18,,7.0,8.0,3.0,49,507.0,458.0,0.903,2.91,1,2.7,1009,,,,110.0,-4.37,0,0.0,0.0,0,hallgl01,1969-1970,1970
Charlie Hodge,36,OAK,14,,3.0,5.0,2.0,43,408.0,365.0,0.895,3.51,0,1.3,736,,,,120.0,-7.08,0,0.0,0.0,0,hodgech01,1969-1970,1970
Eddie Johnston,34,BOS,37,,16.0,9.0,11.0,108,1151.0,1043.0,0.9059999999999999,2.98,3,5.6,2174,,,,107.0,-6.68,0,2.0,2.0,2,johnsed01,1969-1970,1970
Cesare Maniago,31,MNS,50,,9.0,24.0,16.0,163,1777.0,1614.0,0.9079999999999999,3.39,2,5.5,2886,,,,104.0,-6.57,0,0.0,0.0,0,maniace01,1969-1970,1970
Gerry McNamara,35,TOR,2,,0.0,0.0,0.0,2,12.0,10.0,0.833,5.15,0,0.0,23,,,,,,0,0.0,0.0,0,mcnamge02,1969-1970,1970
Phil Myre,21,MTL,10,,4.0,3.0,2.0,19,246.0,227.0,0.9229999999999999,2.27,0,1.9,503,,,,,,0,0.0,0.0,2,myreph01,1969-1970,1970
Bernie Parent,24,PHI,62,,13.0,29.0,20.0,171,2159.0,1988.0,0.9209999999999999,2.8,3,10.6,3668,,,,90.0,19.05,0,3.0,3.0,14,parenbe01,1969-1970,1970
Jacques Plante,41,STL,32,,18.0,9.0,5.0,67,817.0,750.0,0.9179999999999999,2.19,5,7.1,1838,,,,93.0,4.92,0,2.0,2.0,0,plantja01,1969-1970,1970
Fern Rivard,24,MNS,14,,3.0,5.0,5.0,42,464.0,422.0,0.909,3.15,1,1.8,800,,,,103.0,-1.15,0,0.0,0.0,6,rivarfe01,1969-1970,1970
Wayne Rutledge,28,LAK,20,,2.0,12.0,1.0,68,623.0,555.0,0.8909999999999999,4.27,0,0.4,956,,,,124.0,-13.16,0,0.0,0.0,5,rutlewa01,1969-1970,1970
Terry Sawchuk,40,NYR,8,,3.0,1.0,2.0,20,187.0,167.0,0.893,2.91,1,1.1,412,,,,,,0,1.0,1.0,0,sawchte01,1969-1970,1970
Al Smith,24,PIT,46,,15.0,20.0,8.0,129,1283.0,1154.0,0.899,3.03,2,6.4,2554,,,,114.0,-16.06,0,0.0,0.0,20,smithal03,1969-1970,1970
Gary Smith,25,OAK,65,,19.0,34.0,12.0,195,2230.0,2035.0,0.9129999999999999,3.12,2,8.9,3756,,,,99.0,1.3,0,1.0,1.0,18,smithga01,1969-1970,1970
Rogie Vachon,24,MTL,64,,31.0,18.0,12.0,162,1959.0,1797.0,0.917,2.64,4,11.6,3686,,,,94.0,10.45,0,0.0,0.0,0,vachoro01,1969-1970,1970
Ernie Wakely,29,STL,30,,12.0,9.0,4.0,58,823.0,765.0,0.93,2.11,4,6.6,1650,,,,80.0,14.45,0,0.0,0.0,0,wakeler01,1969-1970,1970
Dunc Wilson,21,PHI,1,,0.0,1.0,0.0,3,26.0,23.0,0.885,3.02,0,0.2,60,,,,,,0,0.0,0.0,0,wilsodu01,1969-1970,1970
Gump Worsley,40,MNS,8,,5.0,1.0,1.0,20,287.0,267.0,0.93,2.65,1,1.4,453,,,,,,0,,,0,worslgu01,1969-1970,1970
Gump Worsley,40,MTL,6,,3.0,1.0,2.0,14,165.0,151.0,0.915,2.33,0,1.3,360,,,,,,0,,,0,worslgu01,1969-1970,1970
Chris Worthy,22,OAK,1,,0.0,1.0,0.0,5,32.0,27.0,0.8440000000000001,5.0,0,0.0,60,,,,,,0,0.0,0.0,2,worthch01,1969-1970,1970
Garry Bauman,28,MNS,7,,0.0,3.0,1.0,22,165.0,143.0,0.867,4.41,0,0.1,300,,,,,,0,0.0,0.0,0,baumaga01,1968-1969,1969
Les Binkley,34,PIT,50,,10.0,31.0,8.0,158,1609.0,1451.0,0.902,3.29,0,6.3,2879,,,,107.0,-10.38,0,0.0,0.0,0,binklle01,1968-1969,1969
Johnny Bower,44,TOR,20,,6.0,4.0,3.0,37,406.0,369.0,0.909,2.86,2,2.3,777,,,,99.0,0.25,0,0.0,0.0,0,bowerjo01,1968-1969,1969
Jacques Caron,28,LAK,3,,0.0,2.0,0.0,9,68.0,59.0,0.868,3.86,0,0.2,140,,,,,,0,0.0,0.0,0,caronja01,1968-1969,1969
Gerry Cheevers,28,BOS,52,,27.0,12.0,13.0,145,1638.0,1493.0,0.9109999999999999,2.8,3,9.3,3109,,,,96.0,5.28,0,0.0,0.0,14,cheevge01,1968-1969,1969
Roger Crozier,26,DET,35,,11.0,15.0,3.0,101,971.0,870.0,0.8959999999999999,3.33,0,3.9,1818,,,,113.0,-11.91,0,0.0,0.0,0,croziro01,1968-1969,1969
Joe Daley,25,PIT,29,,10.0,13.0,3.0,86,956.0,870.0,0.91,3.2,2,3.8,1612,,,,98.0,1.71,0,0.0,0.0,2,daleyjo01,1968-1969,1969
Denis DeJordy,30,CBH,53,,21.0,22.0,7.0,156,1683.0,1527.0,0.907,3.15,2,7.3,2975,,,,101.0,-1.59,0,1.0,1.0,2,dejorde01,1968-1969,1969
Gerry Desjardins,24,LAK,61,,19.0,29.0,9.0,189,1845.0,1656.0,0.898,3.24,4,8.0,3495,,,,112.0,-19.73,0,1.0,1.0,6,desjage01,1968-1969,1969
Dave Dryden,27,CBH,30,,12.0,11.0,2.0,79,834.0,755.0,0.905,3.21,3,3.4,1475,,,,103.0,-2.48,0,1.0,1.0,0,drydeda01,1968-1969,1969
Gary Edwards,21,STL,1,,0.0,0.0,0.0,0,2.0,2.0,1.0,0.0,0,0.0,4,,,,,,0,0.0,0.0,0,edwarga01,1968-1969,1969
Marv Edwards,33,PIT,1,,0.0,1.0,0.0,3,33.0,30.0,0.909,3.0,0,0.2,60,,,,,,0,0.0,0.0,0,edwarma01,1968-1969,1969
Roy Edwards,31,DET,40,,18.0,11.0,6.0,89,1044.0,955.0,0.915,2.55,4,7.1,2098,,,,93.0,6.78,0,0.0,0.0,0,edwarro01,1968-1969,1969
Tony Esposito,25,MTL,13,,5.0,4.0,4.0,34,419.0,385.0,0.919,2.75,2,2.3,742,,,,88.0,4.44,0,0.0,0.0,0,esposto01,1968-1969,1969
Doug Favell,23,PHI,21,,3.0,12.0,5.0,71,731.0,660.0,0.903,3.58,1,2.1,1191,,,,106.0,-3.93,0,0.0,0.0,4,faveldo01,1968-1969,1969
Bruce Gamble,30,TOR,61,,28.0,20.0,11.0,161,1877.0,1716.0,0.914,2.81,3,10.2,3439,,,,93.0,11.21,0,0.0,0.0,2,gamblbr01,1968-1969,1969
Ed Giacomin,29,NYR,70,,38.0,23.0,7.0,175,1970.0,1795.0,0.9109999999999999,2.56,7,13.9,4109,,,,97.0,5.74,0,0.0,0.0,2,giacoed01,1968-1969,1969
Glenn Hall,37,STL,41,,19.0,12.0,8.0,85,1187.0,1102.0,0.9279999999999999,2.17,8,9.4,2351,,,,78.0,23.81,0,2.0,2.0,20,hallgl01,1968-1969,1969
Charlie Hodge,35,OAK,14,,3.0,8.0,2.0,48,391.0,343.0,0.877,3.7,0,1.2,779,,,,134.0,-12.13,0,0.0,0.0,0,hodgech01,1968-1969,1969
Robbie Irons,22,STL,1,,0.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0,0.0,3,,,,,,0,0.0,0.0,0,ironsro01,1968-1969,1969
Eddie Johnston,33,BOS,24,,15.0,6.0,3.0,74,722.0,648.0,0.898,3.09,2,3.6,1439,,,,112.0,-7.76,0,1.0,1.0,0,johnsed01,1968-1969,1969
Joe Junkin,22,BOS,1,,0.0,0.0,0.0,0,4.0,4.0,1.0,0.0,0,0.1,9,,,,,,0,0.0,0.0,0,junkijo01,1968-1969,1969
Cesare Maniago,30,MNS,64,,18.0,34.0,10.0,198,2080.0,1882.0,0.905,3.29,1,8.0,3608,,,,104.0,-7.17,0,0.0,0.0,12,maniace01,1968-1969,1969
Jack Norris,26,CBH,3,,1.0,0.0,0.0,10,64.0,54.0,0.8440000000000001,6.0,0,-0.2,100,,,,,,0,0.0,0.0,0,norrija01,1968-1969,1969
Ted Ouimet,21,STL,1,,0.0,1.0,0.0,2,31.0,29.0,0.935,2.02,0,0.2,59,,,,,,0,0.0,0.0,0,ouimete01,1968-1969,1969
Bernie Parent,23,PHI,58,,17.0,23.0,16.0,151,2009.0,1858.0,0.925,2.7,1,10.6,3357,,,,82.0,33.32,0,0.0,0.0,8,parenbe01,1968-1969,1969
Jacques Plante,40,STL,37,,18.0,12.0,6.0,70,1173.0,1103.0,0.94,1.96,5,9.2,2138,,,,65.0,37.71,0,0.0,0.0,2,plantja01,1968-1969,1969
Fern Rivard,23,MNS,13,,0.0,6.0,4.0,48,341.0,293.0,0.8590000000000001,4.44,0,0.2,648,,,,153.0,-16.71,0,0.0,0.0,0,rivarfe01,1968-1969,1969
Wayne Rutledge,27,LAK,17,,5.0,11.0,1.0,57,487.0,430.0,0.883,3.71,0,1.4,921,,,,128.0,-12.32,0,0.0,0.0,2,rutlewa01,1968-1969,1969
Terry Sawchuk,39,DET,13,,4.0,5.0,3.0,28,318.0,290.0,0.912,2.63,0,2.1,640,,,,96.0,1.18,0,0.0,0.0,0,sawchte01,1968-1969,1969
Don Simmons,37,NYR,5,,1.0,2.0,1.0,8,101.0,93.0,0.9209999999999999,2.34,0,0.8,205,,,,,,0,0.0,0.0,0,simmodo01,1968-1969,1969
Al Smith,23,TOR,7,,1.0,2.0,1.0,16,173.0,157.0,0.9079999999999999,2.9,0,0.9,331,,,,,,0,0.0,0.0,7,smithal03,1968-1969,1969
Gary Smith,24,OAK,54,,22.0,21.0,7.0,148,1559.0,1411.0,0.905,2.96,4,8.2,3000,,,,103.0,-4.97,0,2.0,2.0,7,smithga01,1968-1969,1969
Rogie Vachon,23,MTL,36,,22.0,9.0,3.0,98,1001.0,903.0,0.902,2.87,2,5.9,2049,,,,107.0,-6.16,0,0.0,0.0,2,vachoro01,1968-1969,1969
Gilles Villemure,28,NYR,4,,2.0,1.0,1.0,9,115.0,106.0,0.922,2.25,0,0.9,240,,,,,,0,0.0,0.0,0,villegi01,1968-1969,1969
Ernie Wakely,28,MTL,1,,0.0,1.0,0.0,4,27.0,23.0,0.852,4.0,0,0.1,60,,,,,,0,0.0,0.0,0,wakeler01,1968-1969,1969
Gump Worsley,39,MTL,30,,19.0,5.0,4.0,64,802.0,738.0,0.92,2.26,5,6.6,1702,,,,87.0,9.58,0,0.0,0.0,0,worslgu01,1968-1969,1969
Chris Worthy,21,OAK,14,,4.0,7.0,2.0,54,450.0,396.0,0.88,4.18,0,0.6,775,,,,131.0,-12.71,0,0.0,0.0,2,worthch01,1968-1969,1969
Hank Bassen,35,PIT,25,,7.0,10.0,3.0,62,685.0,623.0,0.909,2.87,1,3.3,1295,,,,100.0,-0.03,0,0.0,0.0,8,basseha01,1967-1968,1968
Garry Bauman,27,MNS,26,,4.0,13.0,5.0,75,656.0,581.0,0.8859999999999999,3.48,0,1.9,1294,,,,126.0,-15.65,0,0.0,0.0,2,baumaga01,1967-1968,1968
Les Binkley,33,PIT,54,,20.0,24.0,10.0,150,1585.0,1435.0,0.905,2.87,6,8.0,3139,,,,105.0,-6.61,0,0.0,0.0,0,binklle01,1967-1968,1968
Johnny Bower,43,TOR,43,,13.0,17.0,8.0,84,1275.0,1191.0,0.934,2.26,4,8.0,2230,,,,73.0,31.35,0,1.0,1.0,14,bowerjo01,1967-1968,1968
Don Caley,22,STL,1,,0.0,0.0,0.0,3,22.0,19.0,0.8640000000000001,6.0,0,-0.1,30,,,,,,0,0.0,0.0,0,caleydo01,1967-1968,1968
Jacques Caron,27,LAK,1,,0.0,1.0,0.0,4,37.0,33.0,0.892,4.0,0,0.0,60,,,,,,0,0.0,0.0,0,caronja01,1967-1968,1968
Gerry Cheevers,27,BOS,47,,21.0,19.0,6.0,125,1337.0,1212.0,0.907,2.84,3,6.9,2644,,,,103.0,-4.05,0,2.0,2.0,8,cheevge01,1967-1968,1968
Roger Crozier,25,DET,34,,10.0,16.0,4.0,95,866.0,771.0,0.89,3.3,1,3.1,1728,,,,121.0,-16.66,0,0.0,0.0,2,croziro01,1967-1968,1968
Denis DeJordy,29,CBH,50,,21.0,14.0,14.0,128,1440.0,1312.0,0.9109999999999999,2.71,4,8.0,2837,,,,98.0,2.27,0,0.0,0.0,0,dejorde01,1967-1968,1968
Dave Dryden,26,CBH,27,,9.0,9.0,2.0,69,688.0,619.0,0.9,3.27,1,2.3,1266,,,,111.0,-6.76,0,0.0,0.0,0,drydeda01,1967-1968,1968
Roy Edwards,30,DET,41,,14.0,17.0,5.0,127,1091.0,964.0,0.884,3.5,0,3.2,2175,,,,129.0,-28.3,0,0.0,0.0,0,edwarro01,1967-1968,1968
Doug Favell,22,PHI,37,,16.0,15.0,6.0,83,1204.0,1121.0,0.9309999999999999,2.27,4,7.8,2191,,,,76.0,25.92,0,0.0,0.0,37,faveldo01,1967-1968,1968
Bruce Gamble,29,TOR,41,,20.0,14.0,2.0,85,1294.0,1209.0,0.934,2.32,5,7.6,2194,,,,73.0,32.06,0,0.0,0.0,2,gamblbr01,1967-1968,1968
George Gardner,25,DET,12,,3.0,2.0,3.0,32,285.0,253.0,0.888,3.6,0,0.7,534,,,,,,0,0.0,0.0,0,gardnge01,1967-1968,1968
Ed Giacomin,28,NYR,66,,36.0,20.0,10.0,160,1877.0,1717.0,0.915,2.44,8,12.9,3933,,,,94.0,9.81,0,0.0,0.0,4,giacoed01,1967-1968,1968
Andre Gill,26,BOS,5,,3.0,1.0,0.0,13,134.0,121.0,0.903,2.89,1,0.7,270,,,,,,0,0.0,0.0,0,gillan01,1967-1968,1968
Glenn Hall,36,STL,49,,18.0,21.0,9.0,118,1340.0,1222.0,0.912,2.48,5,9.1,2852,,,,97.0,3.23,0,0.0,0.0,0,hallgl01,1967-1968,1968
Charlie Hodge,34,OAK,58,,13.0,31.0,13.0,158,1668.0,1510.0,0.905,2.87,3,8.4,3308,,,,105.0,-7.1,0,0.0,0.0,4,hodgech01,1967-1968,1968
Eddie Johnston,32,BOS,28,,13.0,7.0,4.0,73,706.0,633.0,0.897,2.88,0,3.8,1520,,,,114.0,-9.13,0,0.0,0.0,0,johnsed01,1967-1968,1968
Cesare Maniago,29,MNS,52,,22.0,16.0,9.0,133,1504.0,1371.0,0.912,2.77,6,7.8,2877,,,,98.0,3.06,0,0.0,0.0,12,maniace01,1967-1968,1968
Seth Martin,34,STL,30,,9.0,10.0,7.0,67,780.0,713.0,0.914,2.6,1,4.7,1549,,,,95.0,3.56,0,1.0,1.0,0,martise01,1967-1968,1968
Jack Norris,25,CBH,7,,2.0,3.0,0.0,22,168.0,146.0,0.8690000000000001,3.95,1,0.2,334,,,,,,0,0.0,0.0,0,norrija01,1967-1968,1968
Bernie Parent,22,PHI,38,,15.0,17.0,5.0,93,1249.0,1156.0,0.9259999999999999,2.49,4,7.2,2244,,,,82.0,19.99,0,1.0,1.0,23,parenbe01,1967-1968,1968
Wayne Rutledge,26,LAK,45,,21.0,15.0,5.0,117,1134.0,1017.0,0.897,2.88,2,6.2,2441,,,,114.0,-14.41,0,0.0,0.0,4,rutlewa01,1967-1968,1968
Terry Sawchuk,38,LAK,36,,10.0,17.0,5.0,99,912.0,813.0,0.8909999999999999,3.07,2,4.2,1934,,,,120.0,-16.49,0,0.0,0.0,0,sawchte01,1967-1968,1968
Don Simmons,36,NYR,5,,2.0,1.0,2.0,13,127.0,114.0,0.898,2.61,0,0.9,299,,,,,,0,0.0,0.0,0,simmodo01,1967-1968,1968
Gary Smith,23,OAK,21,,2.0,11.0,4.0,60,642.0,582.0,0.907,3.19,1,2.3,1130,,,,103.0,-1.92,0,1.0,1.0,4,smithga01,1967-1968,1968
Rogie Vachon,22,MTL,39,,21.0,15.0,2.0,92,1059.0,967.0,0.9129999999999999,2.48,4,7.1,2226,,,,96.0,3.8,0,0.0,0.0,2,vachoro01,1967-1968,1968
Gilles Villemure,27,NYR,4,,1.0,2.0,0.0,8,121.0,113.0,0.934,2.4,1,0.7,200,,,,,,0,0.0,0.0,0,villegi01,1967-1968,1968
Carl Wetzel,29,MNS,5,,1.0,3.0,1.0,18,137.0,119.0,0.8690000000000001,4.02,0,0.2,269,,,,,,0,0.0,0.0,0,wetzeca01,1967-1968,1968
