Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Mitch Marner,23,TOR,RW,11,6,11,17,3,8,1.9,6,0,0,2,5,6,0,26,23.1,254,6,4,2,0,100.0,marnemi01,2020-2021,2021
Pat Maroon,32,TBL,LW,9,1,0,1,1,17,0.0,1,0,0,0,0,0,0,8,12.5,100,3,12,2,4,33.3,maroopa01,2020-2021,2021
Matt Martin,31,NYI,LW,9,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,11,0.0,95,5,29,0,4,0.0,martima02,2020-2021,2021
Alec Martinez,33,VEG,D,8,0,5,5,7,4,1.1,0,0,0,0,5,0,0,9,0.0,183,29,10,0,0,,martial01,2020-2021,2021
Jordan Martinook,28,CAR,LW,5,0,1,1,-4,0,-0.1,0,0,0,0,1,0,0,4,0.0,57,0,8,18,15,54.5,martijo01,2020-2021,2021
Mike Matheson,26,PIT,D,2,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,2,0.0,32,2,0,0,0,,mathemi01,2020-2021,2021
Auston Matthews,23,TOR,C,10,8,4,12,1,0,1.6,5,3,0,3,4,0,0,46,17.4,218,9,15,99,82,54.7,matthau01,2020-2021,2021
Scott Mayfield,28,NYI,D,9,1,0,1,-4,2,0.3,1,0,0,0,0,0,0,15,6.7,169,12,10,0,0,,mayfisc01,2020-2021,2021
Gerald Mayhew,28,MIN,F,2,0,1,1,1,0,0.1,0,0,0,0,0,1,0,3,0.0,27,2,3,0,1,0.0,mayhege01,2020-2021,2021
Charlie McAvoy,23,BOS,D,11,1,9,10,4,10,2.0,1,0,0,0,5,3,1,19,5.3,268,18,13,0,0,,mcavoch01,2020-2021,2021
Jake McCabe,27,BUF,D,10,1,2,3,2,9,1.0,1,0,0,0,2,0,0,12,8.3,193,13,15,0,0,,mccabja01,2020-2021,2021
Jared McCann,24,PIT,C,10,2,3,5,2,2,0.6,1,1,0,0,3,0,0,17,11.8,127,3,9,7,12,36.8,mccanja01,2020-2021,2021
Max McCormick,28,CAR,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,9,0,5,0,0,,mccorma01,2020-2021,2021
Connor McDavid,24,EDM,C,12,8,16,24,1,8,2.8,5,3,0,3,9,7,0,44,18.2,264,5,13,82,76,51.9,mcdavco01,2020-2021,2021
Ryan McDonagh,31,TBL,D,9,1,3,4,3,4,0.9,1,0,0,0,3,0,0,19,5.3,204,14,14,0,0,,mcdonry01,2020-2021,2021
Brock McGinn,26,CAR,LW,8,2,0,2,1,4,0.3,1,0,1,0,0,0,0,14,14.3,121,1,11,0,4,0.0,mcginbr01,2020-2021,2021
Michael McLeod,22,NJD,C,9,3,1,4,4,2,0.6,3,0,0,1,1,0,0,10,30.0,119,1,17,41,53,43.6,mcleomi01,2020-2021,2021
Connor McMichael,20,WSH,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,10,0,0,1,0,100.0,mcmicco01,2020-2021,2021
Brayden McNabb,30,VEG,D,7,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,5,0.0,136,14,18,0,0,,mcnabbr01,2020-2021,2021
Timo Meier,24,SJS,RW,9,1,4,5,-4,0,0.3,1,0,0,0,1,3,0,26,3.8,134,2,13,2,1,66.7,meierti01,2020-2021,2021
Nicolas Meloche,23,SJS,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,6,0,0,0,0,,melocni01,2020-2021,2021
Nicholas Merkley,23,NJD,RW,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,30,0,4,1,0,100.0,merklni01,2020-2021,2021
Jonathon Merrill,28,DET,D,6,0,2,2,2,2,0.6,0,0,0,0,2,0,0,3,0.0,121,10,5,0,0,,merrijo01,2020-2021,2021
Victor Mete,22,MTL,D,2,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,0,,32,4,1,0,0,,metevi01,2020-2021,2021
Jacob Middleton,25,SJS,D,1,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,9,1,2,0,0,,middlja01,2020-2021,2021
Ilya Mikheyev,26,TOR,F,11,0,2,2,-1,2,-0.1,0,0,0,0,2,0,0,18,0.0,167,6,8,1,0,100.0,mikheil01,2020-2021,2021
Niko Mikkola,24,STL,D,7,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,7,0.0,92,10,5,0,0,,mikkoni01,2020-2021,2021
Sonny Milano,24,ANA,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,29,0,3,0,0,,milanso01,2020-2021,2021
Colin Miller,28,BUF,D,10,1,2,3,-7,4,0.2,0,1,0,0,1,1,0,13,7.7,172,7,18,0,0,,milleco02,2020-2021,2021
J.T. Miller,27,VAN,C,11,3,10,13,-5,8,1.1,2,1,0,1,4,6,0,19,15.8,212,4,32,32,30,51.6,millejt01,2020-2021,2021
K'Andre Miller,21,NYR,D,10,1,3,4,7,4,1.3,1,0,0,0,2,0,1,11,9.1,189,11,14,0,0,,milleka01,2020-2021,2021
Kevan Miller,33,BOS,D,11,0,1,1,-2,9,0.4,0,0,0,0,1,0,0,11,0.0,204,8,23,0,0,,milleke03,2020-2021,2021
Ian Mitchell,22,CHI,D,12,0,1,1,-4,2,0.0,0,0,0,0,1,0,0,10,0.0,168,13,5,0,0,,mitchia01,2020-2021,2021
Casey Mittelstadt,22,BUF,C,2,0,1,1,-1,0,0.0,0,0,0,0,0,1,0,0,,21,1,0,2,1,66.7,mitteca01,2020-2021,2021
Sean Monahan,26,CGY,C,10,2,6,8,0,2,0.8,1,1,0,1,4,2,0,23,8.7,189,4,4,73,76,49.0,monahse01,2020-2021,2021
Brandon Montour,26,BUF,D,10,0,2,2,-6,8,0.2,0,0,0,0,2,0,0,17,0.0,210,12,8,0,0,,montobr01,2020-2021,2021
Trevor Moore,25,LAK,LW,10,0,3,3,-3,4,0.0,0,0,0,0,3,0,0,13,0.0,121,2,6,2,2,50.0,mooretr01,2020-2021,2021
Samuel Morin,25,PHI,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,6,1,3,0,0,,morinsa01,2020-2021,2021
Josh Morrissey,25,WPG,D,11,0,4,4,-3,2,0.3,0,0,0,0,2,2,0,17,0.0,263,15,9,0,0,,morrijo04,2020-2021,2021
Tyler Motte,25,VAN,C,14,5,1,6,0,10,0.7,5,0,0,1,1,0,0,28,17.9,223,16,63,11,17,39.3,mottety01,2020-2021,2021
Connor Murphy,27,CHI,D,12,2,3,5,-1,0,1.0,2,0,0,1,2,0,1,21,9.5,275,28,22,0,0,,murphco02,2020-2021,2021
Ryan Murray,27,NJD,D,9,0,2,2,2,0,0.4,0,0,0,0,2,0,0,5,0.0,193,13,4,0,0,,murrary01,2020-2021,2021
Jake Muzzin,31,TOR,D,11,1,5,6,5,6,1.2,1,0,0,0,4,1,0,21,4.8,243,17,17,0,0,,muzzija01,2020-2021,2021
Philippe Myers,24,PHI,D,7,0,2,2,4,4,0.6,0,0,0,0,2,0,0,9,0.0,133,6,12,0,0,,myersph01,2020-2021,2021
Tyler Myers,30,VAN,D,14,1,5,6,0,29,0.8,0,0,1,0,5,0,0,24,4.2,310,26,15,0,0,,myersty01,2020-2021,2021
Vladislav Namestnikov,28,DET,C,12,2,1,3,-5,2,0.0,2,0,0,0,1,0,0,24,8.3,192,7,17,20,25,44.4,namesvl01,2020-2021,2021
Riley Nash,31,CBJ,C,11,0,1,1,1,0,-0.1,0,0,0,0,1,0,0,11,0.0,148,5,8,49,54,47.6,nashri02,2020-2021,2021
James Neal,33,EDM,LW,6,2,1,3,-2,0,0.3,1,1,0,0,1,0,0,17,11.8,75,0,8,1,2,33.3,nealja01,2020-2021,2021
Martin Necas,22,CAR,C,8,1,4,5,6,2,0.6,1,0,0,1,2,2,0,20,5.0,143,10,9,3,5,37.5,necasma01,2020-2021,2021
Brock Nelson,29,NYI,C,9,2,1,3,-5,6,0.1,0,2,0,1,1,0,0,15,13.3,160,6,4,53,54,49.5,nelsobr01,2020-2021,2021
Patrik Nemeth,28,DET,D,12,0,1,1,-6,4,0.1,0,0,0,0,1,0,0,15,0.0,242,14,19,0,0,,nemetpa01,2020-2021,2021
Nikita Nesterov,27,CGY,D,10,0,0,0,-1,4,0.2,0,0,0,0,0,0,0,5,0.0,158,3,9,0,0,,nesteni01,2020-2021,2021
Valeri Nichushkin,25,COL,RW,11,2,1,3,-1,0,0.3,1,0,1,2,1,0,0,10,20.0,143,7,20,0,0,,nichuva01,2020-2021,2021
Nino Niederreiter,28,CAR,RW,8,4,1,5,5,4,0.9,4,0,0,1,1,0,0,24,16.7,130,3,14,0,0,,niedeni01,2020-2021,2021
Frans Nielsen,36,DET,C,10,0,2,2,-1,0,0.0,0,0,0,0,2,0,0,10,0.0,122,4,6,4,4,50.0,nielsfr01,2020-2021,2021
Matthew Nieto,28,SJS,LW,9,3,1,4,-1,2,0.5,3,0,0,0,1,0,0,15,20.0,122,3,5,0,1,0.0,nietoma01,2020-2021,2021
Sami Niku,24,WPG,D,3,0,0,0,-2,6,-0.1,0,0,0,0,0,0,0,1,0.0,37,4,0,0,0,,nikusa01,2020-2021,2021
Stefan Noesen,27,SJS,RW,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,3,0.0,38,0,4,1,3,25.0,noesest01,2020-2021,2021
Joakim Nordstrom,28,CGY,C,8,0,0,0,-5,0,-0.3,0,0,0,0,0,0,0,5,0.0,87,3,14,0,4,0.0,nordsjo02,2020-2021,2021
Joshua Norris,21,OTT,C,11,2,4,6,-4,2,0.3,0,2,0,0,2,2,0,22,9.1,175,3,15,53,58,47.7,norrijo01,2020-2021,2021
Tomas Nosek,28,VEG,C,8,1,0,1,-1,2,0.0,1,0,0,0,0,0,0,11,9.1,100,5,10,38,39,49.4,nosekto01,2020-2021,2021
Ryan Nugent-Hopkins,27,EDM,C,12,5,5,10,-1,0,1.0,2,3,0,0,2,3,0,40,12.5,267,4,7,6,8,42.9,nugenry01,2020-2021,2021
Darnell Nurse,25,EDM,D,12,3,6,9,6,12,1.8,3,0,0,0,3,3,0,29,10.3,289,12,28,0,0,,nurseda01,2020-2021,2021
Markus Nutivaara,26,FLA,D,4,0,3,3,-1,2,0.3,0,0,0,0,3,0,0,1,0.0,61,2,2,0,0,,nutivma01,2020-2021,2021
Joakim Nygard,28,EDM,F,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0.0,35,0,1,0,0,,nygarjo01,2020-2021,2021
William Nylander,24,TOR,C,11,4,8,12,1,6,1.3,3,1,0,0,4,4,0,22,18.2,179,4,4,3,3,50.0,nylanwi01,2020-2021,2021
Drew O'Connor,22,PIT,F,4,0,1,1,1,0,0.1,0,0,0,0,1,0,0,4,0.0,45,0,3,1,0,100.0,oconndr01,2020-2021,2021
Logan O'Connor,24,COL,RW,3,2,0,2,2,2,0.4,2,0,0,0,0,0,0,6,33.3,27,1,1,0,0,,oconnlo01,2020-2021,2021
Ryan O'Reilly,29,STL,C,11,3,6,9,4,6,0.8,3,0,0,1,4,2,0,29,10.3,225,7,6,148,98,60.2,oreilry01,2020-2021,2021
Jordan Oesterle,28,ARI,D,10,1,3,4,1,4,0.9,0,1,0,0,3,0,0,8,12.5,197,24,17,0,0,,oestejo01,2020-2021,2021
Kyle Okposo,32,BUF,RW,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,60,1,4,0,5,0.0,okposky01,2020-2021,2021
Jamie Oleksiak,28,DAL,D,8,2,0,2,0,2,0.6,2,0,0,1,0,0,0,7,28.6,147,13,17,0,0,,oleksja01,2020-2021,2021
Mathieu Olivier,23,NSH,F,8,1,1,2,-1,6,0.1,0,1,0,0,1,0,0,10,10.0,87,6,19,3,0,100.0,olivima01,2020-2021,2021
Victor Olofsson,25,BUF,RW,10,4,6,10,-6,0,1.0,1,3,0,0,1,5,0,30,13.3,179,3,0,0,0,,olofsvi01,2020-2021,2021
Dmitry Orlov,29,WSH,D,6,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,3,0.0,113,7,7,0,0,,orlovdm01,2020-2021,2021
T.J. Oshie,34,WSH,C,11,2,5,7,-5,10,0.3,0,2,0,0,4,1,0,16,12.5,205,6,24,36,38,48.6,oshietj01,2020-2021,2021
Alex Ovechkin,35,WSH,LW,7,3,5,8,-1,2,0.8,3,0,0,1,2,3,0,28,10.7,141,5,20,0,1,0.0,ovechal01,2020-2021,2021
Max Pacioretty,32,VEG,LW,8,6,4,10,8,4,1.6,5,1,0,1,3,1,0,39,15.4,140,3,11,1,4,20.0,pacioma01,2020-2021,2021
Jean-Gabriel Pageau,28,NYI,C,9,1,3,4,0,2,0.3,1,0,0,1,1,2,0,7,14.3,152,12,14,77,59,56.6,pageaje01,2020-2021,2021
Ondrej Palat,29,TBL,LW,9,4,2,6,2,4,0.8,2,2,0,0,2,0,0,15,26.7,153,5,12,0,0,,palaton01,2020-2021,2021
Kyle Palmieri,29,NJD,RW,8,0,3,3,1,4,0.0,0,0,0,0,1,2,0,21,0.0,149,6,13,1,4,20.0,palmiky01,2020-2021,2021
Artemi Panarin,29,NYR,LW,10,5,10,15,2,0,1.8,3,2,0,0,6,4,0,30,16.7,216,0,5,0,1,0.0,panarar01,2020-2021,2021
Richard Panik,29,WSH,RW,11,1,2,3,-4,6,0.0,0,1,0,0,2,0,0,20,5.0,146,6,26,0,3,0.0,panikri01,2020-2021,2021
Cedric Paquette,27,OTT,C,9,1,0,1,-8,4,-0.3,1,0,0,0,0,0,0,4,25.0,92,8,27,12,16,42.9,paquece01,2020-2021,2021
Colton Parayko,27,STL,D,11,1,6,7,2,10,0.8,1,0,0,0,6,0,0,23,4.3,253,23,18,0,0,,parayco01,2020-2021,2021
Zach Parise,36,MIN,LW,11,2,3,5,-3,4,0.3,2,0,0,1,1,2,0,31,6.5,198,7,2,26,34,43.3,parisza01,2020-2021,2021
David Pastrnak,24,BOS,RW,4,5,3,8,3,0,1.3,3,2,0,0,2,1,0,22,22.7,79,2,2,0,1,0.0,pastrda01,2020-2021,2021
Greg Pateryn,30,MIN,D,3,0,2,2,1,0,0.3,0,0,0,0,2,0,0,1,0.0,38,1,3,0,0,,patergr01,2020-2021,2021
Greg Pateryn,30,COL,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,46,7,3,0,0,,patergr01,2020-2021,2021
Nolan Patrick,22,PHI,C,12,2,3,5,-2,8,0.2,1,1,0,0,3,0,0,11,18.2,180,5,9,74,67,52.5,patrino01,2020-2021,2021
Nick Paul,25,OTT,LW,11,2,3,5,3,4,0.5,2,0,0,0,3,0,0,22,9.1,167,4,14,29,20,59.2,paulni01,2020-2021,2021
Joe Pavelski,36,DAL,C,8,7,8,15,7,6,2.2,2,5,0,2,4,4,0,23,30.4,160,5,11,69,66,51.1,paveljo01,2020-2021,2021
Tanner Pearson,28,VAN,LW,14,4,4,8,0,18,0.8,4,0,0,0,4,0,0,31,12.9,215,3,21,2,1,66.7,pearsta01,2020-2021,2021
Adam Pelech,26,NYI,D,9,0,2,2,0,4,0.6,0,0,0,0,2,0,0,18,0.0,184,21,4,0,0,,pelecad01,2020-2021,2021
Mathieu Perreault,33,WPG,C,11,1,4,5,5,2,0.5,1,0,0,0,4,0,0,10,10.0,132,3,9,2,4,33.3,perrema01,2020-2021,2021
David Perron,32,STL,LW,11,4,7,11,2,8,1.1,3,1,0,1,5,2,0,32,12.5,193,3,11,0,2,0.0,perroda01,2020-2021,2021
Corey Perry,35,MTL,RW,6,1,2,3,2,9,0.3,1,0,0,0,1,1,0,10,10.0,82,4,6,0,1,0.0,perryco01,2020-2021,2021
Brett Pesce,26,CAR,D,8,0,3,3,-1,2,0.5,0,0,0,0,3,0,0,15,0.0,174,9,0,0,0,,pescebr01,2020-2021,2021
Nic Petan,25,TOR,C,1,0,1,1,1,2,0.1,0,0,0,0,1,0,0,3,0.0,12,0,1,0,0,,petanni01,2020-2021,2021
Jeff Petry,33,MTL,D,11,5,8,13,13,2,2.8,4,1,0,1,3,4,1,28,17.9,241,14,17,0,0,,petryje01,2020-2021,2021
Elias Pettersson,22,VAN,C,14,4,5,9,-2,4,0.8,2,2,0,1,5,0,0,34,11.8,257,3,7,29,36,44.6,petteel01,2020-2021,2021
Marcus Pettersson,24,PIT,D,4,1,0,1,-2,0,0.1,1,0,0,0,0,0,0,3,33.3,69,5,10,0,0,,pettema01,2020-2021,2021
Alex Pietrangelo,31,VEG,D,7,1,3,4,2,0,0.7,1,0,0,0,2,1,0,20,5.0,179,18,7,0,0,,pietral01,2020-2021,2021
Brian Pinho,25,WSH,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,16,1,1,8,6,57.1,pinhobr01,2020-2021,2021
Neal Pionk,25,WPG,D,11,0,8,8,3,2,1.2,0,0,0,0,7,1,0,17,0.0,252,11,24,0,0,,pionkne01,2020-2021,2021
Brandon Pirri,29,CHI,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,11,0,0,0,1,0.0,pirribr01,2020-2021,2021
Tyler Pitlick,29,ARI,C,10,2,2,4,3,8,0.5,1,0,1,0,2,0,0,14,14.3,159,11,17,3,2,60.0,pitlity01,2020-2021,2021
Brayden Point,24,TBL,C,9,4,6,10,5,2,1.2,4,0,0,2,3,3,0,28,14.3,164,4,2,35,41,46.1,pointbr01,2020-2021,2021
Tucker Poolman,27,WPG,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,19,2,0,0,0,,poolmtu01,2020-2021,2021
Nate Prosser,34,PHI,D,1,1,0,1,1,0,0.3,1,0,0,0,0,0,0,1,100.0,13,3,1,0,0,,prossna01,2020-2021,2021
Ivan Provorov,24,PHI,D,12,2,4,6,3,4,1.1,2,0,0,1,1,3,0,18,11.1,314,25,20,0,0,,provoiv01,2020-2021,2021
Jesse Puljujarvi,22,EDM,RW,12,2,2,4,-5,4,0.1,2,0,0,0,1,1,0,30,6.7,165,2,18,0,1,0.0,puljuje01,2020-2021,2021
Ryan Pulock,26,NYI,D,9,0,2,2,1,2,0.7,0,0,0,0,2,0,0,18,0.0,204,17,11,0,0,,pulocry01,2020-2021,2021
Mark Pysyk,29,DAL,D,8,0,0,0,1,8,0.2,0,0,0,0,0,0,0,5,0.0,98,3,9,0,0,,pysykma01,2020-2021,2021
Alexander Radulov,34,DAL,RW,8,3,8,11,8,6,1.5,2,1,0,0,3,5,0,13,23.1,143,3,4,1,1,50.0,radulal01,2020-2021,2021
Brogan Rafferty,25,VAN,D,1,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,1,0.0,14,1,1,0,0,,raffebr01,2020-2021,2021
Michael Raffl,32,PHI,LW,12,2,1,3,-2,6,0.1,2,0,0,2,1,0,0,12,16.7,159,10,19,5,7,41.7,rafflmi01,2020-2021,2021
Rickard Rakell,27,ANA,RW,12,1,3,4,-6,2,0.0,1,0,0,1,3,0,0,37,2.7,216,5,15,0,4,0.0,rakelri01,2020-2021,2021
Mikko Rantanen,24,COL,RW,11,7,3,10,4,0,1.6,4,3,0,1,2,1,0,40,17.5,221,3,3,6,4,60.0,rantami01,2020-2021,2021
Victor Rask,27,MIN,C,11,3,0,3,0,0,0.4,3,0,0,0,0,0,0,7,42.9,116,3,5,24,42,36.4,raskvi01,2020-2021,2021
Michael Rasmussen,21,DET,C,8,0,2,2,-2,6,0.0,0,0,0,0,2,0,0,8,0.0,98,3,13,10,12,45.5,rasmumi01,2020-2021,2021
Kyle Rau,28,MIN,C,2,0,0,0,0,5,0.0,0,0,0,0,0,0,0,5,0.0,16,0,3,0,0,,rauky01,2020-2021,2021
Ryan Reaves,34,VEG,RW,8,0,1,1,-1,0,-0.1,0,0,0,0,1,0,0,2,0.0,80,7,35,1,6,14.3,reavery01,2020-2021,2021
Mike Reilly,27,OTT,D,10,0,4,4,-11,4,-0.2,0,0,0,0,2,2,0,19,0.0,175,8,5,0,0,,reillmi01,2020-2021,2021
Sam Reinhart,25,BUF,C,8,3,3,6,-7,0,0.4,1,2,0,1,2,1,0,19,15.8,165,2,2,3,3,50.0,reinhsa01,2020-2021,2021
Sheldon Rempal,25,CAR,RW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,25,3,0,0,1,0.0,rempash01,2020-2021,2021
Brad Richardson,35,NSH,C,8,1,1,2,2,2,0.2,1,0,0,1,1,0,0,5,20.0,93,4,7,47,38,55.3,richabr02,2020-2021,2021
Tobias Rieder,28,BUF,C,10,3,0,3,-1,0,0.4,3,0,0,0,0,0,0,16,18.8,134,8,9,0,2,0.0,riedeto01,2020-2021,2021
Morgan Rielly,26,TOR,D,11,1,8,9,-2,4,1.0,1,0,0,1,4,4,0,22,4.5,261,7,13,0,0,,riellmo01,2020-2021,2021
Juuso Riikola,27,PIT,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,23,1,5,0,0,,riikoju01,2020-2021,2021
Rasmus Ristolainen,26,BUF,D,10,2,4,6,2,6,1.5,1,1,0,0,1,3,0,20,10.0,236,13,35,0,0,,ristora01,2020-2021,2021
Nick Ritchie,25,BOS,LW,11,4,5,9,-3,4,0.9,0,4,0,0,2,3,0,25,16.0,173,3,17,0,2,0.0,ritchni01,2020-2021,2021
Jason Robertson,21,DAL,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,31,1,1,0,0,,roberja01,2020-2021,2021
Nicholas Robertson,19,TOR,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,2,0,0,0,0,,roberni01,2020-2021,2021
Eric Robinson,25,CBJ,LW,12,2,4,6,2,0,0.7,2,0,0,1,4,0,0,19,10.5,133,2,18,0,0,,robiner01,2020-2021,2021
Evan Rodrigues,27,PIT,C,6,1,0,1,-4,0,-0.1,1,0,0,0,0,0,0,12,8.3,95,2,3,6,4,60.0,rodriev01,2020-2021,2021
Alexander Romanov,21,MTL,D,10,1,1,2,3,6,0.4,1,0,0,0,0,1,0,22,4.5,189,13,24,0,0,,romanal01,2020-2021,2021
Kevin Rooney,27,NYR,C,8,2,1,3,4,7,0.5,1,0,1,0,1,0,0,9,22.2,76,5,10,15,28,34.9,rooneke01,2020-2021,2021
Jack Roslovic,24,CBJ,C,5,1,3,4,2,0,0.5,1,0,0,0,2,1,0,5,20.0,75,1,3,20,27,42.6,rosloja01,2020-2021,2021
Antoine Roussel,31,VAN,LW,13,1,2,3,4,27,0.3,1,0,0,0,1,0,1,8,12.5,154,6,26,0,1,0.0,roussan01,2020-2021,2021
Carter Rowney,31,ANA,RW,12,0,6,6,1,0,0.4,0,0,0,0,6,0,0,6,0.0,180,15,30,4,4,50.0,rowneca01,2020-2021,2021
Matt Roy,25,LAK,D,8,0,3,3,2,2,0.7,0,0,0,0,3,0,0,14,0.0,149,4,15,0,0,,royma04,2020-2021,2021
Nicolas Roy,23,VEG,C,8,0,1,1,2,4,0.0,0,0,0,0,1,0,0,7,0.0,108,6,7,28,21,57.1,royni01,2020-2021,2021
Chad Ruhwedel,30,PIT,D,9,0,1,1,1,12,0.3,0,0,0,0,1,0,0,9,0.0,137,7,22,0,0,,ruhwech01,2020-2021,2021
Kris Russell,33,EDM,D,7,0,1,1,-2,2,0.0,0,0,0,0,1,0,0,7,0.0,124,10,6,0,0,,russekr01,2020-2021,2021
Patrick Russell,28,EDM,RW,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0.0,9,0,1,0,0,,russepa01,2020-2021,2021
Bryan Rust,28,PIT,RW,10,2,5,7,-2,0,0.5,2,0,0,0,3,2,0,31,6.5,196,5,10,2,1,66.7,rustbr01,2020-2021,2021
Jan Rutta,30,TBL,D,9,0,2,2,2,8,0.5,0,0,0,0,2,0,0,13,0.0,137,7,10,0,0,,ruttaja02,2020-2021,2021
Bobby Ryan,33,DET,LW,11,4,2,6,-5,17,0.6,4,0,0,0,1,1,0,22,18.2,181,6,8,2,5,28.6,ryanbo01,2020-2021,2021
Derek Ryan,34,CGY,C,10,0,1,1,1,4,0.0,0,0,0,0,1,0,0,3,0.0,100,6,1,34,24,58.6,ryande01,2020-2021,2021
Brandon Saad,28,COL,LW,11,5,3,8,-5,6,0.9,5,0,0,0,2,1,0,15,33.3,159,0,4,5,10,33.3,saadbr01,2020-2021,2021
Zach Sanford,26,STL,LW,11,1,1,2,-1,2,-0.2,1,0,0,1,1,0,0,19,5.3,171,11,13,1,1,50.0,sanfoza01,2020-2021,2021
Travis Sanheim,24,PHI,D,12,1,4,5,3,4,0.9,1,0,0,0,4,0,0,11,9.1,263,12,15,0,0,,sanhetr01,2020-2021,2021
David Savard,30,CBJ,D,12,0,2,2,-3,4,0.2,0,0,0,0,1,0,1,12,0.0,238,23,24,0,0,,savarda01,2020-2021,2021
Luca Sbisa,31,NSH,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,2,3,0,0,,sbisalu01,2020-2021,2021
Marco Scandella,30,STL,D,9,0,0,0,4,10,0.2,0,0,0,0,0,0,0,7,0.0,170,6,9,0,0,,scandma01,2020-2021,2021
Colton Sceviour,31,PIT,C,8,2,0,2,-2,0,0.2,2,0,0,0,0,0,0,8,25.0,74,4,11,5,2,71.4,scevico01,2020-2021,2021
Mark Scheifele,27,WPG,C,11,5,9,14,-1,4,1.3,5,0,0,1,5,4,0,29,17.2,247,8,2,65,63,50.8,scheima01,2020-2021,2021
Brayden Schenn,29,STL,C,11,6,5,11,8,4,1.5,5,1,0,0,5,0,0,29,20.7,204,3,13,54,52,50.9,schenbr01,2020-2021,2021
Luke Schenn,31,TBL,D,7,0,1,1,-2,7,0.0,0,0,0,0,1,0,0,6,0.0,73,8,19,0,0,,schenlu01,2020-2021,2021
Nick Schmaltz,24,ARI,C,10,5,4,9,2,0,1.3,4,1,0,1,2,2,0,26,19.2,160,5,2,45,48,48.4,schmani01,2020-2021,2021
Nate Schmidt,29,VAN,D,14,1,2,3,3,0,0.7,1,0,0,0,2,0,0,22,4.5,299,22,6,0,0,,schmina01,2020-2021,2021
Justin Schultz,30,WSH,D,8,2,4,6,9,0,1.5,2,0,0,1,1,3,0,14,14.3,150,8,3,0,0,,schulju01,2020-2021,2021
Jaden Schwartz,28,STL,C,11,2,7,9,12,6,1.1,2,0,0,0,6,1,0,19,10.5,204,3,11,2,2,50.0,schwaja01,2020-2021,2021
Andrej Sekera,34,DAL,D,5,0,0,0,0,2,0.1,0,0,0,0,0,0,0,2,0.0,89,12,4,0,0,,sekeran01,2020-2021,2021
Mikhail Sergachev,22,TBL,D,9,0,5,5,7,8,1.2,0,0,0,0,4,1,0,14,0.0,196,10,13,0,0,,sergami01,2020-2021,2021
Damon Severson,26,NJD,D,9,1,3,4,2,8,0.7,1,0,0,0,3,0,0,23,4.3,214,13,10,0,0,,severda01,2020-2021,2021
Michael Sgarbossa,28,WSH,C,5,0,2,2,2,0,0.2,0,0,0,0,2,0,0,4,0.0,49,2,1,10,19,34.5,sgarbmi01,2020-2021,2021
Yegor Sharangovich,22,NJD,C,9,1,1,2,1,0,0.1,1,0,0,1,1,0,0,10,10.0,131,4,4,10,29,25.6,sharaye01,2020-2021,2021
Kevin Shattenkirk,32,ANA,D,12,0,1,1,-5,12,0.2,0,0,0,0,1,0,0,22,0.0,274,16,10,0,0,,shattke01,2020-2021,2021
Andrew Shaw,29,CHI,C,12,2,2,4,-4,6,0.2,0,2,0,0,0,2,0,23,8.7,181,4,20,23,22,51.1,shawan01,2020-2021,2021
