Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
William Carrier,26,VEG,LW,8,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,8,0.0,82,2,21,0,0,,carriwi01,2020-2021,2021
Jeff Carter,36,LAK,C,10,1,5,6,-5,4,0.3,1,0,0,0,4,1,0,28,3.6,168,8,10,14,23,37.8,carteje01,2020-2021,2021
Cody Ceci,27,PIT,D,7,1,2,3,1,6,0.6,1,0,0,0,2,0,0,7,14.3,138,11,13,0,0,,cecico01,2020-2021,2021
Erik Cernak,23,TBL,D,7,0,1,1,5,4,0.6,0,0,0,0,1,0,0,13,0.0,120,9,12,0,0,,cernaer01,2020-2021,2021
Thomas Chabot,24,OTT,D,10,3,4,7,-3,14,1.0,2,1,0,0,3,1,0,23,13.0,246,13,18,0,0,,chaboth01,2020-2021,2021
Michael Chaput,28,ARI,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,13,1,2,1,1,50.0,chapumi01,2020-2021,2021
Zdeno Chara,43,WSH,D,11,2,2,4,6,4,1.1,2,0,0,0,2,0,0,20,10.0,226,18,15,0,0,,charazd01,2020-2021,2021
Jalen Chatfield,24,VAN,D,8,0,0,0,-3,6,-0.2,0,0,0,0,0,0,0,6,0.0,115,5,7,0,0,,chatfja01,2020-2021,2021
Ben Chiarot,29,MTL,D,11,1,2,3,3,22,0.5,0,1,0,0,2,0,0,24,4.2,242,17,18,0,0,,chiarbe01,2020-2021,2021
Alex Chiasson,30,EDM,RW,7,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,6,0.0,85,0,4,0,2,0.0,chiasal01,2020-2021,2021
Filip Chlapik,23,OTT,C,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,7,0,1,0,0,,chlapfi01,2020-2021,2021
Sasha Chmelevski,21,SJS,C,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,0.0,6,0,0,2,4,33.3,chmelal01,2020-2021,2021
Jakob Chychrun,22,ARI,D,10,1,5,6,0,8,1.0,1,0,0,1,3,2,0,27,3.7,216,14,13,0,0,,chychja01,2020-2021,2021
Filip Chytil,21,NYR,C,5,2,1,3,3,0,0.5,2,0,0,0,1,0,0,12,16.7,65,1,3,16,27,37.2,chytifi01,2020-2021,2021
Anthony Cirelli,23,TBL,C,9,2,6,8,6,2,0.9,2,0,0,1,5,1,0,18,11.1,162,7,9,38,49,43.7,cirelan01,2020-2021,2021
Casey Cizikas,29,NYI,C,9,1,0,1,-3,2,-0.1,1,0,0,0,0,0,0,9,11.1,124,2,11,63,40,61.2,cizikca01,2020-2021,2021
Kale Clague,22,LAK,D,8,0,2,2,-5,4,0.0,0,0,0,0,2,0,0,14,0.0,141,8,5,0,0,,claguka01,2020-2021,2021
Kyle Clifford,30,STL,LW,10,2,0,2,0,7,0.2,2,0,0,0,0,0,0,6,33.3,83,4,16,0,0,,cliffky01,2020-2021,2021
Connor Clifton,25,BOS,D,6,0,0,0,0,7,0.2,0,0,0,0,0,0,0,7,0.0,103,8,21,0,0,,cliftco01,2020-2021,2021
Cal Clutterbuck,33,NYI,RW,9,0,2,2,-3,0,-0.1,0,0,0,0,2,0,0,9,0.0,125,2,32,0,0,,cluttca01,2020-2021,2021
Braydon Coburn,35,OTT,D,8,0,1,1,-5,4,-0.1,0,0,0,0,1,0,0,5,0.0,139,7,16,0,0,,coburbr01,2020-2021,2021
Dylan Coghlan,22,VEG,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,13,0,0,0,0,,coghldy01,2020-2021,2021
Andrew Cogliano,33,DAL,LW,8,2,1,3,2,2,0.4,2,0,0,0,1,0,0,14,14.3,108,2,14,0,1,0.0,coglian01,2020-2021,2021
Ian Cole,31,MIN,D,8,0,1,1,4,2,0.6,0,0,0,0,1,0,0,3,0.0,137,14,8,0,0,,coleia01,2020-2021,2021
Ian Cole,31,COL,D,2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0.0,29,2,4,0,0,,coleia01,2020-2021,2021
Blake Coleman,29,TBL,C,8,2,4,6,5,4,0.7,2,0,0,1,4,0,0,21,9.5,122,3,10,0,0,,colembl01,2020-2021,2021
Blake Comeau,34,DAL,RW,4,0,2,2,0,0,0.1,0,0,0,0,2,0,0,4,0.0,60,0,4,4,6,40.0,comeabl01,2020-2021,2021
J.T. Compher,25,COL,LW,11,1,1,2,-2,13,0.0,0,1,0,0,0,1,0,8,12.5,171,11,11,59,81,42.1,comphj,2020-2021,2021
Max Comtois,22,ANA,LW,12,5,1,6,0,4,1.0,5,0,0,0,0,1,0,22,22.7,165,5,24,2,3,40.0,comtoma01,2020-2021,2021
Brett Connolly,28,FLA,RW,5,0,0,0,2,0,0.0,0,0,0,0,0,0,0,2,0.0,60,2,3,0,0,,connobr01,2020-2021,2021
Kyle Connor,24,WPG,LW,11,7,5,12,-4,6,1.3,3,4,0,1,5,0,0,28,25.0,219,4,10,1,0,100.0,connoky01,2020-2021,2021
Andrew Copp,26,WPG,C,11,4,6,10,4,4,1.1,3,1,0,0,6,0,0,34,11.8,217,7,11,15,17,46.9,coppan01,2020-2021,2021
Nick Cousins,27,NSH,C,11,1,4,5,-1,12,0.3,1,0,0,0,2,2,0,13,7.7,160,1,7,4,3,57.1,cousini01,2020-2021,2021
Logan Couture,31,SJS,C,9,4,3,7,-1,2,0.9,3,1,0,0,2,1,0,25,16.0,180,5,5,70,71,49.6,coutulo01,2020-2021,2021
Sean Couturier,28,PHI,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,1,0.0,20,1,0,6,6,50.0,coutuse01,2020-2021,2021
Charlie Coyle,28,BOS,C,11,2,2,4,-3,4,0.2,2,0,0,0,2,0,0,17,11.8,185,3,8,46,53,46.5,coylech01,2020-2021,2021
Dylan Cozens,19,BUF,C,9,2,1,3,1,0,0.4,1,1,0,0,1,0,0,9,22.2,116,2,5,9,7,56.3,cozendy01,2020-2021,2021
Sidney Crosby,33,PIT,C,10,4,4,8,-5,6,0.7,2,2,0,2,2,2,0,25,16.0,204,7,6,122,93,56.7,crosbsi01,2020-2021,2021
Lawson Crouse,23,ARI,LW,8,0,1,1,-3,2,-0.2,0,0,0,0,0,1,0,9,0.0,111,6,32,3,4,42.9,crousla01,2020-2021,2021
Austin Czarnik,28,NYI,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,1,0,1,1,50.0,czarnau01,2020-2021,2021
Kevin Czuczman,30,PIT,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0.0,23,2,1,0,0,,czuczke01,2020-2021,2021
Evgenii Dadonov,31,OTT,RW,11,1,2,3,-6,0,-0.2,1,0,0,0,1,1,0,20,5.0,184,4,10,0,1,0.0,dadonev01,2020-2021,2021
Rasmus Dahlin,20,BUF,D,10,1,2,3,-9,4,0.1,0,1,0,0,0,2,0,32,3.1,198,6,9,0,0,,dahlira01,2020-2021,2021
Michael Dal Colle,24,NYI,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,1,2,0,0,,dalcomi01,2020-2021,2021
Phillip Danault,27,MTL,C,11,0,5,5,3,6,0.2,0,0,0,0,4,0,1,13,0.0,175,5,18,96,84,53.3,danauph01,2020-2021,2021
Calvin de Haan,29,CHI,D,12,1,1,2,-7,4,0.1,1,0,0,1,1,0,0,17,5.9,246,26,27,0,0,,dehaaca01,2020-2021,2021
Anthony DeAngelo,25,NYR,D,6,0,1,1,-6,4,-0.2,0,0,0,0,0,1,0,13,0.0,111,6,3,0,0,,deangan01,2020-2021,2021
Alex DeBrincat,23,CHI,RW,8,4,6,10,2,2,1.3,2,2,0,1,4,2,0,27,14.8,154,5,9,1,3,25.0,debrial01,2020-2021,2021
Jake Debrusk,24,BOS,LW,6,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,9,0.0,84,2,3,2,1,66.7,debruja01,2020-2021,2021
Danny DeKeyser,30,DET,D,10,1,0,1,-1,6,0.4,1,0,0,0,0,0,0,8,12.5,155,12,6,0,0,,dekeyda01,2020-2021,2021
Michael Del Zotto,30,CBJ,D,12,0,4,4,9,0,1.3,0,0,0,0,4,0,0,22,0.0,183,17,25,0,0,,delzomi01,2020-2021,2021
Ty Dellandrea,20,DAL,C,6,1,1,2,2,8,0.2,0,1,0,0,1,0,0,3,33.3,92,3,10,27,27,50.0,dellaty01,2020-2021,2021
Dylan DeMelo,27,WPG,D,7,0,2,2,-1,4,0.2,0,0,0,0,2,0,0,7,0.0,127,13,10,0,0,,demeldy01,2020-2021,2021
Jason Demers,32,ARI,D,10,0,1,1,-1,10,0.3,0,0,0,0,1,0,0,11,0.0,180,9,12,0,0,,demerja01,2020-2021,2021
Travis Dermott,24,TOR,D,9,0,0,0,2,4,0.2,0,0,0,0,0,0,0,7,0.0,92,8,3,0,0,,dermotr01,2020-2021,2021
Nicolas Deslauriers,29,ANA,LW,12,3,2,5,1,5,0.7,3,0,0,1,2,0,0,16,18.8,137,7,26,0,0,,deslani01,2020-2021,2021
Phillip Di Giuseppe,27,NYR,LW,9,0,5,5,3,2,0.5,0,0,0,0,5,0,0,19,0.0,104,6,21,0,1,0.0,digiuph01,2020-2021,2021
Jason Dickinson,25,DAL,C,8,2,2,4,-1,0,0.3,2,0,0,1,1,1,0,10,20.0,135,11,15,16,15,51.6,dickija01,2020-2021,2021
Brenden Dillon,30,WSH,D,11,1,4,5,4,16,0.9,1,0,0,0,4,0,0,6,16.7,210,13,22,0,0,,dillobr01,2020-2021,2021
Christian Djoos,26,DET,D,8,0,2,2,-3,0,0.2,0,0,0,0,2,0,0,15,0.0,132,7,3,0,0,,djoosch01,2020-2021,2021
Noah Dobson,21,NYI,D,9,1,4,5,-2,2,0.9,1,0,0,0,1,3,0,16,6.3,170,14,9,0,0,,dobsono01,2020-2021,2021
Max Domi,25,CBJ,LW,12,1,3,4,-5,6,0.0,0,1,0,0,3,0,0,23,4.3,189,2,5,64,67,48.9,domima01,2020-2021,2021
Ryan Donato,24,SJS,C,9,3,3,6,-5,4,0.6,2,1,0,0,2,1,0,19,15.8,135,4,5,10,12,45.5,donatry01,2020-2021,2021
Joonas Donskoi,28,COL,RW,11,5,3,8,4,0,1.3,3,2,0,1,2,1,0,12,41.7,145,2,4,3,6,33.3,donskjo01,2020-2021,2021
Drew Doughty,31,LAK,D,10,3,4,7,-5,4,1.1,1,2,0,0,2,2,0,20,15.0,272,18,14,0,0,,doughdr01,2020-2021,2021
Nic Dowd,30,WSH,C,11,2,2,4,3,12,0.4,2,0,0,0,2,0,0,9,22.2,166,6,18,70,78,47.3,dowdni01,2020-2021,2021
Justin Dowling,30,DAL,C,4,1,1,2,0,2,0.2,1,0,0,0,1,0,0,6,16.7,52,1,2,11,16,40.7,dowliju01,2020-2021,2021
Leon Draisaitl,25,EDM,C,12,7,15,22,12,4,2.9,2,4,1,3,10,5,0,34,20.6,262,5,10,131,98,57.2,draisle01,2020-2021,2021
Sheldon Dries,26,COL,C,1,0,0,0,1,2,0.0,0,0,0,0,0,0,0,1,0.0,8,0,4,0,1,0.0,driessh01,2020-2021,2021
Jonathan Drouin,25,MTL,LW,11,1,8,9,6,8,0.9,1,0,0,0,6,2,0,11,9.1,170,2,10,5,3,62.5,drouijo01,2020-2021,2021
Dillon Dube,22,CGY,C,7,1,2,3,0,4,0.3,0,1,0,0,2,0,0,12,8.3,91,1,6,3,1,75.0,dubedi01,2020-2021,2021
Pierre-Luc Dubois,22,CBJ,LW,5,1,0,1,-2,2,0.0,1,0,0,1,0,0,0,7,14.3,73,3,2,33,28,54.1,duboipi01,2020-2021,2021
Matt Duchene,30,NSH,C,11,2,3,5,-5,2,0.2,1,1,0,0,2,1,0,27,7.4,190,2,9,68,66,50.7,duchema01,2020-2021,2021
Anthony Duclair,25,FLA,LW,8,0,6,6,5,2,0.5,0,0,0,0,6,0,0,21,0.0,137,2,6,0,0,,duclaan01,2020-2021,2021
Mathew Dumba,26,MIN,D,9,3,1,4,-2,8,0.8,3,0,0,0,1,0,0,25,12.0,193,9,18,0,0,,dumbama01,2020-2021,2021
Brian Dumoulin,29,PIT,D,7,0,1,1,-1,2,0.2,0,0,0,0,1,0,0,9,0.0,156,8,13,0,0,,dumoubr01,2020-2021,2021
Vince Dunn,24,STL,D,10,3,2,5,-1,6,0.6,2,1,0,0,2,0,0,13,23.1,177,9,9,0,0,,dunnvi02,2020-2021,2021
Christian Dvorak,24,ARI,C,10,6,5,11,1,4,1.5,3,3,0,2,4,1,0,24,25.0,186,6,7,91,80,53.2,dvorach01,2020-2021,2021
Ryan Dzingel,28,CAR,C,8,2,0,2,-3,2,0.1,0,2,0,0,0,0,0,8,25.0,104,3,9,0,0,,dzingry01,2020-2021,2021
Cody Eakin,29,BUF,C,10,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,4,0.0,141,1,6,86,58,59.7,eakinco01,2020-2021,2021
Jordan Eberle,30,NYI,RW,9,3,2,5,-1,2,0.6,2,1,0,1,1,1,0,21,14.3,158,6,9,1,0,100.0,eberljo01,2020-2021,2021
Alexander Edler,34,VAN,D,13,0,4,4,0,14,0.5,0,0,0,0,4,0,0,22,0.0,257,19,19,0,0,,edleral01,2020-2021,2021
Joel Edmundson,27,MTL,D,11,1,2,3,13,7,1.3,1,0,0,0,2,0,0,12,8.3,200,18,24,0,0,,edmunjo01,2020-2021,2021
Nikolaj Ehlers,24,WPG,LW,11,6,6,12,9,0,1.7,5,1,0,2,5,1,0,39,15.4,188,2,4,0,0,,ehlerni01,2020-2021,2021
Jack Eichel,24,BUF,C,10,2,9,11,-6,2,0.8,1,1,0,1,3,6,0,39,5.1,214,8,5,116,97,54.5,eicheja01,2020-2021,2021
Aaron Ekblad,24,FLA,D,8,3,3,6,-1,6,1.0,1,2,0,0,1,2,0,20,15.0,204,7,8,0,0,,ekblaaa01,2020-2021,2021
Mattias Ekholm,30,NSH,D,11,0,3,3,0,0,0.5,0,0,0,0,3,0,0,24,0.0,239,15,1,0,0,,ekholma01,2020-2021,2021
Oliver Ekman-Larsson,29,ARI,D,2,0,3,3,1,2,0.4,0,0,0,0,2,1,0,4,0.0,39,1,3,0,0,,ekmanol01,2020-2021,2021
Lars Eller,31,WSH,C,7,1,1,2,-1,4,0.0,1,0,0,0,1,0,0,8,12.5,118,2,3,67,55,54.9,ellerla01,2020-2021,2021
Ryan Ellis,30,NSH,D,11,1,4,5,-1,0,0.7,0,1,0,0,3,1,0,29,3.4,273,24,5,0,0,,ellisry01,2020-2021,2021
Pierre Engvall,24,TOR,LW,4,0,1,1,0,4,0.0,0,0,0,0,1,0,0,7,0.0,38,0,4,4,4,50.0,engvapi01,2020-2021,2021
Tyler Ennis,31,EDM,C,5,0,1,1,-3,0,-0.1,0,0,0,0,1,0,0,4,0.0,48,1,5,0,0,,ennisty01,2020-2021,2021
Joel Eriksson Ek,24,MIN,C,11,5,4,9,8,2,1.5,5,0,0,1,3,1,0,31,16.1,189,4,17,67,89,42.9,eriksjo02,2020-2021,2021
Adam Erne,25,DET,LW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,43,0,10,0,0,,ernead01,2020-2021,2021
Jake Evans,24,MTL,C,11,2,0,2,1,14,0.1,1,0,1,0,0,0,0,15,13.3,140,3,20,66,68,49.3,evansja02,2020-2021,2021
Robby Fabbri,25,DET,C,4,1,0,1,-2,0,0.0,1,0,0,1,0,0,0,7,14.3,62,6,7,13,23,36.1,fabbrro01,2020-2021,2021
Dante Fabbro,22,NSH,D,11,0,2,2,0,11,0.4,0,0,0,0,2,0,0,21,0.0,204,16,6,0,0,,fabbrda01,2020-2021,2021
Radek Faksa,27,DAL,C,8,1,0,1,0,4,0.0,1,0,0,0,0,0,0,9,11.1,138,7,15,51,40,56.0,faksara01,2020-2021,2021
Joel Farabee,20,PHI,LW,12,6,3,9,3,6,1.2,6,0,0,1,1,2,0,25,24.0,170,6,9,1,3,25.0,farabjo01,2020-2021,2021
Jesper Fast,29,CAR,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,48,4,9,0,2,0.0,fastje01,2020-2021,2021
Justin Faulk,28,STL,D,11,3,1,4,10,7,1.3,3,0,0,0,1,0,0,28,10.7,260,12,39,0,0,,faulkju01,2020-2021,2021
Mario Ferraro,22,SJS,D,9,0,3,3,-1,2,0.5,0,0,0,0,2,1,0,14,0.0,201,16,22,0,0,,ferrama01,2020-2021,2021
Kevin Fiala,24,MIN,LW,8,3,0,3,-2,23,0.3,2,1,0,0,0,0,0,30,10.0,140,4,9,2,1,66.7,fialake01,2020-2021,2021
Valtteri Filppula,36,DET,C,11,1,0,1,-2,6,-0.1,1,0,0,0,0,0,0,6,16.7,168,3,3,42,53,44.2,filppva01,2020-2021,2021
Christian Fischer,23,ARI,RW,8,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,4,0.0,91,3,31,0,2,0.0,fischch01,2020-2021,2021
Haydn Fleury,24,CAR,D,8,0,0,0,-2,4,0.0,0,0,0,0,0,0,0,14,0.0,126,10,14,0,0,,fleurha01,2020-2021,2021
Warren Foegele,24,CAR,LW,5,1,1,2,-1,6,0.2,1,0,0,0,1,0,0,9,11.1,66,1,5,0,1,0.0,foegewa01,2020-2021,2021
Marcus Foligno,29,MIN,LW,9,1,2,3,4,9,0.4,1,0,0,0,2,0,0,9,11.1,132,3,25,2,3,40.0,foligma01,2020-2021,2021
Nick Foligno,33,CBJ,LW,12,3,2,5,-1,9,0.4,2,1,0,0,0,1,1,19,15.8,203,15,29,39,36,52.0,foligni01,2020-2021,2021
Callan Foote,22,TBL,D,7,1,0,1,7,0,0.8,1,0,0,0,0,0,0,5,20.0,75,3,5,0,0,,footeca01,2020-2021,2021
Derek Forbort,28,WPG,D,11,1,4,5,5,10,1.1,1,0,0,0,4,0,0,17,5.9,232,20,20,0,0,,forbode01,2020-2021,2021
Filip Forsberg,26,NSH,C,11,6,5,11,4,6,1.5,4,2,0,2,4,1,0,43,14.0,214,5,16,1,0,100.0,forsbfi01,2020-2021,2021
Gustav Forsling,24,FLA,D,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,3,0.0,46,3,2,0,0,,forslgu02,2020-2021,2021
Liam Foudy,20,CBJ,C,11,0,3,3,3,2,0.2,0,0,0,0,3,0,0,25,0.0,153,2,4,2,4,33.3,foudyli01,2020-2021,2021
Cam Fowler,29,ANA,D,12,1,2,3,-2,2,0.7,1,0,0,0,1,1,0,19,5.3,260,14,4,0,0,,fowleca01,2020-2021,2021
Adam Fox,22,NYR,D,10,1,6,7,3,4,1.3,0,1,0,0,2,4,0,22,4.5,245,24,4,0,0,,foxad01,2020-2021,2021
Trent Frederic,22,BOS,C,11,0,1,1,0,5,-0.1,0,0,0,0,1,0,0,11,0.0,128,3,14,4,5,44.4,fredetr01,2020-2021,2021
Mark Friedman,25,PHI,D,3,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,1,0.0,34,0,3,0,0,,friedma01,2020-2021,2021
Martin Frk,27,LAK,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,0,1,0,0,,frkma01,2020-2021,2021
Morgan Frost,21,PHI,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,0,0,10,10,50.0,frostmo01,2020-2021,2021
Sam Gagner,31,DET,C,6,0,0,0,0,7,-0.1,0,0,0,0,0,0,0,6,0.0,80,1,0,5,11,31.3,gagnesa01,2020-2021,2021
Alex Galchenyuk,26,OTT,C,4,1,0,1,-4,4,0.0,0,1,0,0,0,0,0,9,11.1,42,0,5,0,0,,galchal01,2020-2021,2021
Brendan Gallagher,28,MTL,RW,11,5,2,7,1,2,0.9,4,1,0,1,2,0,0,44,11.4,166,6,10,9,5,64.3,gallabr01,2020-2021,2021
Dylan Gambrell,24,SJS,C,6,0,1,1,-1,4,-0.1,0,0,0,0,1,0,0,6,0.0,93,6,5,40,34,54.1,gambrdy01,2020-2021,2021
Jake Gardiner,30,CAR,D,8,0,3,3,2,0,0.7,0,0,0,0,1,2,0,10,0.0,132,5,6,0,0,,gardija01,2020-2021,2021
Rhett Gardner,24,DAL,C,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,15,0,1,4,7,36.4,gardnrh01,2020-2021,2021
Conor Garland,24,ARI,RW,10,4,6,10,6,8,1.4,3,1,0,0,5,1,0,42,9.5,172,3,2,0,1,0.0,garlaco01,2020-2021,2021
Adam Gaudette,24,VAN,C,11,2,0,2,-7,8,-0.1,2,0,0,0,0,0,0,18,11.1,103,6,5,20,24,45.5,gaudead01,2020-2021,2021
Johnny Gaudreau,27,CGY,LW,10,6,5,11,1,0,1.5,3,3,0,1,2,3,0,23,26.1,195,0,3,0,0,,gaudrjo01,2020-2021,2021
Julien Gauthier,23,NYR,RW,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,5,0.0,42,2,8,0,1,0.0,gauthju01,2020-2021,2021
Vladislav Gavrikov,25,CBJ,D,12,1,1,2,0,2,0.6,1,0,0,1,1,0,0,12,8.3,230,14,13,0,0,,gavrivl01,2020-2021,2021
Morgan Geekie,22,CAR,C,6,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,0.0,63,1,7,24,23,51.1,geekimo01,2020-2021,2021
Nathan Gerbe,33,CBJ,C,1,0,1,1,1,2,0.1,0,0,0,0,1,0,0,1,0.0,10,1,2,0,0,,gerbena01,2020-2021,2021
Ryan Getzlaf,35,ANA,C,11,0,5,5,-2,9,0.2,0,0,0,0,4,1,0,14,0.0,181,9,23,71,74,49.0,getzlry01,2020-2021,2021
Dennis Gilbert,24,COL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,0,1,0,0,,gilbede01,2020-2021,2021
Mark Giordano,37,CGY,D,10,1,2,3,-4,2,0.5,0,1,0,0,1,1,0,22,4.5,215,17,6,0,0,,giordma01,2020-2021,2021
Samuel Girard,22,COL,D,11,1,8,9,4,8,1.7,1,0,0,0,3,5,0,18,5.6,238,8,7,0,0,,girarsa01,2020-2021,2021
Claude Giroux,33,PHI,C,12,1,10,11,4,6,0.8,1,0,0,0,5,5,0,18,5.6,225,1,10,98,78,55.7,giroucl01,2020-2021,2021
Cody Glass,21,VEG,C,4,2,1,3,0,0,0.4,0,2,0,0,1,0,0,6,33.3,56,2,1,17,15,53.1,glassco01,2020-2021,2021
Luke Glendening,31,DET,C,12,0,0,0,-6,8,-0.5,0,0,0,0,0,0,0,8,0.0,165,14,14,116,60,65.9,glendlu01,2020-2021,2021
Alex Goligoski,35,ARI,D,10,0,1,1,1,4,0.5,0,0,0,0,1,0,0,10,0.0,217,22,12,0,0,,goligal01,2020-2021,2021
Barclay Goodrow,27,TBL,RW,9,2,4,6,6,6,0.7,2,0,0,1,4,0,0,12,16.7,138,6,12,9,21,30.0,goodrba01,2020-2021,2021
Shayne Gostisbehere,27,PHI,D,6,0,1,1,3,0,0.4,0,0,0,0,1,0,0,12,0.0,120,8,2,0,0,,gostish01,2020-2021,2021
Yanni Gourde,29,TBL,C,9,3,2,5,4,5,0.7,3,0,0,0,2,0,0,18,16.7,143,0,4,48,43,52.7,gourdya01,2020-2021,2021
Mikael Granlund,28,NSH,C,8,3,3,6,2,0,0.7,3,0,0,0,3,0,0,20,15.0,166,9,6,10,7,58.8,granlmi01,2020-2021,2021
Derek Grant,30,ANA,C,9,0,4,4,2,4,0.3,0,0,0,0,4,0,0,14,0.0,141,13,10,68,69,49.6,grantde01,2020-2021,2021
Ryan Graves,25,COL,D,10,0,1,1,-5,18,0.0,0,0,0,0,1,0,0,17,0.0,174,19,12,0,0,,gravery01,2020-2021,2021
Andy Greene,38,NYI,D,9,0,0,0,0,0,0.3,0,0,0,0,0,0,0,9,0.0,150,21,5,0,0,,greenan01,2020-2021,2021
Jordan Greenway,23,MIN,LW,11,2,8,10,8,16,1.3,2,0,0,0,8,0,0,16,12.5,174,8,14,4,3,57.1,greenjo02,2020-2021,2021
Noah Gregor,22,SJS,C,7,2,0,2,-4,4,0.1,2,0,0,0,0,0,0,16,12.5,86,3,8,7,18,28.0,gregono01,2020-2021,2021
Mikhail Grigorenko,26,CBJ,C,12,2,3,5,-2,2,0.4,2,0,0,0,3,0,0,13,15.4,163,8,4,3,6,33.3,grigomi01,2020-2021,2021
Rocco Grimaldi,27,NSH,C,7,1,1,2,-5,4,0.0,1,0,0,0,1,0,0,5,20.0,80,3,6,0,0,,grimaro01,2020-2021,2021
Jordan Gross,25,ARI,D,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,7,0.0,46,2,3,0,0,,grossjo01,2020-2021,2021
Carl Grundstrom,23,LAK,RW,8,2,0,2,-3,0,0.2,2,0,0,1,0,0,0,10,20.0,91,3,13,0,1,0.0,grundca01,2020-2021,2021
Matt Grzelcyk,27,BOS,D,5,0,3,3,2,8,0.6,0,0,0,0,2,1,0,13,0.0,91,4,0,0,0,,grzelma01,2020-2021,2021
Radko Gudas,30,FLA,D,8,0,1,1,4,2,0.5,0,0,0,0,1,0,0,13,0.0,135,10,41,0,0,,gudasra01,2020-2021,2021
Erik Gudbranson,29,OTT,D,11,0,2,2,-9,13,-0.2,0,0,0,0,2,0,0,13,0.0,218,27,31,0,0,,gudbrer01,2020-2021,2021
Jake Guentzel,26,PIT,C,10,3,3,6,-8,8,0.3,2,1,0,1,2,1,0,27,11.1,204,1,8,0,2,0.0,guentja01,2020-2021,2021
Carl Gunnarsson,34,STL,D,5,0,1,1,0,4,0.1,0,0,0,0,1,0,0,1,0.0,64,7,3,0,0,,gunnaca01,2020-2021,2021
Denis Gurianov,23,DAL,RW,8,4,5,9,-3,2,1.0,1,3,0,1,3,2,0,22,18.2,129,2,12,0,0,,guriade01,2020-2021,2021
Nikita Gusev,28,NJD,LW,9,0,1,1,-6,0,-0.4,0,0,0,0,1,0,0,24,0.0,127,1,1,0,0,,gusevni01,2020-2021,2021
David Gustafsson,20,WPG,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,23,0,0,11,10,52.4,gustada01,2020-2021,2021
Erik Gustafsson,28,PHI,D,10,0,6,6,-1,0,0.6,0,0,0,0,3,3,0,10,0.0,174,11,9,0,0,,gustaer02,2020-2021,2021
Gaetan Haas,29,EDM,F,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,29,4,2,15,17,46.9,haasga01,2020-2021,2021
Brandon Hagel,22,CHI,LW,9,0,1,1,-3,2,-0.2,0,0,0,0,1,0,0,11,0.0,109,8,8,1,0,100.0,hagelbr01,2020-2021,2021
Carl Hagelin,32,WSH,LW,11,1,1,2,1,2,0.0,1,0,0,0,1,0,0,17,5.9,175,7,6,2,6,25.0,hagelca01,2020-2021,2021
Robert Hagg,25,PHI,D,9,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,8,0.0,142,9,28,0,0,,haggro01,2020-2021,2021
Nicolas Hague,22,VEG,D,5,1,3,4,4,0,0.8,1,0,0,0,3,0,0,6,16.7,75,7,9,0,0,,hagueni01,2020-2021,2021
Libor Hajek,22,NYR,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,1,0,0,0,,hajekli01,2020-2021,2021
Jani Hakanpaa,28,ANA,D,12,0,0,0,4,6,0.7,0,0,0,0,0,0,0,9,0.0,219,28,35,0,0,,hakanja01,2020-2021,2021
Micheal Haley,34,OTT,C,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,8,0,3,0,1,0.0,haleymi01,2020-2021,2021
