Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Martin Necas,22,CAR,C,10,1,6,7,6,2,0.7,1,0,0,1,3,3,0,23,4.3,178,12,11,7,6,53.8,necasma01,2020-2021,2021
Brock Nelson,29,NYI,C,15,3,3,6,-5,6,0.4,0,3,0,1,3,0,0,29,10.3,262,10,7,80,89,47.3,nelsobr01,2020-2021,2021
Patrik Nemeth,28,DET,D,17,0,2,2,-1,10,0.6,0,0,0,0,2,0,0,22,0.0,337,21,27,0,0,,nemetpa01,2020-2021,2021
Nikita Nesterov,27,CGY,D,13,0,0,0,-3,4,0.0,0,0,0,0,0,0,0,8,0.0,206,7,9,0,0,,nesteni01,2020-2021,2021
Valeri Nichushkin,25,COL,RW,13,2,1,3,-2,0,0.2,1,0,1,2,1,0,0,12,16.7,172,8,25,0,0,,nichuva01,2020-2021,2021
Nino Niederreiter,28,CAR,RW,13,7,1,8,8,13,1.4,6,1,0,2,1,0,0,37,18.9,208,7,20,0,2,0.0,niedeni01,2020-2021,2021
Frans Nielsen,36,DET,C,15,0,3,3,0,0,0.0,0,0,0,0,3,0,0,13,0.0,184,6,12,12,5,70.6,nielsfr01,2020-2021,2021
Matthew Nieto,28,SJS,LW,14,3,1,4,-2,4,0.3,3,0,0,0,1,0,0,20,15.0,189,10,13,0,1,0.0,nietoma01,2020-2021,2021
Sami Niku,24,WPG,D,3,0,0,0,-2,6,-0.1,0,0,0,0,0,0,0,1,0.0,37,4,0,0,0,,nikusa01,2020-2021,2021
Stefan Noesen,27,SJS,RW,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,5,0.0,48,0,4,1,3,25.0,noesest01,2020-2021,2021
Joakim Nordstrom,28,CGY,C,13,0,0,0,-4,4,-0.4,0,0,0,0,0,0,0,6,0.0,136,9,19,0,6,0.0,nordsjo02,2020-2021,2021
Joshua Norris,21,OTT,C,17,3,6,9,-6,4,0.5,1,2,0,0,3,3,0,30,10.0,258,4,24,89,80,52.7,norrijo01,2020-2021,2021
Tomas Nosek,28,VEG,C,10,1,0,1,-1,4,0.0,1,0,0,0,0,0,0,11,9.1,123,5,12,48,49,49.5,nosekto01,2020-2021,2021
Ryan Nugent-Hopkins,27,EDM,C,17,7,6,13,0,4,1.3,3,4,0,0,2,4,0,59,11.9,371,7,9,9,14,39.1,nugenry01,2020-2021,2021
Darnell Nurse,25,EDM,D,17,6,7,13,10,19,2.9,6,0,0,0,4,3,0,42,14.3,421,24,44,0,0,,nurseda01,2020-2021,2021
Markus Nutivaara,26,FLA,D,7,0,3,3,-3,4,0.2,0,0,0,0,3,0,0,7,0.0,114,2,9,0,0,,nutivma01,2020-2021,2021
Joakim Nygard,28,EDM,F,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0.0,35,0,1,0,0,,nygarjo01,2020-2021,2021
William Nylander,24,TOR,C,16,4,8,12,2,6,1.2,3,1,0,0,4,4,0,30,13.3,258,7,6,7,5,58.3,nylanwi01,2020-2021,2021
Drew O'Connor,22,PIT,F,6,0,1,1,-1,0,-0.1,0,0,0,0,1,0,0,5,0.0,60,0,4,1,0,100.0,oconndr01,2020-2021,2021
Logan O'Connor,24,COL,RW,5,2,0,2,2,2,0.4,2,0,0,0,0,0,0,12,16.7,54,4,5,0,1,0.0,oconnlo01,2020-2021,2021
Ryan O'Reilly,29,STL,C,16,5,9,14,9,10,1.5,4,1,0,1,7,2,0,40,12.5,335,8,8,217,146,59.8,oreilry01,2020-2021,2021
Jordan Oesterle,28,ARI,D,15,1,5,6,3,4,1.4,0,1,0,0,4,1,0,12,8.3,292,30,20,0,0,,oestejo01,2020-2021,2021
Kyle Okposo,32,BUF,RW,7,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,4,0.0,88,1,4,0,5,0.0,okposky01,2020-2021,2021
Jamie Oleksiak,28,DAL,D,12,2,0,2,0,4,0.6,2,0,0,1,0,0,0,11,18.2,219,21,30,0,0,,oleksja01,2020-2021,2021
Mathieu Olivier,23,NSH,F,10,1,1,2,-2,11,0.0,0,1,0,0,1,0,0,10,10.0,104,8,25,3,2,60.0,olivima01,2020-2021,2021
Victor Olofsson,25,BUF,RW,12,5,6,11,-7,0,1.1,1,4,0,0,1,5,0,36,13.9,218,3,2,0,0,,olofsvi01,2020-2021,2021
Dmitry Orlov,29,WSH,D,9,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,7,0.0,163,8,9,0,0,,orlovdm01,2020-2021,2021
T.J. Oshie,34,WSH,C,13,2,6,8,-6,10,0.3,0,2,0,0,5,1,0,23,8.7,245,7,28,43,42,50.6,oshietj01,2020-2021,2021
Alex Ovechkin,35,WSH,LW,10,5,8,13,-4,2,1.3,4,1,0,1,5,3,0,39,12.8,209,7,31,0,1,0.0,ovechal01,2020-2021,2021
Max Pacioretty,32,VEG,LW,14,8,5,13,6,4,2.0,6,2,0,2,4,1,0,58,13.8,245,9,15,3,6,33.3,pacioma01,2020-2021,2021
Jean-Gabriel Pageau,28,NYI,C,15,6,4,10,5,2,1.5,4,1,1,2,2,2,0,27,22.2,253,17,22,130,95,57.8,pageaje01,2020-2021,2021
Ondrej Palat,29,TBL,LW,14,6,6,12,2,4,1.4,2,4,0,1,4,2,0,23,26.1,243,7,22,0,0,,palaton01,2020-2021,2021
Kyle Palmieri,29,NJD,RW,9,0,4,4,2,4,0.1,0,0,0,0,2,2,0,23,0.0,165,6,15,1,4,20.0,palmiky01,2020-2021,2021
Artemi Panarin,29,NYR,LW,12,5,10,15,0,0,1.8,3,2,0,0,6,4,0,35,14.3,250,0,5,0,1,0.0,panarar01,2020-2021,2021
Richard Panik,29,WSH,RW,14,1,4,5,-6,8,0.0,0,1,0,0,4,0,0,25,4.0,177,6,27,1,3,25.0,panikri01,2020-2021,2021
Cedric Paquette,27,OTT,C,9,1,0,1,-8,4,-0.3,1,0,0,0,0,0,0,4,25.0,92,8,27,12,16,42.9,paquece01,2020-2021,2021
Cedric Paquette,27,CAR,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,12,0,5,6,10,37.5,paquece01,2020-2021,2021
Colton Parayko,27,STL,D,16,1,7,8,1,12,0.9,1,0,0,0,7,0,0,32,3.1,354,32,20,0,0,,parayco01,2020-2021,2021
Zach Parise,36,MIN,LW,12,2,3,5,-5,4,0.2,2,0,0,1,1,2,0,31,6.5,213,7,2,26,34,43.3,parisza01,2020-2021,2021
David Pastrnak,24,BOS,RW,7,5,5,10,3,2,1.5,3,2,0,0,4,1,0,26,19.2,137,4,3,0,1,0.0,pastrda01,2020-2021,2021
Greg Pateryn,30,COL,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,46,7,3,0,0,,patergr01,2020-2021,2021
Greg Pateryn,30,MIN,D,3,0,2,2,1,0,0.3,0,0,0,0,2,0,0,1,0.0,38,1,3,0,0,,patergr01,2020-2021,2021
Nolan Patrick,22,PHI,C,13,2,3,5,-4,8,0.1,1,1,0,0,3,0,0,11,18.2,193,5,9,81,69,54.0,patrino01,2020-2021,2021
Nick Paul,25,OTT,LW,17,3,5,8,6,6,0.9,2,0,1,0,5,0,0,36,8.3,263,8,19,50,44,53.2,paulni01,2020-2021,2021
Joe Pavelski,36,DAL,C,12,9,8,17,4,6,2.4,2,7,0,2,4,4,0,32,28.1,245,8,21,96,91,51.3,paveljo01,2020-2021,2021
Tanner Pearson,28,VAN,LW,19,5,4,9,-6,22,0.8,4,1,0,0,4,0,0,44,11.4,298,5,28,3,5,37.5,pearsta01,2020-2021,2021
Andrew Peeke,22,CBJ,D,3,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,2,0.0,50,4,12,0,0,,peekean01,2020-2021,2021
Adam Pelech,26,NYI,D,15,0,3,3,4,14,1.2,0,0,0,0,3,0,0,23,0.0,313,26,11,0,0,,pelecad01,2020-2021,2021
Mathieu Perreault,33,WPG,C,15,3,4,7,6,2,0.9,3,0,0,0,4,0,0,14,21.4,185,5,11,2,4,33.3,perrema01,2020-2021,2021
David Perron,32,STL,LW,16,5,10,15,4,12,1.5,4,1,0,1,6,4,0,40,12.5,285,6,13,0,2,0.0,perroda01,2020-2021,2021
Corey Perry,35,MTL,RW,9,1,2,3,2,9,0.3,1,0,0,0,1,1,0,13,7.7,117,4,11,0,2,0.0,perryco01,2020-2021,2021
Brett Pesce,26,CAR,D,13,1,6,7,2,2,1.1,1,0,0,0,6,0,0,22,4.5,291,21,1,0,0,,pescebr01,2020-2021,2021
Nic Petan,25,TOR,C,4,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,6,0.0,42,0,3,0,0,,petanni01,2020-2021,2021
Jeff Petry,33,MTL,D,15,6,9,15,13,2,3.3,4,2,0,1,4,4,1,38,15.8,329,18,26,0,0,,petryje01,2020-2021,2021
Elias Pettersson,22,VAN,C,19,5,8,13,0,6,1.3,2,3,0,1,6,1,1,45,11.1,353,3,8,49,53,48.0,petteel01,2020-2021,2021
Marcus Pettersson,24,PIT,D,5,1,0,1,-4,0,-0.1,1,0,0,0,0,0,0,5,20.0,84,5,11,0,0,,pettema01,2020-2021,2021
Alex Pietrangelo,31,VEG,D,11,1,3,4,-1,0,0.8,1,0,0,0,2,1,0,30,3.3,283,29,10,0,0,,pietral01,2020-2021,2021
Brian Pinho,25,WSH,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,16,1,1,8,6,57.1,pinhobr01,2020-2021,2021
Neal Pionk,25,WPG,D,15,1,11,12,1,4,1.5,1,0,0,0,8,3,0,25,4.0,340,17,38,0,0,,pionkne01,2020-2021,2021
Brandon Pirri,29,CHI,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,11,0,0,0,1,0.0,pirribr01,2020-2021,2021
Tyler Pitlick,29,ARI,C,15,2,2,4,0,8,0.3,1,0,1,0,2,0,0,24,8.3,248,17,29,4,3,57.1,pitlity01,2020-2021,2021
Austin Poganski,24,STL,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,17,1,3,0,0,,poganau01,2020-2021,2021
Brayden Point,24,TBL,C,14,6,10,16,5,2,1.9,4,2,0,2,5,5,0,40,15.0,258,6,4,58,67,46.4,pointbr01,2020-2021,2021
Tucker Poolman,27,WPG,D,4,0,0,0,2,0,0.2,0,0,0,0,0,0,0,5,0.0,70,5,2,0,0,,poolmtu01,2020-2021,2021
Nate Prosser,34,PHI,D,1,1,0,1,1,0,0.3,1,0,0,0,0,0,0,1,100.0,13,3,1,0,0,,prossna01,2020-2021,2021
Ivan Provorov,24,PHI,D,13,2,5,7,6,4,1.3,2,0,0,1,2,3,0,19,10.5,338,26,23,0,0,,provoiv01,2020-2021,2021
Jesse Puljujarvi,22,EDM,RW,16,3,3,6,-6,6,0.2,3,0,0,0,2,1,0,42,7.1,235,5,29,0,2,0.0,puljuje01,2020-2021,2021
Ryan Pulock,26,NYI,D,15,0,6,6,7,2,1.8,0,0,0,0,5,1,0,27,0.0,340,32,18,0,0,,pulocry01,2020-2021,2021
Mark Pysyk,29,DAL,D,12,1,0,1,3,10,0.6,1,0,0,0,0,0,0,13,7.7,154,6,12,0,0,,pysykma01,2020-2021,2021
Alexander Radulov,34,DAL,RW,8,3,8,11,8,6,1.5,2,1,0,0,3,5,0,13,23.1,143,3,4,1,1,50.0,radulal01,2020-2021,2021
Brogan Rafferty,25,VAN,D,1,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,1,0.0,14,1,1,0,0,,raffebr01,2020-2021,2021
Michael Raffl,32,PHI,LW,13,2,3,5,2,6,0.4,2,0,0,2,3,0,0,12,16.7,173,10,19,5,7,41.7,rafflmi01,2020-2021,2021
Rickard Rakell,27,ANA,RW,16,1,6,7,-3,2,0.4,1,0,0,1,5,1,0,51,2.0,294,7,23,0,4,0.0,rakelri01,2020-2021,2021
Mikko Rantanen,24,COL,RW,13,7,4,11,4,0,1.7,4,3,0,1,3,1,0,45,15.6,261,5,5,10,8,55.6,rantami01,2020-2021,2021
Victor Rask,27,MIN,C,11,3,0,3,0,0,0.5,3,0,0,0,0,0,0,7,42.9,116,3,5,24,42,36.4,raskvi01,2020-2021,2021
Michael Rasmussen,21,DET,C,8,0,3,3,-2,6,0.1,0,0,0,0,2,1,0,8,0.0,98,3,13,10,12,45.5,rasmumi01,2020-2021,2021
Kyle Rau,28,MIN,C,2,0,0,0,0,5,0.0,0,0,0,0,0,0,0,5,0.0,16,0,3,0,0,,rauky01,2020-2021,2021
Ryan Reaves,34,VEG,RW,14,0,1,1,-2,9,-0.2,0,0,0,0,1,0,0,8,0.0,139,9,58,1,6,14.3,reavery01,2020-2021,2021
Mike Reilly,27,OTT,D,16,0,6,6,-9,4,0.3,0,0,0,0,4,2,0,30,0.0,281,14,14,0,0,,reillmi01,2020-2021,2021
Sam Reinhart,25,BUF,C,10,3,4,7,-11,0,0.4,1,2,0,1,2,2,0,26,11.5,208,3,2,3,3,50.0,reinhsa01,2020-2021,2021
Sheldon Rempal,25,CAR,RW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,25,3,0,0,1,0.0,rempash01,2020-2021,2021
Brad Richardson,35,NSH,C,8,1,1,2,2,2,0.2,1,0,0,1,1,0,0,5,20.0,93,4,7,47,38,55.3,richabr02,2020-2021,2021
Tobias Rieder,28,BUF,C,12,3,0,3,-2,0,0.4,3,0,0,0,0,0,0,17,17.6,155,9,9,0,2,0.0,riedeto01,2020-2021,2021
Morgan Rielly,26,TOR,D,16,2,10,12,-1,6,1.5,2,0,0,1,4,6,0,28,7.1,384,11,20,0,0,,riellmo01,2020-2021,2021
Juuso Riikola,27,PIT,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,23,1,5,0,0,,riikoju01,2020-2021,2021
Zac Rinaldo,30,CGY,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,2,0,2,0,0,,rinalza01,2020-2021,2021
Rasmus Ristolainen,26,BUF,D,10,2,4,6,2,6,1.6,1,1,0,0,1,3,0,20,10.0,236,13,35,0,0,,ristora01,2020-2021,2021
Nick Ritchie,25,BOS,LW,14,5,5,10,-3,4,1.1,1,4,0,1,2,3,0,35,14.3,224,4,22,0,2,0.0,ritchni01,2020-2021,2021
Jason Robertson,21,DAL,LW,7,2,3,5,2,0,0.6,2,0,0,0,3,0,0,7,28.6,87,2,1,2,1,66.7,roberja01,2020-2021,2021
Nicholas Robertson,19,TOR,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,2,0,0,0,0,,roberni01,2020-2021,2021
Buddy Robinson,29,CGY,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,3,0,1,0,0,,robinbu01,2020-2021,2021
Eric Robinson,25,CBJ,LW,17,2,4,6,2,0,0.5,2,0,0,1,4,0,0,31,6.5,203,4,27,0,0,,robiner01,2020-2021,2021
Evan Rodrigues,27,PIT,C,6,1,0,1,-4,0,-0.1,1,0,0,0,0,0,0,12,8.3,95,2,3,6,4,60.0,rodriev01,2020-2021,2021
Alexander Romanov,21,MTL,D,14,1,2,3,4,8,0.8,1,0,0,0,1,1,0,28,3.6,257,18,35,0,0,,romanal01,2020-2021,2021
Kevin Rooney,27,NYR,C,12,3,1,4,5,7,0.8,2,0,1,0,1,0,0,13,23.1,125,11,21,30,39,43.5,rooneke01,2020-2021,2021
Jack Roslovic,24,CBJ,C,10,4,6,10,2,0,1.2,3,1,0,1,4,2,0,17,23.5,172,3,6,41,83,33.1,rosloja01,2020-2021,2021
Antoine Roussel,31,VAN,LW,18,1,2,3,1,29,0.1,1,0,0,0,1,0,1,13,7.7,214,9,38,0,1,0.0,roussan01,2020-2021,2021
Carter Rowney,31,ANA,RW,16,0,6,6,1,0,0.4,0,0,0,0,6,0,0,7,0.0,235,19,38,5,5,50.0,rowneca01,2020-2021,2021
Matt Roy,25,LAK,D,9,0,3,3,3,2,0.7,0,0,0,0,3,0,0,16,0.0,170,6,17,0,0,,royma04,2020-2021,2021
Nicolas Roy,23,VEG,C,14,1,1,2,1,6,0.0,1,0,0,0,1,0,0,11,9.1,187,12,14,49,40,55.1,royni01,2020-2021,2021
Chad Ruhwedel,30,PIT,D,12,0,2,2,1,14,0.4,0,0,0,0,2,0,0,11,0.0,183,8,25,0,0,,ruhwech01,2020-2021,2021
Kris Russell,33,EDM,D,9,0,1,1,-4,2,-0.2,0,0,0,0,1,0,0,7,0.0,155,13,6,0,0,,russekr01,2020-2021,2021
Patrick Russell,28,EDM,RW,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0.0,9,0,1,0,0,,russepa01,2020-2021,2021
Bryan Rust,28,PIT,RW,14,5,8,13,2,0,1.4,4,1,0,0,6,2,0,55,9.1,281,6,16,2,1,66.7,rustbr01,2020-2021,2021
Jan Rutta,30,TBL,D,14,0,3,3,4,12,0.7,0,0,0,0,3,0,0,19,0.0,215,11,14,0,0,,ruttaja02,2020-2021,2021
Bobby Ryan,33,DET,LW,16,4,4,8,-4,19,0.7,4,0,0,0,3,1,0,29,13.8,262,6,14,2,5,28.6,ryanbo01,2020-2021,2021
Derek Ryan,34,CGY,C,10,0,1,1,1,4,0.0,0,0,0,0,1,0,0,3,0.0,100,6,1,34,24,58.6,ryande01,2020-2021,2021
Brandon Saad,28,COL,LW,13,6,4,10,-2,6,1.3,6,0,0,0,3,1,0,19,31.6,194,3,6,8,10,44.4,saadbr01,2020-2021,2021
Rasmus Sandin,20,TOR,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,1,0.0,5,0,3,0,0,,sandira01,2020-2021,2021
Zach Sanford,26,STL,LW,15,2,1,3,-4,4,-0.2,2,0,0,1,1,0,0,26,7.7,233,14,16,2,2,50.0,sanfoza01,2020-2021,2021
Travis Sanheim,24,PHI,D,12,1,4,5,3,4,0.8,1,0,0,0,4,0,0,11,9.1,263,12,15,0,0,,sanhetr01,2020-2021,2021
David Savard,30,CBJ,D,17,0,4,4,-6,8,0.2,0,0,0,0,3,0,1,17,0.0,331,39,42,0,0,,savarda01,2020-2021,2021
Luca Sbisa,31,NSH,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,2,3,0,0,,sbisalu01,2020-2021,2021
Marco Scandella,30,STL,D,9,0,0,0,4,10,0.3,0,0,0,0,0,0,0,7,0.0,170,6,9,0,0,,scandma01,2020-2021,2021
Colton Sceviour,31,PIT,C,11,2,0,2,-4,0,0.1,2,0,0,0,0,0,0,10,20.0,94,6,16,5,3,62.5,scevico01,2020-2021,2021
Mark Scheifele,27,WPG,C,15,7,14,21,-1,6,2.1,6,1,0,1,10,4,0,35,20.0,329,11,2,84,92,47.7,scheima01,2020-2021,2021
Brayden Schenn,29,STL,C,16,7,6,13,6,11,1.6,6,1,0,0,6,0,0,47,14.9,295,4,24,73,90,44.8,schenbr01,2020-2021,2021
Luke Schenn,31,TBL,D,12,0,1,1,-2,12,0.0,0,0,0,0,1,0,0,9,0.0,122,11,29,0,0,,schenlu01,2020-2021,2021
Nick Schmaltz,24,ARI,C,15,6,7,13,3,2,1.8,5,1,0,1,4,3,0,37,16.2,247,6,3,64,74,46.4,schmani01,2020-2021,2021
Nate Schmidt,29,VAN,D,19,1,2,3,0,2,0.8,1,0,0,0,2,0,0,30,3.3,404,31,6,0,0,,schmina01,2020-2021,2021
Justin Schultz,30,WSH,D,10,2,5,7,8,0,1.6,2,0,0,1,1,4,0,20,10.0,186,10,4,0,0,,schulju01,2020-2021,2021
Jaden Schwartz,28,STL,C,14,2,7,9,9,10,0.9,2,0,0,0,6,1,0,23,8.7,256,4,16,3,2,60.0,schwaja01,2020-2021,2021
Andrej Sekera,34,DAL,D,7,0,0,0,1,2,0.2,0,0,0,0,0,0,0,5,0.0,121,13,5,0,0,,sekeran01,2020-2021,2021
Mikhail Sergachev,22,TBL,D,14,0,11,11,8,10,1.9,0,0,0,0,8,3,0,25,0.0,300,15,19,0,0,,sergami01,2020-2021,2021
Damon Severson,26,NJD,D,10,1,4,5,3,8,0.8,1,0,0,0,3,1,0,24,4.2,238,14,14,0,0,,severda01,2020-2021,2021
Michael Sgarbossa,28,WSH,C,5,0,2,2,2,0,0.2,0,0,0,0,2,0,0,4,0.0,49,2,1,10,19,34.5,sgarbmi01,2020-2021,2021
Yegor Sharangovich,22,NJD,C,10,2,1,3,3,0,0.3,2,0,0,2,1,0,0,13,15.4,148,5,5,10,29,25.6,sharaye01,2020-2021,2021
Kevin Shattenkirk,32,ANA,D,16,0,4,4,-4,14,0.8,0,0,0,0,3,1,0,28,0.0,368,20,13,0,0,,shattke01,2020-2021,2021
Andrew Shaw,29,CHI,C,14,2,2,4,-5,6,0.1,0,2,0,0,0,2,0,25,8.0,212,4,20,30,26,53.6,shawan01,2020-2021,2021
Riley Sheahan,29,BUF,C,12,1,1,2,1,2,0.2,1,0,0,0,1,0,0,4,25.0,140,4,4,52,33,61.2,sheahri01,2020-2021,2021
Conor Sheary,28,WSH,LW,11,3,1,4,0,6,0.5,3,0,0,0,1,0,0,11,27.3,120,5,5,1,2,33.3,shearco01,2020-2021,2021
Kiefer Sherwood,25,COL,RW,4,0,2,2,2,0,0.2,0,0,0,0,2,0,0,2,0.0,37,1,5,1,1,50.0,sherwki01,2020-2021,2021
Devin Shore,26,EDM,C,11,1,2,3,-2,2,0.1,0,0,1,0,2,0,0,4,25.0,99,4,19,28,30,48.3,shorede01,2020-2021,2021
Drew Shore,30,CAR,C,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,9,0,1,0,2,0.0,shoredr01,2020-2021,2021
Jonas Siegenthaler,23,WSH,D,6,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,3,0.0,93,10,6,0,0,,siegejo01,2020-2021,2021
Jakob Silfverberg,30,ANA,LW,16,3,3,6,-7,6,0.3,2,1,0,0,3,0,0,37,8.1,266,4,11,3,5,37.5,silfvja01,2020-2021,2021
Radim Simek,28,SJS,D,11,0,2,2,-2,2,0.2,0,0,0,0,2,0,0,5,0.0,150,10,24,0,0,,simekra01,2020-2021,2021
Wayne Simmonds,32,TOR,RW,12,5,0,5,-4,22,0.6,2,3,0,0,0,0,0,20,25.0,133,3,19,3,3,50.0,simmowa01,2020-2021,2021
Dominik Simon,26,CGY,C,7,0,0,0,1,0,-0.1,0,0,0,0,0,0,0,2,0.0,75,3,8,2,6,25.0,simondo01,2020-2021,2021
Colton Sissons,27,NSH,C,15,2,0,2,-1,4,0.0,2,0,0,0,0,0,0,14,14.3,211,11,19,75,79,48.7,sissoco01,2020-2021,2021
Jeff Skinner,28,BUF,LW,12,0,1,1,-1,6,-0.1,0,0,0,0,1,0,0,27,0.0,167,4,4,2,2,50.0,skinnje01,2020-2021,2021
Brady Skjei,26,CAR,D,13,0,3,3,2,8,0.6,0,0,0,0,2,0,1,19,0.0,272,17,19,0,0,,skjeibr01,2020-2021,2021
Jaccob Slavin,26,CAR,D,10,0,3,3,3,0,0.7,0,0,0,0,3,0,0,10,0.0,233,17,12,0,0,,slavija01,2020-2021,2021
Brendan Smith,31,NYR,D,7,0,1,1,1,4,0.3,0,0,0,0,1,0,0,7,0.0,94,1,17,0,0,,smithbr05,2020-2021,2021
Cole Smith,25,NSH,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,6,0,0,0,0,,smithco02,2020-2021,2021
Craig Smith,31,BOS,C,13,3,2,5,2,8,0.6,3,0,0,2,2,0,0,35,8.6,195,3,13,5,3,62.5,smithcr01,2020-2021,2021
Gemel Smith,26,TBL,C,2,0,3,3,4,9,0.4,0,0,0,0,3,0,0,0,,18,0,4,6,8,42.9,smithge02,2020-2021,2021
Givani Smith,22,DET,RW,8,1,3,4,0,11,0.4,1,0,0,1,3,0,0,10,10.0,79,2,15,0,0,,smithgi01,2020-2021,2021
Reilly Smith,29,VEG,RW,14,3,3,6,5,2,0.7,2,0,1,0,3,0,0,33,9.1,242,5,17,0,2,0.0,smithre01,2020-2021,2021
Ty Smith,20,NJD,D,10,2,6,8,6,8,1.5,1,1,0,0,5,1,0,19,10.5,176,8,8,0,0,,smithty01,2020-2021,2021
Carl Soderberg,35,CHI,C,12,1,2,3,2,6,0.2,1,0,0,0,2,0,0,10,10.0,177,10,19,62,60,50.8,soderca01,2020-2021,2021
Victor Soderstrom,19,ARI,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,27,0,2,0,0,,sodervi01,2020-2021,2021
Marcus Sorensen,28,SJS,RW,13,1,1,2,-2,4,0.0,1,0,0,0,1,0,0,17,5.9,154,6,6,3,3,50.0,sorenma01,2020-2021,2021
Carson Soucy,26,MIN,D,11,0,2,2,4,14,0.8,0,0,0,0,2,0,0,8,0.0,176,12,13,0,0,,soucyca01,2020-2021,2021
Jason Spezza,37,TOR,C,15,4,5,9,-1,6,1.0,3,1,0,1,3,2,0,20,20.0,150,4,5,78,47,62.4,spezzja01,2020-2021,2021
Daniel Sprong,23,WSH,RW,10,2,1,3,-1,0,0.3,2,0,0,0,1,0,0,13,15.4,90,1,5,1,3,25.0,spronda01,2020-2021,2021
Jared Spurgeon,31,MIN,D,11,0,2,2,-4,0,0.3,0,0,0,0,2,0,0,19,0.0,244,18,11,0,0,,spurgja01,2020-2021,2021
Eric Staal,36,BUF,C,12,3,2,5,-6,4,0.4,2,1,0,0,1,1,0,19,15.8,182,5,5,70,58,54.7,staaler01,2020-2021,2021
Jordan Staal,32,CAR,C,11,6,8,14,6,6,1.9,2,4,0,0,5,2,1,17,35.3,194,10,28,148,92,61.7,staaljo01,2020-2021,2021
Marc Staal,34,DET,D,17,2,2,4,-5,6,0.7,2,0,0,0,2,0,0,19,10.5,314,12,20,0,0,,staalma01,2020-2021,2021
Steven Stamkos,30,TBL,C,12,8,7,15,4,6,2.0,4,4,0,1,5,2,0,39,20.5,224,3,10,61,46,57.0,stamkst01,2020-2021,2021
Logan Stanley,22,WPG,D,13,0,0,0,7,6,0.6,0,0,0,0,0,0,0,21,0.0,153,10,10,0,0,,stanllo01,2020-2021,2021
Paul Stastny,35,WPG,C,15,3,6,9,7,4,0.9,2,1,0,1,5,1,0,19,15.8,263,4,6,110,99,52.6,stastpa01,2020-2021,2021
Troy Stecher,26,DET,D,17,0,4,4,-2,2,0.7,0,0,0,0,4,0,0,21,0.0,312,20,11,0,0,,stechtr01,2020-2021,2021
Sam Steel,22,ANA,C,15,1,3,4,-2,6,0.2,1,0,0,0,3,0,0,14,7.1,232,7,16,93,79,54.1,steelsa01,2020-2021,2021
Kevin Stenlund,24,CBJ,C,6,3,3,6,-1,2,0.7,3,0,0,1,2,1,0,9,33.3,82,4,1,24,29,45.3,stenlke01,2020-2021,2021
Derek Stepan,30,OTT,C,16,1,3,4,-7,6,-0.2,1,0,0,0,1,2,0,33,3.0,250,15,24,105,106,49.8,stepade01,2020-2021,2021
Mitchell Stephens,23,TBL,C,4,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,2,0.0,34,1,4,17,9,65.4,stephmi01,2020-2021,2021
Chandler Stephenson,26,VEG,C,14,5,4,9,6,2,1.3,3,2,0,2,3,1,0,15,33.3,237,9,10,90,90,50.0,stephch02,2020-2021,2021
Riley Stillman,22,FLA,D,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,17,2,5,0,0,,stillri01,2020-2021,2021
Mark Stone,28,VEG,RW,14,4,12,16,7,9,1.9,3,1,0,3,9,3,0,24,16.7,257,10,8,5,5,50.0,stonema01,2020-2021,2021
