Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Luke Kunin,23,NSH,C,6,2,0,2,-1,2,0.2,2,0,0,0,0,0,0,10,20.0,87,4,10,1,1,50.0,kuninlu01,2020-2021,2021
Janne Kuokkanen,22,NJD,C,6,0,1,1,1,4,0.0,0,0,0,0,1,0,0,4,0.0,71,1,1,0,3,0.0,kuokkja01,2020-2021,2021
Sean Kuraly,28,BOS,C,6,0,0,0,-2,8,-0.1,0,0,0,0,0,0,0,9,0.0,86,4,11,27,16,62.8,kuralse01,2020-2021,2021
Philipp Kurashev,21,CHI,C,6,2,0,2,-1,0,0.3,2,0,0,0,0,0,0,9,22.2,76,0,2,0,0,,kurasph01,2020-2021,2021
Evgeny Kuznetsov,28,WSH,C,4,1,2,3,1,4,0.3,1,0,0,0,1,1,0,11,9.1,62,3,2,19,27,41.3,kuzneev01,2020-2021,2021
Jordan Kyrou,22,STL,C,7,3,4,7,2,0,0.9,3,0,0,2,4,0,0,20,15.0,91,0,2,1,2,33.3,kyroujo01,2020-2021,2021
Kevin Labanc,25,SJS,RW,7,1,4,5,1,4,0.5,1,0,0,0,4,0,0,23,4.3,109,3,4,0,0,,labanke01,2020-2021,2021
Sam Lafferty,25,PIT,C,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,21,0,7,1,3,25.0,laffesa01,2020-2021,2021
Alexis Lafreniere,19,NYR,LW,6,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,9,0.0,93,2,5,0,1,0.0,lafreal01,2020-2021,2021
William Lagesson,24,EDM,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,0,1,0,0,,lageswi01,2020-2021,2021
Patrik Laine,22,WPG,RW,1,2,1,3,1,4,0.5,2,0,0,1,0,1,0,3,66.7,16,1,3,1,1,50.0,lainepa01,2020-2021,2021
Gabriel Landeskog,28,COL,LW,7,3,3,6,1,4,0.8,3,0,0,2,2,1,0,23,13.0,138,4,17,28,22,56.0,landega01,2020-2021,2021
Dylan Larkin,24,DET,C,7,3,3,6,-1,9,0.7,3,0,0,0,1,2,0,24,12.5,149,1,7,65,59,52.4,larkidy01,2020-2021,2021
Adam Larsson,28,EDM,D,8,2,0,2,-4,6,0.2,2,0,0,0,0,0,0,11,18.2,137,28,21,0,0,,larssad01,2020-2021,2021
Jacob Larsson,23,ANA,D,7,0,2,2,1,2,0.5,0,0,0,0,2,0,0,5,0.0,102,8,2,0,0,,larssja01,2020-2021,2021
Johan Larsson,28,ARI,LW,7,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,6,0.0,96,6,6,46,50,47.9,larssjo02,2020-2021,2021
Scott Laughton,26,PHI,C,7,0,3,3,0,6,0.0,0,0,0,0,3,0,0,9,0.0,108,6,19,25,38,39.7,laughsc01,2020-2021,2021
Jeremy Lauzon,23,BOS,D,6,0,1,1,-3,0,0.2,0,0,0,0,1,0,0,11,0.0,120,7,16,0,0,,lauzoje01,2020-2021,2021
Curtis Lazar,25,BUF,C,7,2,1,3,1,0,0.5,2,0,0,0,1,0,0,7,28.6,83,2,15,14,16,46.7,lazarcu01,2020-2021,2021
Nick Leddy,29,NYI,D,6,0,3,3,-3,0,0.4,0,0,0,0,1,2,0,13,0.0,122,4,5,0,0,,leddyni01,2020-2021,2021
Anders Lee,30,NYI,LW,6,2,1,3,2,4,0.5,1,1,0,0,1,0,0,19,10.5,105,3,6,19,21,47.5,leean01,2020-2021,2021
Artturi Lehkonen,25,MTL,LW,6,1,1,2,-1,2,0.1,0,0,1,0,1,0,0,8,12.5,81,3,10,2,1,66.7,lehkoar01,2020-2021,2021
Mikko Lehtonen,27,TOR,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,28,0,1,0,0,,lehtomi03,2020-2021,2021
Josh Leivo,27,CGY,LW,5,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,5,0.0,60,0,2,1,0,100.0,leivojo01,2020-2021,2021
Brendan Lemieux,24,NYR,LW,5,0,1,1,0,4,0.0,0,0,0,0,1,0,0,5,0.0,45,2,9,1,3,25.0,lemiebr01,2020-2021,2021
John Leonard,22,SJS,LW,7,0,2,2,-5,0,-0.1,0,0,0,0,2,0,0,9,0.0,91,3,1,0,0,,leonajo01,2020-2021,2021
Kris Letang,33,PIT,D,7,0,3,3,-1,6,0.4,0,0,0,0,2,1,0,19,0.0,193,9,17,0,0,,letankr01,2020-2021,2021
Vinni Lettieri,25,ANA,C,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,14,0,4,0,0,,lettivi01,2020-2021,2021
Trevor Lewis,34,WPG,C,7,0,1,1,0,0,-0.1,0,0,0,0,1,0,0,4,0.0,63,5,13,0,2,0.0,lewistr01,2020-2021,2021
Oskar Lindblom,24,PHI,LW,7,2,2,4,1,0,0.4,2,0,0,0,2,0,0,11,18.2,108,6,8,0,0,,lindbos01,2020-2021,2021
Esa Lindell,26,DAL,D,3,1,0,1,1,0,0.6,0,0,1,0,0,0,0,5,20.0,70,6,4,0,0,,lindees01,2020-2021,2021
Ryan Lindgren,22,NYR,D,6,0,0,0,1,2,0.2,0,0,0,0,0,0,0,3,0.0,112,3,6,0,0,,lindgry01,2020-2021,2021
Elias Lindholm,26,CGY,C,5,2,3,5,1,4,0.6,1,1,0,1,0,3,0,14,14.3,106,1,4,31,49,38.8,lindhel01,2020-2021,2021
Hampus Lindholm,27,ANA,D,7,2,0,2,1,8,0.8,2,0,0,0,0,0,0,12,16.7,169,12,5,0,0,,lindhha01,2020-2021,2021
Blake Lizotte,23,LAK,C,7,2,0,2,-2,4,0.2,2,0,0,0,0,0,0,8,25.0,96,3,3,36,30,54.5,lizotbl01,2020-2021,2021
Ryan Lomberg,26,FLA,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,11,0,5,0,0,,lombery01,2020-2021,2021
Adam Lowry,27,WPG,LW,7,4,3,7,0,0,0.8,4,0,0,1,1,2,0,15,26.7,116,1,18,50,56,47.2,lowryad01,2020-2021,2021
Milan Lucic,32,CGY,LW,5,1,1,2,-2,6,0.2,1,0,0,0,1,0,0,5,20.0,55,3,10,1,1,50.0,lucicmi01,2020-2021,2021
Matt Luff,23,LAK,RW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,20,1,1,1,1,50.0,luffma01,2020-2021,2021
Isac Lundestrom,21,ANA,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,25,1,0,2,1,66.7,lundeis01,2020-2021,2021
Eetu Luostarinen,22,FLA,C,3,1,1,2,-1,0,0.2,1,0,0,1,1,0,0,3,33.3,38,3,1,15,19,44.1,luostee01,2020-2021,2021
Olli Maatta,26,LAK,D,4,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,7,0.0,73,2,1,0,0,,maattol01,2020-2021,2021
Kurtis MacDermid,26,LAK,D,5,1,1,2,-1,2,0.3,1,0,0,0,1,0,0,6,16.7,65,8,6,0,0,,macdeku01,2020-2021,2021
Zack MacEwen,24,VAN,C,5,0,0,0,1,7,0.0,0,0,0,0,0,0,0,5,0.0,38,1,10,2,0,100.0,macewza01,2020-2021,2021
Nathan MacKinnon,25,COL,C,7,2,7,9,4,0,1.1,0,2,0,0,4,3,0,30,6.7,143,3,5,35,38,47.9,mackina01,2020-2021,2021
Cale Makar,22,COL,D,7,0,8,8,4,2,1.4,0,0,0,0,3,5,0,13,0.0,160,6,9,0,0,,makarca01,2020-2021,2021
Evgeni Malkin,34,PIT,C,7,1,2,3,-3,0,0.1,0,1,0,0,2,0,0,13,7.7,131,3,4,34,40,45.9,malkiev01,2020-2021,2021
Andrew Mangiapane,24,CGY,LW,5,0,1,1,-2,2,-0.1,0,0,0,0,0,1,0,8,0.0,82,3,4,0,4,0.0,mangian01,2020-2021,2021
Josh Manson,29,ANA,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,47,1,3,0,0,,mansojo01,2020-2021,2021
Anthony Mantha,26,DET,RW,7,1,2,3,-6,0,0.0,0,1,0,0,2,0,0,14,7.1,126,0,7,5,4,55.6,manthan01,2020-2021,2021
Brad Marchand,32,BOS,LW,6,4,5,9,1,2,1.2,1,2,1,0,1,3,1,16,25.0,117,1,3,3,1,75.0,marchbr03,2020-2021,2021
Jonathan Marchessault,30,VEG,C,7,1,4,5,2,8,0.5,1,0,0,0,4,0,0,15,6.7,114,2,9,2,4,33.3,audymjo01,2020-2021,2021
John Marino,23,PIT,D,7,0,0,0,-6,0,-0.3,0,0,0,0,0,0,0,4,0.0,158,8,14,0,0,,marinjo01,2020-2021,2021
Patrick Marleau,41,SJS,C,7,0,1,1,-3,0,-0.1,0,0,0,0,1,0,0,4,0.0,82,1,6,14,17,45.2,marlepa01,2020-2021,2021
Mitch Marner,23,TOR,RW,8,5,7,12,1,8,1.5,5,0,0,2,2,5,0,16,31.3,188,2,2,1,0,100.0,marnemi01,2020-2021,2021
Pat Maroon,32,TBL,LW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,44,1,6,0,1,0.0,maroopa01,2020-2021,2021
Matt Martin,31,NYI,LW,6,0,0,0,0,4,-0.1,0,0,0,0,0,0,0,6,0.0,60,3,18,0,4,0.0,martima02,2020-2021,2021
Alec Martinez,33,VEG,D,7,0,5,5,6,4,1.1,0,0,0,0,5,0,0,8,0.0,160,25,9,0,0,,martial01,2020-2021,2021
Jordan Martinook,28,CAR,LW,3,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,1,0.0,38,0,1,16,14,53.3,martijo01,2020-2021,2021
Mike Matheson,26,PIT,D,2,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,2,0.0,32,2,0,0,0,,mathemi01,2020-2021,2021
Auston Matthews,23,TOR,C,7,4,4,8,1,0,1.0,2,2,0,2,4,0,0,31,12.9,157,6,11,73,57,56.2,matthau01,2020-2021,2021
Scott Mayfield,28,NYI,D,6,0,0,0,-2,2,0.2,0,0,0,0,0,0,0,8,0.0,113,8,6,0,0,,mayfisc01,2020-2021,2021
Charlie McAvoy,23,BOS,D,6,0,4,4,0,8,0.8,0,0,0,0,1,2,1,8,0.0,152,10,8,0,0,,mcavoch01,2020-2021,2021
Jake McCabe,27,BUF,D,7,1,1,2,2,7,0.7,1,0,0,0,1,0,0,7,14.3,135,6,11,0,0,,mccabja01,2020-2021,2021
Jared McCann,24,PIT,C,7,2,3,5,1,2,0.6,1,1,0,0,3,0,0,13,15.4,91,2,6,4,8,33.3,mccanja01,2020-2021,2021
Connor McDavid,24,EDM,C,8,5,7,12,1,6,1.5,4,1,0,1,5,2,0,35,14.3,177,4,11,46,53,46.5,mcdavco01,2020-2021,2021
Ryan McDonagh,31,TBL,D,4,0,2,2,4,0,0.5,0,0,0,0,2,0,0,8,0.0,99,5,4,0,0,,mcdonry01,2020-2021,2021
Brock McGinn,26,CAR,LW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,39,0,3,0,0,,mcginbr01,2020-2021,2021
Michael McLeod,22,NJD,C,6,1,0,1,1,2,0.1,1,0,0,0,0,0,0,6,16.7,72,0,13,24,26,48.0,mcleomi01,2020-2021,2021
Connor McMichael,20,WSH,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,10,0,0,1,0,100.0,mcmicco01,2020-2021,2021
Brayden McNabb,30,VEG,D,7,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,5,0.0,136,14,18,0,0,,mcnabbr01,2020-2021,2021
Timo Meier,24,SJS,RW,7,1,4,5,-4,0,0.3,1,0,0,0,1,3,0,23,4.3,105,1,9,2,1,66.7,meierti01,2020-2021,2021
Nicolas Meloche,23,SJS,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,,6,0,0,0,0,,melocni01,2020-2021,2021
Nicholas Merkley,23,NJD,RW,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,3,0.0,23,0,3,1,0,100.0,merklni01,2020-2021,2021
Jonathon Merrill,28,DET,D,4,0,1,1,1,2,0.3,0,0,0,0,1,0,0,3,0.0,77,7,5,0,0,,merrijo01,2020-2021,2021
Jacob Middleton,25,SJS,D,1,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,9,1,2,0,0,,middlja01,2020-2021,2021
Ilya Mikheyev,26,TOR,F,8,0,1,1,-1,2,-0.1,0,0,0,0,1,0,0,15,0.0,120,3,2,1,0,100.0,mikheil01,2020-2021,2021
Niko Mikkola,24,STL,D,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,35,4,1,0,0,,mikkoni01,2020-2021,2021
Sonny Milano,24,ANA,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,29,0,3,0,0,,milanso01,2020-2021,2021
Colin Miller,28,BUF,D,7,1,1,2,-5,4,0.2,0,1,0,0,0,1,0,7,14.3,119,4,13,0,0,,milleco02,2020-2021,2021
J.T. Miller,27,VAN,C,5,0,5,5,-5,4,0.2,0,0,0,0,2,3,0,6,0.0,92,1,16,21,25,45.7,millejt01,2020-2021,2021
K'Andre Miller,21,NYR,D,6,1,1,2,6,2,0.9,1,0,0,0,1,0,0,9,11.1,104,2,8,0,0,,milleka01,2020-2021,2021
Kevan Miller,33,BOS,D,6,0,1,1,0,7,0.4,0,0,0,0,1,0,0,8,0.0,109,6,14,0,0,,milleke03,2020-2021,2021
Ian Mitchell,22,CHI,D,7,0,1,1,-7,2,-0.3,0,0,0,0,1,0,0,5,0.0,100,6,3,0,0,,mitchia01,2020-2021,2021
Casey Mittelstadt,22,BUF,C,1,0,1,1,0,0,0.1,0,0,0,0,0,1,0,0,,10,0,0,1,0,100.0,mitteca01,2020-2021,2021
Sean Monahan,26,CGY,C,5,2,5,7,2,2,0.9,1,1,0,1,3,2,0,16,12.5,98,1,2,47,40,54.0,monahse01,2020-2021,2021
Brandon Montour,26,BUF,D,7,0,1,1,-4,4,0.1,0,0,0,0,1,0,0,15,0.0,149,9,7,0,0,,montobr01,2020-2021,2021
Trevor Moore,25,LAK,LW,7,0,3,3,0,4,0.2,0,0,0,0,3,0,0,9,0.0,87,1,2,1,1,50.0,mooretr01,2020-2021,2021
Josh Morrissey,25,WPG,D,7,0,3,3,3,2,0.5,0,0,0,0,2,1,0,11,0.0,174,8,7,0,0,,morrijo04,2020-2021,2021
Tyler Motte,25,VAN,C,8,3,0,3,1,8,0.4,3,0,0,1,0,0,0,15,20.0,133,8,33,5,6,45.5,mottety01,2020-2021,2021
Connor Murphy,27,CHI,D,7,2,3,5,3,0,1.2,2,0,0,1,2,0,1,13,15.4,163,14,14,0,0,,murphco02,2020-2021,2021
Ryan Murray,27,NJD,D,6,0,0,0,1,0,0.1,0,0,0,0,0,0,0,5,0.0,132,8,2,0,0,,murrary01,2020-2021,2021
Jake Muzzin,31,TOR,D,8,1,2,3,3,6,0.9,1,0,0,0,1,1,0,18,5.6,173,13,16,0,0,,muzzija01,2020-2021,2021
Philippe Myers,24,PHI,D,4,0,0,0,0,4,0.0,0,0,0,0,0,0,0,5,0.0,66,2,10,0,0,,myersph01,2020-2021,2021
Tyler Myers,30,VAN,D,8,1,3,4,-4,23,0.2,0,0,1,0,3,0,0,13,7.7,170,18,8,0,0,,myersty01,2020-2021,2021
Vladislav Namestnikov,28,DET,C,7,1,0,1,-5,0,-0.1,1,0,0,0,0,0,0,12,8.3,108,4,12,5,4,55.6,namesvl01,2020-2021,2021
Riley Nash,31,CBJ,C,7,0,1,1,1,0,0.0,0,0,0,0,1,0,0,9,0.0,95,2,4,37,43,46.3,nashri02,2020-2021,2021
James Neal,33,EDM,LW,3,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,7,0.0,37,0,5,1,1,50.0,nealja01,2020-2021,2021
Martin Necas,22,CAR,C,3,0,1,1,1,0,0.1,0,0,0,0,0,1,0,6,0.0,46,4,4,2,3,40.0,necasma01,2020-2021,2021
Brock Nelson,29,NYI,C,6,2,0,2,-1,2,0.3,0,2,0,1,0,0,0,14,14.3,110,1,4,38,34,52.8,nelsobr01,2020-2021,2021
Patrik Nemeth,28,DET,D,7,0,1,1,-4,2,0.1,0,0,0,0,1,0,0,12,0.0,145,11,9,0,0,,nemetpa01,2020-2021,2021
Nikita Nesterov,27,CGY,D,5,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,2,0.0,77,1,4,0,0,,nesteni01,2020-2021,2021
Valeri Nichushkin,25,COL,RW,7,1,1,2,-2,0,0.1,0,0,1,1,1,0,0,5,20.0,88,4,15,0,0,,nichuva01,2020-2021,2021
Nino Niederreiter,28,CAR,RW,3,2,0,2,2,2,0.5,2,0,0,1,0,0,0,9,22.2,46,1,2,0,0,,niedeni01,2020-2021,2021
Frans Nielsen,36,DET,C,6,0,2,2,1,0,0.2,0,0,0,0,2,0,0,7,0.0,69,3,3,3,2,60.0,nielsfr01,2020-2021,2021
Matthew Nieto,28,SJS,LW,7,2,1,3,-1,2,0.3,2,0,0,0,1,0,0,9,22.2,92,1,4,0,1,0.0,nietoma01,2020-2021,2021
Sami Niku,24,WPG,D,3,0,0,0,-2,6,-0.2,0,0,0,0,0,0,0,1,0.0,37,4,0,0,0,,nikusa01,2020-2021,2021
Stefan Noesen,27,SJS,RW,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,29,0,4,1,3,25.0,noesest01,2020-2021,2021
Joakim Nordstrom,28,CGY,C,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0.0,31,1,4,0,0,,nordsjo02,2020-2021,2021
Joshua Norris,21,OTT,C,6,1,3,4,-2,0,0.2,0,1,0,0,2,1,0,11,9.1,98,2,11,24,32,42.9,norrijo01,2020-2021,2021
Tomas Nosek,28,VEG,C,7,1,0,1,0,2,0.0,1,0,0,0,0,0,0,11,9.1,87,3,9,33,34,49.3,nosekto01,2020-2021,2021
Ryan Nugent-Hopkins,27,EDM,C,8,4,3,7,0,0,0.8,2,2,0,0,2,1,0,30,13.3,176,3,3,0,4,0.0,nugenry01,2020-2021,2021
Darnell Nurse,25,EDM,D,8,1,5,6,4,10,1.2,1,0,0,0,3,2,0,19,5.3,194,5,19,0,0,,nurseda01,2020-2021,2021
Joakim Nygard,28,EDM,F,3,0,0,0,1,2,0.0,0,0,0,0,0,0,0,2,0.0,28,0,1,0,0,,nygarjo01,2020-2021,2021
William Nylander,24,TOR,C,8,2,5,7,-3,2,0.6,1,1,0,0,2,3,0,13,15.4,133,4,4,3,3,50.0,nylanwi01,2020-2021,2021
Drew O'Connor,22,PIT,F,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,,11,0,0,1,0,100.0,oconndr01,2020-2021,2021
Ryan O'Reilly,29,STL,C,7,1,4,5,-1,6,0.2,1,0,0,0,3,1,0,17,5.9,144,4,4,86,68,55.8,oreilry01,2020-2021,2021
Jordan Oesterle,28,ARI,D,7,1,0,1,-1,2,0.3,0,1,0,0,0,0,0,7,14.3,132,15,13,0,0,,oestejo01,2020-2021,2021
Kyle Okposo,32,BUF,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,28,0,1,0,3,0.0,okposky01,2020-2021,2021
Jamie Oleksiak,28,DAL,D,3,0,0,0,-1,0,0.2,0,0,0,0,0,0,0,4,0.0,57,3,3,0,0,,oleksja01,2020-2021,2021
Mathieu Olivier,23,NSH,F,4,0,1,1,2,2,0.1,0,0,0,0,1,0,0,3,0.0,43,4,11,1,0,100.0,olivima01,2020-2021,2021
Victor Olofsson,25,BUF,RW,7,3,3,6,-4,0,0.6,1,2,0,0,1,2,0,20,15.0,123,3,0,0,0,,olofsvi01,2020-2021,2021
Dmitry Orlov,29,WSH,D,4,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,2,0.0,83,6,6,0,0,,orlovdm01,2020-2021,2021
T.J. Oshie,34,WSH,C,7,2,4,6,0,8,0.5,0,2,0,0,4,0,0,13,15.4,132,4,19,12,14,46.2,oshietj01,2020-2021,2021
Alex Ovechkin,35,WSH,LW,4,1,4,5,1,0,0.5,1,0,0,0,2,2,0,13,7.7,77,4,13,0,0,,ovechal01,2020-2021,2021
Max Pacioretty,32,VEG,LW,7,6,1,7,6,4,1.3,5,1,0,1,1,0,0,32,18.8,123,2,10,1,3,25.0,pacioma01,2020-2021,2021
Jean-Gabriel Pageau,28,NYI,C,6,1,1,2,-2,2,0.1,1,0,0,1,0,1,0,6,16.7,103,10,11,64,40,61.5,pageaje01,2020-2021,2021
Ondrej Palat,29,TBL,LW,4,3,1,4,1,2,0.6,1,2,0,0,1,0,0,7,42.9,68,3,5,0,0,,palaton01,2020-2021,2021
Kyle Palmieri,29,NJD,RW,6,0,3,3,2,4,0.1,0,0,0,0,1,2,0,13,0.0,113,5,12,1,3,25.0,palmiky01,2020-2021,2021
Artemi Panarin,29,NYR,LW,6,2,4,6,0,0,0.6,1,1,0,0,1,3,0,15,13.3,132,0,3,0,1,0.0,panarar01,2020-2021,2021
Richard Panik,29,WSH,RW,7,0,1,1,-1,0,-0.2,0,0,0,0,1,0,0,10,0.0,92,1,21,0,1,0.0,panikri01,2020-2021,2021
Cedric Paquette,27,OTT,C,5,0,0,0,-5,4,-0.3,0,0,0,0,0,0,0,2,0.0,50,8,14,3,4,42.9,paquece01,2020-2021,2021
Colton Parayko,27,STL,D,7,0,3,3,0,10,0.1,0,0,0,0,3,0,0,14,0.0,173,13,9,0,0,,parayco01,2020-2021,2021
Zach Parise,36,MIN,LW,7,2,1,3,-3,2,0.2,2,0,0,1,0,1,0,26,7.7,129,4,2,23,31,42.6,parisza01,2020-2021,2021
Greg Pateryn,30,MIN,D,3,0,2,2,1,0,0.4,0,0,0,0,2,0,0,1,0.0,38,1,3,0,0,,patergr01,2020-2021,2021
Greg Pateryn,30,COL,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,46,7,3,0,0,,patergr01,2020-2021,2021
Nolan Patrick,22,PHI,C,7,2,3,5,0,2,0.5,1,1,0,0,3,0,0,8,25.0,106,4,4,51,46,52.6,patrino01,2020-2021,2021
Nick Paul,25,OTT,LW,6,2,2,4,4,0,0.6,2,0,0,0,2,0,0,10,20.0,94,3,8,14,13,51.9,paulni01,2020-2021,2021
Joe Pavelski,36,DAL,C,3,3,5,8,2,2,1.2,0,3,0,2,1,4,0,8,37.5,60,1,5,30,31,49.2,paveljo01,2020-2021,2021
Tanner Pearson,28,VAN,LW,8,1,3,4,0,14,0.3,1,0,0,0,3,0,0,14,7.1,122,2,9,1,0,100.0,pearsta01,2020-2021,2021
Adam Pelech,26,NYI,D,6,0,1,1,-1,2,0.4,0,0,0,0,1,0,0,14,0.0,120,16,2,0,0,,pelecad01,2020-2021,2021
Mathieu Perreault,33,WPG,C,7,1,1,2,2,2,0.2,1,0,0,0,1,0,0,9,11.1,84,3,6,2,3,40.0,perrema01,2020-2021,2021
David Perron,32,STL,LW,7,3,3,6,-2,6,0.5,2,1,0,1,2,1,0,19,15.8,122,3,10,0,2,0.0,perroda01,2020-2021,2021
Corey Perry,35,MTL,RW,1,1,0,1,1,2,0.2,1,0,0,0,0,0,0,4,25.0,15,1,0,0,0,,perryco01,2020-2021,2021
Brett Pesce,26,CAR,D,3,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,4,0.0,61,1,0,0,0,,pescebr01,2020-2021,2021
Jeff Petry,33,MTL,D,6,2,5,7,9,0,1.5,1,1,0,0,2,2,1,15,13.3,133,8,7,0,0,,petryje01,2020-2021,2021
Elias Pettersson,22,VAN,C,8,1,1,2,-2,4,-0.1,1,0,0,0,1,0,0,18,5.6,146,1,4,13,18,41.9,petteel01,2020-2021,2021
Marcus Pettersson,24,PIT,D,4,1,0,1,-2,0,0.1,1,0,0,0,0,0,0,3,33.3,69,5,10,0,0,,pettema01,2020-2021,2021
Alex Pietrangelo,31,VEG,D,7,1,3,4,2,0,0.8,1,0,0,0,2,1,0,20,5.0,179,18,7,0,0,,pietral01,2020-2021,2021
Brian Pinho,25,WSH,C,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,16,1,1,8,6,57.1,pinhobr01,2020-2021,2021
Neal Pionk,25,WPG,D,7,0,5,5,-1,0,0.4,0,0,0,0,4,1,0,11,0.0,159,6,18,0,0,,pionkne01,2020-2021,2021
Brandon Pirri,29,CHI,C,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,11,0,0,0,1,0.0,pirribr01,2020-2021,2021
Tyler Pitlick,29,ARI,C,7,1,1,2,2,6,0.2,0,0,1,0,1,0,0,8,12.5,109,8,11,2,1,66.7,pitlity01,2020-2021,2021
Brayden Point,24,TBL,C,4,2,3,5,2,2,0.6,2,0,0,1,1,2,0,16,12.5,71,2,1,17,20,45.9,pointbr01,2020-2021,2021
Tucker Poolman,27,WPG,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,19,2,0,0,0,,poolmtu01,2020-2021,2021
Ivan Provorov,24,PHI,D,7,2,3,5,4,2,1.0,2,0,0,1,0,3,0,10,20.0,179,15,14,0,0,,provoiv01,2020-2021,2021
Jesse Puljujarvi,22,EDM,RW,8,0,2,2,-4,4,-0.1,0,0,0,0,1,1,0,25,0.0,105,2,12,0,1,0.0,puljuje01,2020-2021,2021
Ryan Pulock,26,NYI,D,6,0,1,1,0,0,0.5,0,0,0,0,1,0,0,11,0.0,134,15,7,0,0,,pulocry01,2020-2021,2021
Mark Pysyk,29,DAL,D,3,0,0,0,-1,4,0.1,0,0,0,0,0,0,0,2,0.0,32,0,4,0,0,,pysykma01,2020-2021,2021
Alexander Radulov,34,DAL,RW,3,2,1,3,1,0,0.5,1,1,0,0,0,1,0,5,40.0,51,2,2,0,1,0.0,radulal01,2020-2021,2021
Brogan Rafferty,25,VAN,D,1,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,1,0.0,14,1,1,0,0,,raffebr01,2020-2021,2021
Michael Raffl,32,PHI,LW,7,1,1,2,-2,2,0.0,1,0,0,1,1,0,0,7,14.3,93,6,11,4,7,36.4,rafflmi01,2020-2021,2021
Rickard Rakell,27,ANA,RW,7,1,1,2,-3,0,0.1,1,0,0,1,1,0,0,22,4.5,118,3,9,0,3,0.0,rakelri01,2020-2021,2021
Mikko Rantanen,24,COL,RW,7,6,2,8,3,0,1.4,3,3,0,1,1,1,0,28,21.4,137,3,3,5,2,71.4,rantami01,2020-2021,2021
Victor Rask,27,MIN,C,7,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,3,33.3,70,2,3,9,25,26.5,raskvi01,2020-2021,2021
Michael Rasmussen,21,DET,C,5,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,6,0.0,55,1,9,9,9,50.0,rasmumi01,2020-2021,2021
Ryan Reaves,34,VEG,RW,7,0,1,1,0,0,0.0,0,0,0,0,1,0,0,2,0.0,68,6,31,1,6,14.3,reavery01,2020-2021,2021
Mike Reilly,27,OTT,D,5,0,3,3,-4,2,0.1,0,0,0,0,2,1,0,9,0.0,85,5,5,0,0,,reillmi01,2020-2021,2021
Sam Reinhart,25,BUF,C,7,2,2,4,-6,0,0.2,1,1,0,1,1,1,0,17,11.8,146,2,2,3,3,50.0,reinhsa01,2020-2021,2021
Brad Richardson,35,NSH,C,6,1,1,2,2,2,0.2,1,0,0,1,1,0,0,4,25.0,73,4,7,41,30,57.7,richabr02,2020-2021,2021
Tobias Rieder,28,BUF,C,7,2,0,2,1,0,0.3,2,0,0,0,0,0,0,15,13.3,92,5,9,0,0,,riedeto01,2020-2021,2021
