Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Radko Gudas,29,WSH,D,63,2,13,15,15,40,3.2,2,0,0,1,13,0,0,90,2.2,1054,75,164,0,0,,gudasra01,2019-2020,2020
Erik Gudbranson,28,ANA,D,44,4,5,9,0,91,2.3,4,0,0,0,4,0,1,76,5.3,882,56,76,0,0,,gudbrer01,2019-2020,2020
Erik Gudbranson,28,PIT,D,7,0,0,0,0,4,0.1,0,0,0,0,0,0,0,2,0.0,106,2,13,0,0,,gudbrer01,2019-2020,2020
Jake Guentzel,25,PIT,C,39,20,23,43,11,14,5.5,14,6,0,4,19,4,0,127,15.7,805,19,46,22,24,47.8,guentja01,2019-2020,2020
Brendan Guhle,22,ANA,D,30,4,4,8,-2,10,1.6,4,0,0,1,4,0,0,39,10.3,512,43,21,0,0,,guhlebr01,2019-2020,2020
Carl Gunnarsson,33,STL,D,36,2,5,7,8,16,2.0,2,0,0,0,4,0,1,31,6.5,568,51,27,0,0,,gunnaca01,2019-2020,2020
Denis Gurianov,22,DAL,RW,64,20,9,29,5,13,4.0,13,7,0,4,4,5,0,132,15.2,831,18,63,0,0,,guriade01,2019-2020,2020
Nikita Gusev,27,NJD,LW,66,13,31,44,-15,12,3.8,8,5,0,2,21,10,0,158,8.2,970,7,12,1,2,33.3,gusevni01,2019-2020,2020
David Gustafsson,19,WPG,C,22,1,0,1,-2,0,-0.1,1,0,0,1,0,0,0,4,25.0,135,6,5,34,29,54.0,gustada01,2019-2020,2020
Erik Gustafsson,27,CHI,D,59,6,20,26,-8,25,3.5,4,2,0,0,14,6,0,98,6.1,1219,54,81,0,0,,gustaer02,2019-2020,2020
Erik Gustafsson,27,CGY,D,7,0,3,3,-1,2,0.4,0,0,0,0,2,1,0,5,0.0,126,4,5,0,0,,gustaer02,2019-2020,2020
Gaetan Haas,28,EDM,F,58,5,5,10,-1,6,0.6,5,0,0,0,4,1,0,54,9.3,562,28,58,172,236,42.2,haasga01,2019-2020,2020
Brandon Hagel,21,CHI,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,12,1,1,0,0,,hagelbr01,2019-2020,2020
Carl Hagelin,31,WSH,LW,58,8,17,25,12,16,2.3,7,0,1,2,15,0,2,107,7.5,831,19,24,13,15,46.4,hagelca01,2019-2020,2020
Robert Hagg,24,PHI,D,49,3,10,13,14,30,3.3,2,1,0,0,10,0,0,38,7.9,764,79,136,0,0,,haggro01,2019-2020,2020
Nicolas Hague,21,VEG,D,38,1,10,11,0,32,1.7,0,1,0,0,7,3,0,54,1.9,611,26,69,0,0,,hagueni01,2019-2020,2020
Ron Hainsey,38,OTT,D,64,1,11,12,10,12,3.1,1,0,0,1,8,0,3,43,2.3,1324,102,51,0,0,,hainsro01,2019-2020,2020
Libor Hajek,21,NYR,D,28,0,5,5,-4,12,0.4,0,0,0,0,5,0,0,23,0.0,448,44,24,0,0,,hajekli01,2019-2020,2020
Jani Hakanpaa,27,ANA,D,5,1,0,1,1,2,0.4,1,0,0,0,0,0,0,4,25.0,91,7,15,0,0,,hakanja01,2019-2020,2020
Micheal Haley,33,NYR,C,22,1,0,1,-7,50,-0.3,1,0,0,0,0,0,0,9,11.1,122,6,36,7,5,58.3,haleymi01,2019-2020,2020
Taylor Hall,28,ARI,LW,35,10,17,27,-3,14,2.7,8,2,0,1,13,4,0,123,8.1,671,20,22,7,16,30.4,hallta02,2019-2020,2020
Taylor Hall,28,NJD,LW,30,6,19,25,-11,20,1.9,4,2,0,0,9,10,0,109,5.5,576,9,25,13,15,46.4,hallta02,2019-2020,2020
Dan Hamhuis,37,NSH,D,60,0,8,8,6,35,1.7,0,0,0,0,8,0,0,44,0.0,871,53,64,0,0,,hamhuda01,2019-2020,2020
Dougie Hamilton,26,CAR,D,47,14,26,40,30,32,8.6,12,2,0,3,15,10,1,170,8.2,1094,63,52,0,0,,hamildo01,2019-2020,2020
Travis Hamonic,29,CGY,D,50,3,9,12,-3,27,2.5,3,0,0,0,9,0,0,83,3.6,1060,110,39,0,0,,hamontr01,2019-2020,2020
Noah Hanifin,23,CGY,D,70,5,17,22,-12,12,3.5,4,1,0,0,13,4,0,132,3.8,1482,89,82,0,0,,hanifno01,2019-2020,2020
Joel Hanley,28,DAL,D,8,0,2,2,0,6,0.3,0,0,0,0,2,0,0,4,0.0,91,8,3,0,0,,hanlejo01,2019-2020,2020
Jansen Harkins,22,WPG,C,29,2,5,7,-2,5,0.3,2,0,0,0,5,0,0,29,6.9,308,10,8,0,5,0.0,harkija01,2019-2020,2020
Scott Harrington,26,CBJ,D,39,1,7,8,-3,16,1.5,1,0,0,0,7,0,0,37,2.7,544,48,46,0,0,,harrisc01,2019-2020,2020
Ryan Hartman,25,MIN,RW,69,9,11,20,4,69,1.6,8,1,0,1,11,0,0,114,7.9,846,54,44,83,69,54.6,hartmry01,2019-2020,2020
Garnet Hathaway,28,WSH,RW,66,9,7,16,6,79,1.5,9,0,0,1,6,0,1,80,11.3,711,46,189,9,20,31.0,hathaga01,2019-2020,2020
Erik Haula,28,CAR,LW,41,12,10,22,1,20,2.4,8,4,0,2,6,4,0,78,15.4,650,11,18,333,285,53.9,haulaer01,2019-2020,2020
Erik Haula,28,FLA,LW,7,0,2,2,0,2,0.0,0,0,0,0,2,0,0,14,0.0,110,4,9,48,38,55.8,haulaer01,2019-2020,2020
Jayce Hawryluk,24,FLA,C,15,1,2,3,-1,8,0.1,1,0,0,0,2,0,0,10,10.0,145,6,32,0,4,0.0,hawryja01,2019-2020,2020
Jayce Hawryluk,24,OTT,C,11,2,5,7,2,8,0.8,2,0,0,0,5,0,0,16,12.5,143,3,33,4,4,50.0,hawryja01,2019-2020,2020
John Hayden,24,NJD,C,43,3,1,4,-2,77,0.0,3,0,0,1,1,0,0,39,7.7,418,27,87,4,15,21.1,haydejo01,2019-2020,2020
Kevin Hayes,27,PHI,RW,69,23,18,41,-6,34,4.1,15,4,4,5,15,3,0,175,13.1,1223,22,88,415,411,50.2,hayeske01,2019-2020,2020
Barrett Hayton,19,ARI,C,20,1,3,4,2,14,0.3,1,0,0,1,3,0,0,27,3.7,223,3,14,23,38,37.7,haytoba01,2019-2020,2020
Victor Hedman,29,TBL,D,66,11,44,55,27,31,9.5,7,4,0,3,26,18,0,155,7.1,1588,98,73,0,0,,hedmavi01,2019-2020,2020
Tim Heed,29,SJS,D,38,1,4,5,-10,2,0.6,1,0,0,0,3,1,0,44,2.3,494,30,16,0,1,0.0,heedti01,2019-2020,2020
Danton Heinen,24,BOS,C,58,7,15,22,3,8,1.7,4,3,0,2,12,3,0,90,7.8,822,32,33,5,7,41.7,heineda01,2019-2020,2020
Danton Heinen,24,ANA,C,9,3,1,4,-5,2,0.3,3,0,0,0,1,0,0,19,15.8,147,2,2,0,1,0.0,heineda01,2019-2020,2020
Ville Heinola,18,WPG,D,8,1,4,5,3,4,1.0,1,0,0,0,3,1,0,10,10.0,145,5,3,0,0,,heinovi01,2019-2020,2020
Miro Heiskanen,20,DAL,D,68,8,27,35,14,12,7.8,8,0,0,0,20,7,0,163,4.9,1616,84,40,0,0,,heiskmi01,2019-2020,2020
Darren Helm,33,DET,C,68,9,7,16,-6,37,1.1,8,0,1,0,6,0,1,102,8.8,934,26,88,15,13,53.6,helmda01,2019-2020,2020
Adam Henrique,29,ANA,C,71,26,17,43,-3,22,5.2,21,5,0,1,13,4,0,169,15.4,1198,32,75,512,419,55.0,henriad01,2019-2020,2020
Tomas Hertl,26,SJS,C,48,16,20,36,-18,16,3.3,12,2,2,1,15,5,0,117,13.7,885,25,29,433,357,54.8,hertlto01,2019-2020,2020
Joe Hicketts,23,DET,D,6,0,2,2,-5,2,0.0,0,0,0,0,2,0,0,6,0.0,110,13,14,0,0,,hickejo01,2019-2020,2020
Matthew Highmore,23,CHI,LW,36,2,4,6,-1,6,0.2,2,0,0,0,4,0,0,35,5.7,353,9,38,1,3,25.0,highmma01,2019-2020,2020
Vinnie Hinostroza,25,ARI,C,68,5,17,22,1,14,1.5,5,0,0,0,15,1,1,132,3.8,891,26,51,26,35,42.6,hinosvi01,2019-2020,2020
Roope Hintz,23,DAL,LW,60,19,14,33,3,16,4.2,14,3,2,5,3,11,0,120,15.8,885,28,73,172,173,49.9,hintzro01,2019-2020,2020
Taro Hirose,23,DET,LW,26,2,5,7,-12,6,0.0,2,0,0,0,0,5,0,21,9.5,326,16,13,0,5,0.0,hirosta01,2019-2020,2020
Nico Hischier,21,NJD,C,58,14,22,36,-16,12,2.9,11,2,1,1,13,8,1,123,11.4,1048,37,48,507,473,51.7,hischni01,2019-2020,2020
Niklas Hjalmarsson,32,ARI,D,27,1,4,5,-2,14,1.1,1,0,0,0,3,0,1,18,5.6,507,45,20,0,0,,hjalmni01,2019-2020,2020
Mike Hoffman,30,FLA,C,69,29,30,59,-5,28,6.6,18,11,0,3,20,10,0,214,13.6,1162,22,33,7,8,46.7,hoffmmi02,2019-2020,2020
Nick Holden,32,VEG,D,61,6,8,14,-1,13,2.8,5,1,0,0,7,0,1,101,5.9,1150,74,129,0,0,,holdeni01,2019-2020,2020
Justin Holl,28,TOR,D,68,2,16,18,13,43,3.5,2,0,0,0,16,0,0,89,2.2,1259,83,89,0,0,,hollju01,2019-2020,2020
Korbinian Holzer,31,ANA,D,46,1,3,4,-1,35,1.2,1,0,0,0,2,0,1,35,2.9,746,85,90,0,0,,holzeko01,2019-2020,2020
Korbinian Holzer,31,NSH,D,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,0.0,39,11,7,0,0,,holzeko01,2019-2020,2020
Patric Hornqvist,33,PIT,RW,52,17,15,32,9,36,3.9,14,3,0,2,11,4,0,168,10.1,828,41,107,2,4,33.3,hornqpa01,2019-2020,2020
Bo Horvat,24,VAN,C,69,22,31,53,-15,21,4.6,10,12,0,2,27,4,0,178,12.4,1362,66,55,850,633,57.3,horvabo01,2019-2020,2020
Brett Howden,21,NYR,C,70,9,10,19,-11,28,0.6,8,1,0,2,7,1,2,64,14.1,920,67,69,251,270,48.2,howdebr01,2019-2020,2020
Filip Hronek,22,DET,D,65,9,22,31,-38,46,3.6,8,1,0,0,13,9,0,125,7.2,1553,74,105,0,0,,hronefi01,2019-2020,2020
Jonathan Huberdeau,26,FLA,LW,69,23,55,78,5,30,8.0,18,5,0,3,31,24,0,152,15.1,1295,26,51,24,37,39.3,huberjo01,2019-2020,2020
Charles Hudon,25,MTL,LW,15,1,1,2,-9,0,-0.3,1,0,0,1,1,0,0,22,4.5,173,2,25,1,3,25.0,hudonch01,2019-2020,2020
Cameron Hughes,23,BOS,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,10,2,1,0,0,,hugheca01,2019-2020,2020
Jack Hughes,18,NJD,C,61,7,14,21,-26,10,0.4,3,4,0,2,9,5,0,123,5.7,968,21,12,167,295,36.1,hugheja03,2019-2020,2020
Quinn Hughes,20,VAN,D,68,8,45,53,-10,22,6.5,5,3,0,2,23,22,0,126,6.3,1488,46,7,0,0,,hughequ01,2019-2020,2020
Brad Hunt,31,MIN,D,59,8,11,19,-7,6,2.8,5,3,0,0,4,7,0,106,7.5,893,39,12,0,0,,huntbr01,2019-2020,2020
Dryden Hunt,24,FLA,LW,21,0,4,4,0,24,0.0,0,0,0,0,4,0,0,33,0.0,220,7,37,0,0,,huntdr01,2019-2020,2020
Ben Hutton,26,LAK,D,65,4,12,16,5,14,4.0,4,0,0,1,12,0,0,114,3.5,1187,76,51,0,0,,huttobe01,2019-2020,2020
Zach Hyman,27,TOR,C,51,21,16,37,13,23,4.5,17,3,1,1,13,3,0,106,19.8,974,23,52,70,90,43.8,hymanza01,2019-2020,2020
Alex Iafallo,26,LAK,C,70,17,26,43,1,14,4.2,11,6,0,3,23,3,0,142,12.0,1325,47,49,11,12,47.8,iafalal01,2019-2020,2020
Matt Irwin,32,NSH,D,27,0,2,2,-8,11,-0.2,0,0,0,0,2,0,0,40,0.0,319,30,53,0,0,,irwinma01,2019-2020,2020
Matt Irwin,32,ANA,D,9,0,1,1,-7,4,-0.2,0,0,0,0,1,0,0,18,0.0,202,24,27,0,0,,irwinma01,2019-2020,2020
Joshua Jacobs,23,NJD,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,3,0.0,33,4,3,0,0,,jacobjo01,2019-2020,2020
Mark Jankowski,25,CGY,C,56,5,2,7,-12,14,-0.2,5,0,0,0,2,0,0,38,13.2,621,33,14,191,235,44.8,jankoma01,2019-2020,2020
Mattias Janmark,27,DAL,C,62,6,15,21,-5,12,1.3,4,1,1,0,10,4,1,86,7.0,906,37,22,30,39,43.5,janmama02,2019-2020,2020
Calle Jarnkrok,28,NSH,C,64,15,19,34,4,14,3.3,11,2,2,1,12,7,0,136,11.0,1020,27,28,33,37,47.1,jarnkca01,2019-2020,2020
Christian Jaros,23,OTT,D,13,0,3,3,-2,6,0.3,0,0,0,0,2,0,1,5,0.0,137,12,14,0,0,,jarosch01,2019-2020,2020
Boone Jenner,26,CBJ,C,70,11,13,24,-14,36,1.2,9,2,0,1,10,2,1,179,6.1,1268,80,109,644,523,55.2,jennebo01,2019-2020,2020
Nick Jensen,29,WSH,D,68,0,8,8,1,13,1.3,0,0,0,0,7,1,0,61,0.0,1212,71,59,0,0,,jenseni02,2019-2020,2020
Ryan Johansen,27,NSH,C,68,14,22,36,-5,45,2.8,10,3,1,2,16,6,0,101,13.9,1160,34,39,549,483,53.2,johanry01,2019-2020,2020
Marcus Johansson,29,BUF,C,60,9,21,30,-12,20,1.9,8,1,0,1,16,5,0,87,10.3,1029,22,39,197,294,40.1,johanma03,2019-2020,2020
Stephen Johns,27,DAL,D,17,2,3,5,0,10,1.1,2,0,0,0,3,0,0,30,6.7,300,20,50,0,0,,johnsst03,2019-2020,2020
Adam Johnson,25,PIT,C,7,1,1,2,-1,2,0.2,1,0,0,0,1,0,0,5,20.0,47,3,4,0,0,,johnsad01,2019-2020,2020
Erik Johnson,31,COL,D,59,3,13,16,9,20,3.1,3,0,0,1,13,0,0,99,3.0,1242,115,97,0,0,,johnser01,2019-2020,2020
Jack Johnson,33,PIT,D,67,3,8,11,-1,26,2.5,2,0,1,0,8,0,0,63,4.8,1304,97,183,0,0,,johnsja02,2019-2020,2020
Luke Johnson,25,MIN,C,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0.0,35,0,6,16,16,50.0,johnslu01,2019-2020,2020
Tyler Johnson,29,TBL,C,65,14,17,31,9,16,3.1,13,1,0,2,11,6,0,113,12.4,945,22,62,173,180,49.0,johnsty01,2019-2020,2020
Andreas Johnsson,25,TOR,LW,43,8,13,21,0,14,1.6,4,4,0,1,12,1,0,78,10.3,677,21,43,0,2,0.0,johnsan01,2019-2020,2020
Ross Johnston,25,NYI,LW,32,3,1,4,1,78,0.3,3,0,0,0,1,0,0,16,18.8,256,14,93,1,0,100.0,johnsro02,2019-2020,2020
Henri Jokiharju,20,BUF,D,69,4,11,15,-6,32,2.6,3,1,0,0,10,1,0,78,5.1,1188,63,74,0,0,,jokihhe01,2019-2020,2020
Caleb Jones,22,EDM,D,43,4,5,9,-1,10,1.9,4,0,0,1,4,1,0,38,10.5,608,46,33,0,0,,jonesca01,2019-2020,2020
Max Jones,21,ANA,LW,59,8,4,12,-6,36,0.5,7,0,1,0,3,1,0,102,7.8,842,18,82,11,16,40.7,jonesma03,2019-2020,2020
Seth Jones,25,CBJ,D,56,6,24,30,10,20,6.5,4,2,0,0,16,7,1,126,4.8,1416,123,62,0,0,,jonesse01,2019-2020,2020
Mathieu Joseph,22,TBL,RW,37,4,3,7,-2,16,0.2,4,0,0,0,2,0,1,35,11.4,426,10,47,4,10,28.6,josepma01,2019-2020,2020
Roman Josi,29,NSH,D,69,16,49,65,22,41,10.9,12,4,0,1,30,19,0,260,6.2,1779,108,52,0,0,,josiro01,2019-2020,2020
Tyson Jost,21,COL,C,67,8,15,23,11,22,2.0,7,1,0,0,11,4,0,115,7.0,855,18,58,85,170,33.3,jostty01,2019-2020,2020
Tomas Jurco,27,EDM,RW,12,0,2,2,1,4,0.1,0,0,0,0,2,0,0,7,0.0,120,3,4,2,2,50.0,jurcoto01,2019-2020,2020
Nazem Kadri,29,COL,C,51,19,17,36,7,97,4.2,15,4,0,1,10,7,0,133,14.3,889,9,61,407,310,56.8,kadrina01,2019-2020,2020
Dominik Kahun,24,PIT,C,50,10,17,27,6,8,2.9,9,1,0,2,16,1,0,79,12.7,673,20,5,28,25,52.8,kahundo01,2019-2020,2020
Dominik Kahun,24,BUF,C,6,2,2,4,2,0,0.6,2,0,0,0,2,0,0,8,25.0,71,2,0,1,6,14.3,kahundo01,2019-2020,2020
Kaapo Kakko,18,NYR,RW,66,10,13,23,-26,14,0.5,8,2,0,3,2,11,0,109,9.2,942,11,20,2,4,33.3,kakkoka01,2019-2020,2020
Vladislav Kamenev,23,COL,LW,38,1,7,8,-2,8,0.2,1,0,0,1,5,2,0,32,3.1,341,16,34,57,50,53.3,kamenvl01,2019-2020,2020
David Kampf,25,CHI,C,70,8,8,16,-11,8,0.3,7,0,1,2,8,0,0,90,8.9,957,26,52,313,285,52.3,kampfda01,2019-2020,2020
Steven Kampfer,31,BOS,D,10,0,2,2,2,2,0.5,0,0,0,0,0,2,0,13,0.0,136,8,15,0,0,,kampfst01,2019-2020,2020
Evander Kane,28,SJS,LW,64,26,21,47,-12,122,5.1,10,14,2,6,17,4,0,216,12.0,1250,25,135,106,95,52.7,kaneev01,2019-2020,2020
Patrick Kane,31,CHI,RW,70,33,51,84,8,40,9.6,25,8,0,2,36,15,0,275,12.0,1494,19,24,1,3,25.0,kanepa01,2019-2020,2020
Kasperi Kapanen,23,TOR,RW,69,13,23,36,0,22,2.9,11,0,2,2,20,3,0,121,10.7,1090,17,73,2,13,13.3,kapanka01,2019-2020,2020
Erik Karlsson,29,SJS,D,56,6,34,40,-15,16,5.5,4,1,1,0,22,12,0,120,5.0,1373,74,26,0,0,,karlser01,2019-2020,2020
Melker Karlsson,29,SJS,C,61,6,6,12,-7,20,0.5,6,0,0,0,6,0,0,56,10.7,748,39,38,14,17,45.2,karlsme01,2019-2020,2020
William Karlsson,27,VEG,C,63,15,31,46,11,16,4.6,11,2,2,1,22,6,3,138,10.9,1189,38,40,491,455,51.9,karlswi01,2019-2020,2020
David Kase,23,PHI,RW,6,1,0,1,1,0,0.1,1,0,0,1,0,0,0,5,20.0,59,1,4,1,0,100.0,kaseda01,2019-2020,2020
Ondrej Kase,24,ANA,RW,49,7,16,23,-7,10,1.5,6,0,1,0,14,2,0,135,5.2,823,13,9,6,23,20.7,kaseon01,2019-2020,2020
Ondrej Kase,24,BOS,RW,6,0,1,1,0,4,0.0,0,0,0,0,1,0,0,9,0.0,87,4,4,0,0,,kaseon01,2019-2020,2020
Zack Kassian,29,EDM,RW,59,15,19,34,0,69,3.6,15,0,0,1,19,0,0,99,15.2,924,8,157,1,2,33.3,kassiza01,2019-2020,2020
Martin Kaut,20,COL,RW,9,2,1,3,-1,2,0.3,1,1,0,0,1,0,0,13,15.4,91,0,9,1,0,100.0,kautma01,2019-2020,2020
Duncan Keith,36,CHI,D,61,3,24,27,1,18,4.2,1,2,0,0,15,9,0,111,2.7,1488,117,26,0,0,,keithdu01,2019-2020,2020
Clayton Keller,21,ARI,C,70,17,27,44,-6,28,4.4,15,2,0,2,14,13,0,184,9.2,1141,13,20,8,13,38.1,kellecl01,2019-2020,2020
Joel Kellman,25,SJS,F,31,3,4,7,-1,4,0.5,3,0,0,1,3,0,1,31,9.7,359,18,28,112,126,47.1,kellmjo01,2019-2020,2020
Adrian Kempe,23,LAK,LW,69,11,21,32,-10,29,2.4,7,2,2,2,11,8,2,148,7.4,1105,17,71,92,131,41.3,kempead01,2019-2020,2020
Michal Kempny,29,WSH,D,58,3,15,18,19,22,3.9,3,0,0,0,15,0,0,73,4.1,1081,72,42,0,0,,kempnmi01,2019-2020,2020
Alexander Kerfoot,25,TOR,C,65,9,19,28,-2,32,1.8,8,1,0,1,17,2,0,88,10.2,960,41,48,191,216,46.9,kerfoal01,2019-2020,2020
Phil Kessel,32,ARI,RW,70,14,24,38,-21,22,2.8,5,9,0,2,16,8,0,153,9.2,1200,20,11,2,7,22.2,kesseph01,2019-2020,2020
Jujhar Khaira,25,EDM,LW,64,6,4,10,-19,38,-0.3,6,0,0,1,4,0,0,69,8.7,802,30,136,34,32,51.5,khairju01,2019-2020,2020
Alex Killorn,30,TBL,C,68,26,23,49,19,20,6.0,18,8,0,7,18,5,0,130,20.0,1219,15,59,5,14,26.3,killoal01,2019-2020,2020
Joel Kiviranta,23,DAL,F,11,1,0,1,-1,4,0.0,1,0,0,0,0,0,0,13,7.7,117,3,17,0,0,,kivirjo01,2019-2020,2020
Oscar Klefbom,26,EDM,D,62,5,29,34,-17,24,4.4,3,2,0,0,13,16,0,159,3.1,1576,180,45,0,0,,klefbos01,2019-2020,2020
John Klingberg,27,DAL,D,58,6,26,32,-10,22,5.0,4,2,0,0,11,15,0,120,5.0,1286,72,29,0,0,,klingjo01,2019-2020,2020
Nikolai Knyzhov,21,SJS,D,3,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,0,,32,4,4,0,0,,knyzhni01,2019-2020,2020
Slater Koekkoek,25,CHI,D,42,1,9,10,3,42,1.9,1,0,0,1,9,0,0,47,2.1,704,58,64,0,0,,koekksl01,2019-2020,2020
Mikko Koivu,36,MIN,C,55,4,17,21,2,28,1.1,3,1,0,0,10,6,1,74,5.4,856,33,25,431,380,53.1,koivumi01,2019-2020,2020
Otto Koivula,21,NYI,LW,12,0,0,0,0,2,-0.2,0,0,0,0,0,0,0,4,0.0,95,4,12,24,41,36.9,koivuot01,2019-2020,2020
Keegan Kolesar,22,VEG,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,0,2,1,0,100.0,koleske01,2019-2020,2020
Leo Komarov,33,NYI,C,48,4,10,14,2,10,0.9,4,0,0,1,9,0,1,46,8.7,605,29,123,34,52,39.5,komarle01,2019-2020,2020
Travis Konecny,22,PHI,C,66,24,37,61,-1,28,6.7,19,5,0,3,19,18,0,141,17.0,1109,30,63,24,25,49.0,konectr01,2019-2020,2020
Anze Kopitar,32,LAK,C,70,21,41,62,6,16,6.5,13,7,1,5,27,14,0,135,15.6,1473,56,49,777,631,55.2,kopitan01,2019-2020,2020
Egor Korshkov,23,TOR,F,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100.0,10,0,1,0,0,,korsheg01,2019-2020,2020
Klim Kostin,20,STL,C,4,1,0,1,1,0,0.2,1,0,0,0,0,0,0,5,20.0,34,0,6,0,0,,kostikl01,2019-2020,2020
Jesperi Kotkaniemi,19,MTL,C,36,6,2,8,-11,23,0.2,5,1,0,0,1,1,0,55,10.9,468,16,51,125,167,42.8,kotkaje01,2019-2020,2020
Ilya Kovalchuk,36,MTL,LW,22,6,7,13,6,2,1.5,5,1,0,3,6,1,0,62,9.7,416,11,28,8,11,42.1,kovalil01,2019-2020,2020
Ilya Kovalchuk,36,LAK,LW,17,3,6,9,-10,12,0.5,2,1,0,0,4,2,0,35,8.6,262,9,12,0,4,0.0,kovalil01,2019-2020,2020
Ilya Kovalchuk,36,WSH,LW,7,1,3,4,0,4,0.3,1,0,0,0,3,0,0,18,5.6,103,3,12,0,1,0.0,kovalil01,2019-2020,2020
Chris Kreider,28,NYR,LW,63,24,21,45,13,58,5.4,15,9,0,5,17,4,0,156,15.4,1087,42,116,53,70,43.1,kreidch01,2019-2020,2020
David Krejci,33,BOS,C,61,13,30,43,14,23,4.5,10,3,0,3,19,11,0,83,15.7,1048,32,37,370,367,50.2,krejcda01,2019-2020,2020
Torey Krug,28,BOS,D,61,9,40,49,-4,33,6.7,7,2,0,4,14,26,0,144,6.3,1250,48,36,0,0,,krugto01,2019-2020,2020
Dominik Kubalík,24,CHI,LW,68,30,16,46,2,16,6.1,26,4,0,3,12,4,0,157,19.1,977,17,79,6,13,31.6,kubaldo01,2019-2020,2020
Nikita Kucherov,26,TBL,RW,68,33,52,85,26,38,10.5,29,4,0,6,31,21,0,210,15.7,1283,19,37,0,1,0.0,kucheni01,2019-2020,2020
Karson Kuhlman,24,BOS,C,25,1,5,6,3,13,0.3,0,1,0,0,5,0,0,45,2.2,313,8,36,1,3,25.0,kuhlmka01,2019-2020,2020
Tom Kuhnhackl,28,NYI,RW,28,3,3,6,-4,2,0.3,3,0,0,1,2,0,1,28,10.7,316,22,31,0,0,,kuhnhto01,2019-2020,2020
Dean Kukan,26,CBJ,D,33,1,4,5,-9,12,0.7,0,1,0,0,4,0,0,51,2.0,527,28,24,0,0,,kukande01,2019-2020,2020
Brett Kulak,26,MTL,D,56,0,7,7,-1,12,1.4,0,0,0,0,7,0,0,101,0.0,960,50,59,0,0,,kulakbr01,2019-2020,2020
Dmitry Kulikov,29,WPG,D,51,2,8,10,-4,32,1.8,2,0,0,1,8,0,0,54,3.7,1021,77,104,0,0,,kulikdm01,2019-2020,2020
Luke Kunin,22,MIN,C,63,15,16,31,-10,55,2.6,14,0,1,1,14,2,0,128,11.7,974,54,64,210,262,44.5,kuninlu01,2019-2020,2020
Janne Kuokkanen,21,NJD,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,0,3,0,0,,kuokkja01,2019-2020,2020
Sean Kuraly,27,BOS,C,69,6,17,23,-2,34,1.4,6,0,0,0,15,1,1,95,6.3,917,31,145,254,267,48.8,kuralse01,2019-2020,2020
Evgeny Kuznetsov,27,WSH,C,63,19,33,52,-2,40,5.1,13,6,0,0,27,6,0,129,14.7,1124,16,35,348,455,43.3,kuzneev01,2019-2020,2020
Oliver Kylington,22,CGY,D,48,2,5,7,-6,16,1.2,2,0,0,0,5,0,0,37,5.4,658,34,36,0,0,,kylinol01,2019-2020,2020
Jordan Kyrou,21,STL,C,28,4,5,9,1,8,0.9,4,0,0,0,4,1,0,39,10.3,305,8,8,2,3,40.0,kyroujo01,2019-2020,2020
Joel L'Esperance,24,DAL,RW,3,1,0,1,0,2,0.2,1,0,0,0,0,0,0,2,50.0,22,1,1,0,1,0.0,lespejo01,2019-2020,2020
Kevin Labanc,24,SJS,RW,70,14,19,33,-33,38,1.9,11,3,0,3,13,6,0,176,8.0,1125,24,46,2,10,16.7,labanke01,2019-2020,2020
Andrew Ladd,34,NYI,LW,4,1,0,1,2,4,0.2,1,0,0,0,0,0,0,5,20.0,48,0,23,0,0,,laddan01,2019-2020,2020
Paul Ladue,27,LAK,D,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,0.0,26,3,2,0,0,,laduepa01,2019-2020,2020
Sam Lafferty,24,PIT,C,50,6,7,13,5,23,1.3,6,0,0,1,7,0,0,56,10.7,481,17,95,117,119,49.6,laffesa01,2019-2020,2020
William Lagesson,23,EDM,D,8,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,8,0.0,95,12,4,0,0,,lageswi01,2019-2020,2020
Patrik Laine,21,WPG,RW,68,28,35,63,8,22,7.1,20,8,0,1,27,8,0,226,12.4,1320,35,97,10,17,37.0,lainepa01,2019-2020,2020
Maxime Lajoie,22,OTT,D,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,47,3,2,0,0,,lajoima01,2019-2020,2020
Gabriel Landeskog,27,COL,LW,54,21,23,44,-2,47,4.6,15,6,0,4,14,9,0,145,14.5,1082,35,86,274,212,56.4,landega01,2019-2020,2020
