Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Christian Fischer,23,ARI,RW,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,1,0.0,60,3,19,0,2,0.0,fischch01,2020-2021,2021
Haydn Fleury,24,CAR,D,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,5,0.0,49,5,5,0,0,,fleurha01,2020-2021,2021
Warren Foegele,24,CAR,LW,3,0,0,0,-2,6,-0.1,0,0,0,0,0,0,0,8,0.0,40,1,3,0,1,0.0,foegewa01,2020-2021,2021
Marcus Foligno,29,MIN,LW,5,1,1,2,3,2,0.3,1,0,0,0,1,0,0,4,25.0,75,2,16,1,1,50.0,foligma01,2020-2021,2021
Nick Foligno,33,CBJ,LW,6,3,0,3,0,7,0.4,2,1,0,0,0,0,0,12,25.0,99,7,11,28,23,54.9,foligni01,2020-2021,2021
Callan Foote,22,TBL,D,2,0,0,0,2,0,0.2,0,0,0,0,0,0,0,3,0.0,26,1,2,0,0,,footeca01,2020-2021,2021
Derek Forbort,28,WPG,D,5,0,3,3,2,4,0.5,0,0,0,0,3,0,0,6,0.0,103,9,8,0,0,,forbode01,2020-2021,2021
Filip Forsberg,26,NSH,C,4,3,0,3,0,4,0.5,3,0,0,1,0,0,0,11,27.3,73,4,6,0,0,,forsbfi01,2020-2021,2021
Gustav Forsling,24,FLA,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,22,3,1,0,0,,forslgu02,2020-2021,2021
Liam Foudy,20,CBJ,C,6,0,2,2,3,0,0.2,0,0,0,0,2,0,0,11,0.0,82,1,3,2,2,50.0,foudyli01,2020-2021,2021
Cam Fowler,29,ANA,D,5,1,0,1,-3,0,0.2,1,0,0,0,0,0,0,5,20.0,114,8,1,0,0,,fowleca01,2020-2021,2021
Adam Fox,22,NYR,D,4,1,3,4,0,0,0.7,0,1,0,0,0,3,0,11,9.1,95,10,2,0,0,,foxad01,2020-2021,2021
Trent Frederic,22,BOS,C,5,0,1,1,2,0,0.1,0,0,0,0,1,0,0,6,0.0,60,1,6,1,4,20.0,fredetr01,2020-2021,2021
Mark Friedman,25,PHI,D,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1,0.0,21,0,2,0,0,,friedma01,2020-2021,2021
Morgan Frost,21,PHI,C,2,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,,20,0,0,10,10,50.0,frostmo01,2020-2021,2021
Sam Gagner,31,DET,C,4,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,6,0.0,50,0,0,3,8,27.3,gagnesa01,2020-2021,2021
Alex Galchenyuk,26,OTT,C,2,1,0,1,-1,4,0.1,0,1,0,0,0,0,0,5,20.0,23,0,3,0,0,,galchal01,2020-2021,2021
Brendan Gallagher,28,MTL,RW,6,2,2,4,2,2,0.5,2,0,0,1,2,0,0,24,8.3,92,1,4,6,4,60.0,gallabr01,2020-2021,2021
Dylan Gambrell,24,SJS,C,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,29,2,2,8,9,47.1,gambrdy01,2020-2021,2021
Jake Gardiner,30,CAR,D,3,0,2,2,2,0,0.5,0,0,0,0,1,1,0,3,0.0,44,1,2,0,0,,gardija01,2020-2021,2021
Conor Garland,24,ARI,RW,5,2,4,6,3,4,0.8,1,1,0,0,3,1,0,20,10.0,83,1,1,0,1,0.0,garlaco01,2020-2021,2021
Adam Gaudette,24,VAN,C,6,1,0,1,-5,4,-0.1,1,0,0,0,0,0,0,14,7.1,60,0,3,15,21,41.7,gaudead01,2020-2021,2021
Johnny Gaudreau,27,CGY,LW,3,2,2,4,1,0,0.6,1,1,0,0,0,2,0,7,28.6,57,0,0,0,0,,gaudrjo01,2020-2021,2021
Julien Gauthier,23,NYR,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,26,0,7,0,1,0.0,gauthju01,2020-2021,2021
Vladislav Gavrikov,25,CBJ,D,6,1,0,1,0,2,0.3,1,0,0,1,0,0,0,4,25.0,118,7,6,0,0,,gavrivl01,2020-2021,2021
Morgan Geekie,22,CAR,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,20,0,2,5,6,45.5,geekimo01,2020-2021,2021
Nathan Gerbe,33,CBJ,C,1,0,1,1,1,2,0.1,0,0,0,0,1,0,0,1,0.0,10,1,2,0,0,,gerbena01,2020-2021,2021
Ryan Getzlaf,35,ANA,C,5,0,2,2,0,4,0.1,0,0,0,0,2,0,0,7,0.0,88,6,17,35,36,49.3,getzlry01,2020-2021,2021
Dennis Gilbert,24,COL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,0,1,0,0,,gilbede01,2020-2021,2021
Mark Giordano,37,CGY,D,3,1,1,2,-2,0,0.3,0,1,0,0,1,0,0,9,11.1,64,4,0,0,0,,giordma01,2020-2021,2021
Samuel Girard,22,COL,D,5,0,5,5,1,2,0.8,0,0,0,0,1,4,0,11,0.0,101,1,4,0,0,,girarsa01,2020-2021,2021
Claude Giroux,33,PHI,C,6,0,4,4,2,2,0.2,0,0,0,0,2,2,0,7,0.0,107,1,7,48,39,55.2,giroucl01,2020-2021,2021
Cody Glass,21,VEG,C,3,1,1,2,0,0,0.2,0,1,0,0,1,0,0,2,50.0,39,1,1,14,9,60.9,glassco01,2020-2021,2021
Luke Glendening,31,DET,C,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,4,0.0,71,9,6,58,26,69.0,glendlu01,2020-2021,2021
Alex Goligoski,35,ARI,D,5,0,1,1,2,2,0.3,0,0,0,0,1,0,0,5,0.0,110,8,7,0,0,,goligal01,2020-2021,2021
Barclay Goodrow,27,TBL,RW,4,0,2,2,2,4,0.1,0,0,0,0,2,0,0,4,0.0,60,1,4,5,10,33.3,goodrba01,2020-2021,2021
Yanni Gourde,29,TBL,C,4,1,2,3,2,0,0.3,1,0,0,0,2,0,0,5,20.0,62,0,2,20,23,46.5,gourdya01,2020-2021,2021
Mikael Granlund,28,NSH,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,18,2,0,2,2,50.0,granlmi01,2020-2021,2021
Derek Grant,30,ANA,C,5,0,1,1,0,2,0.0,0,0,0,0,1,0,0,8,0.0,78,6,4,42,35,54.5,grantde01,2020-2021,2021
Ryan Graves,25,COL,D,5,0,1,1,-5,2,-0.1,0,0,0,0,1,0,0,9,0.0,88,6,7,0,0,,gravery01,2020-2021,2021
Andy Greene,38,NYI,D,4,0,0,0,1,0,0.3,0,0,0,0,0,0,0,2,0.0,69,13,3,0,0,,greenan01,2020-2021,2021
Jordan Greenway,23,MIN,LW,5,1,4,5,6,8,0.8,1,0,0,0,4,0,0,6,16.7,78,3,5,1,2,33.3,greenjo02,2020-2021,2021
Noah Gregor,22,SJS,C,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,7,0.0,36,2,2,7,15,31.8,gregono01,2020-2021,2021
Mikhail Grigorenko,26,CBJ,C,6,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,7,14.3,90,4,3,1,3,25.0,grigomi01,2020-2021,2021
Rocco Grimaldi,27,NSH,C,3,1,1,2,-2,0,0.2,1,0,0,0,1,0,0,4,25.0,39,0,1,0,0,,grimaro01,2020-2021,2021
Carl Grundstrom,23,LAK,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,29,0,7,0,0,,grundca01,2020-2021,2021
Matt Grzelcyk,27,BOS,D,4,0,2,2,-1,6,0.3,0,0,0,0,1,1,0,13,0.0,79,3,0,0,0,,grzelma01,2020-2021,2021
Radko Gudas,30,FLA,D,2,0,1,1,2,0,0.2,0,0,0,0,1,0,0,4,0.0,30,3,11,0,0,,gudasra01,2020-2021,2021
Erik Gudbranson,29,OTT,D,5,0,1,1,-5,6,-0.3,0,0,0,0,1,0,0,6,0.0,97,12,16,0,0,,gudbrer01,2020-2021,2021
Jake Guentzel,26,PIT,C,5,1,3,4,-5,6,0.2,0,1,0,0,2,1,0,13,7.7,101,1,4,0,1,0.0,guentja01,2020-2021,2021
Carl Gunnarsson,34,STL,D,3,0,1,1,1,4,0.1,0,0,0,0,1,0,0,1,0.0,40,7,2,0,0,,gunnaca01,2020-2021,2021
Denis Gurianov,23,DAL,RW,1,1,0,1,0,2,0.2,0,1,0,0,0,0,0,3,33.3,15,0,0,0,0,,guriade01,2020-2021,2021
Nikita Gusev,28,NJD,LW,4,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,14,0.0,56,0,1,0,0,,gusevni01,2020-2021,2021
Erik Gustafsson,28,PHI,D,6,0,3,3,-2,0,0.1,0,0,0,0,1,2,0,6,0.0,112,6,5,0,0,,gustaer02,2020-2021,2021
Brandon Hagel,22,CHI,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,21,2,1,0,0,,hagelbr01,2020-2021,2021
Carl Hagelin,32,WSH,LW,5,0,0,0,2,0,-0.1,0,0,0,0,0,0,0,5,0.0,70,2,1,0,3,0.0,hagelca01,2020-2021,2021
Robert Hagg,25,PHI,D,6,0,0,0,0,2,0.0,0,0,0,0,0,0,0,5,0.0,98,6,20,0,0,,haggro01,2020-2021,2021
Nicolas Hague,22,VEG,D,2,0,1,1,2,0,0.3,0,0,0,0,1,0,0,2,0.0,31,0,5,0,0,,hagueni01,2020-2021,2021
Jani Hakanpaa,28,ANA,D,5,0,0,0,3,4,0.4,0,0,0,0,0,0,0,5,0.0,86,10,13,0,0,,hakanja01,2020-2021,2021
Micheal Haley,34,OTT,C,1,0,0,0,0,5,0.0,0,0,0,0,0,0,0,0,,8,0,3,0,1,0.0,haleymi01,2020-2021,2021
Taylor Hall,29,BUF,LW,5,1,5,6,-1,0,0.5,0,1,0,0,3,2,0,12,8.3,105,3,8,0,0,,hallta02,2020-2021,2021
Dougie Hamilton,27,CAR,D,3,0,2,2,1,5,0.5,0,0,0,0,0,2,0,5,0.0,65,0,3,0,0,,hamildo01,2020-2021,2021
Travis Hamonic,30,VAN,D,5,0,2,2,0,4,0.3,0,0,0,0,2,0,0,7,0.0,91,7,4,0,1,0.0,hamontr01,2020-2021,2021
Noah Hanifin,24,CGY,D,3,0,0,0,2,4,0.3,0,0,0,0,0,0,0,7,0.0,55,1,1,0,0,,hanifno01,2020-2021,2021
Jansen Harkins,23,WPG,C,4,0,0,0,0,4,-0.1,0,0,0,0,0,0,0,1,0.0,40,0,2,4,1,80.0,harkija01,2020-2021,2021
Ryan Hartman,26,MIN,RW,5,1,1,2,0,0,0.2,0,0,1,0,1,0,0,9,11.1,50,5,1,5,8,38.5,hartmry01,2020-2021,2021
Garnet Hathaway,29,WSH,RW,5,1,0,1,3,0,0.2,1,0,0,0,0,0,0,4,25.0,58,0,20,1,1,50.0,hathaga01,2020-2021,2021
Erik Haula,29,NSH,LW,4,0,1,1,1,4,0.0,0,0,0,0,1,0,0,6,0.0,60,2,4,12,11,52.2,haulaer01,2020-2021,2021
John Hayden,25,ARI,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,10,1,3,0,0,,haydejo01,2020-2021,2021
Kevin Hayes,28,PHI,RW,6,3,5,8,2,0,0.9,3,0,0,0,4,1,0,14,21.4,114,0,7,34,36,48.6,hayeske01,2020-2021,2021
Barrett Hayton,20,ARI,C,4,1,0,1,1,0,0.1,1,0,0,0,0,0,0,4,25.0,51,0,3,10,8,55.6,haytoba01,2020-2021,2021
Victor Hedman,30,TBL,D,4,1,4,5,-1,0,0.5,1,0,0,0,1,3,0,12,8.3,103,8,5,0,0,,hedmavi01,2020-2021,2021
Danton Heinen,25,ANA,C,5,0,1,1,0,0,0.0,0,0,0,0,1,0,0,10,0.0,72,5,2,0,1,0.0,heineda01,2020-2021,2021
Ville Heinola,19,WPG,D,1,0,0,0,2,0,0.2,0,0,0,0,0,0,0,1,0.0,14,1,0,0,0,,heinovi01,2020-2021,2021
Miro Heiskanen,21,DAL,D,1,0,1,1,1,0,0.2,0,0,0,0,0,1,0,2,0.0,19,4,0,0,0,,heiskmi01,2020-2021,2021
Darren Helm,34,DET,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,0,2,0,0,,helmda01,2020-2021,2021
Adam Henrique,30,ANA,C,5,1,0,1,-4,0,0.0,1,0,0,0,0,0,0,6,16.7,80,4,15,40,31,56.3,henriad01,2020-2021,2021
Tomas Hertl,27,SJS,C,5,3,3,6,-6,2,0.6,1,2,0,0,1,2,0,9,33.3,106,1,2,61,53,53.5,hertlto01,2020-2021,2021
Matthew Highmore,24,CHI,LW,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,28,0,2,0,0,,highmma01,2020-2021,2021
Vinnie Hinostroza,26,FLA,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,0,1,0,0,,hinosvi01,2020-2021,2021
Roope Hintz,24,DAL,LW,1,0,2,2,0,0,0.2,0,0,0,0,0,2,0,0,,18,0,2,7,10,41.2,hintzro01,2020-2021,2021
Niklas Hjalmarsson,33,ARI,D,5,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,3,0.0,94,9,3,0,0,,hjalmni01,2020-2021,2021
Mike Hoffman,31,STL,C,4,1,1,2,2,0,0.2,1,0,0,0,1,0,0,7,14.3,55,0,3,0,2,0.0,hoffmmi02,2020-2021,2021
Nils Hoglander,20,VAN,LW,7,2,1,3,-3,4,0.2,2,0,0,0,1,0,0,11,18.2,105,8,4,0,0,,hoglani01,2020-2021,2021
Justin Holl,29,TOR,D,6,0,4,4,2,2,0.8,0,0,0,0,4,0,0,3,0.0,127,12,13,0,0,,hollju01,2020-2021,2021
Patric Hornqvist,34,FLA,RW,2,3,1,4,2,0,0.7,1,2,0,0,0,1,0,5,60.0,28,1,4,0,0,,hornqpa01,2020-2021,2021
Bo Horvat,25,VAN,C,7,5,3,8,-5,2,0.9,2,3,0,0,2,1,0,20,25.0,136,3,5,92,59,60.9,horvabo01,2020-2021,2021
Brett Howden,22,NYR,C,4,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,5,0.0,52,1,4,15,15,50.0,howdebr01,2020-2021,2021
Filip Hronek,23,DET,D,5,0,2,2,0,2,0.4,0,0,0,0,2,0,0,9,0.0,122,7,7,0,0,,hronefi01,2020-2021,2021
Jonathan Huberdeau,27,FLA,LW,2,1,3,4,2,2,0.5,0,1,0,0,2,1,0,2,50.0,31,0,2,0,0,,huberjo01,2020-2021,2021
Jack Hughes,19,NJD,C,4,2,4,6,3,0,0.8,2,0,0,0,3,1,0,7,28.6,77,2,3,14,30,31.8,hugheja03,2020-2021,2021
Quinn Hughes,21,VAN,D,7,0,6,6,-7,4,0.2,0,0,0,0,3,3,0,21,0.0,168,4,1,0,0,,hughequ01,2020-2021,2021
Brad Hunt,32,MIN,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,5,1,0,0,0,,huntbr01,2020-2021,2021
Zach Hyman,28,TOR,C,6,1,2,3,0,4,0.3,0,1,0,0,1,1,0,16,6.3,118,4,14,3,6,33.3,hymanza01,2020-2021,2021
Alex Iafallo,27,LAK,C,5,0,3,3,-1,0,0.1,0,0,0,0,2,1,0,10,0.0,107,1,4,0,0,,iafalal01,2020-2021,2021
Mark Jankowski,26,PIT,C,5,1,2,3,-1,0,0.3,1,0,0,0,2,0,0,7,14.3,71,3,3,29,36,44.6,jankoma01,2020-2021,2021
Mattias Janmark,28,CHI,C,5,1,0,1,-2,0,0.0,0,0,1,0,0,0,0,7,14.3,82,1,1,1,0,100.0,janmama02,2020-2021,2021
Calle Jarnkrok,29,NSH,C,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,33.3,36,1,2,2,1,66.7,jarnkca01,2020-2021,2021
Boone Jenner,27,CBJ,C,6,2,2,4,-2,0,0.4,2,0,0,0,2,0,0,12,16.7,110,10,11,19,20,48.7,jennebo01,2020-2021,2021
Nick Jensen,30,WSH,D,5,0,1,1,1,2,0.2,0,0,0,0,1,0,0,3,0.0,95,4,9,0,0,,jenseni02,2020-2021,2021
Ryan Johansen,28,NSH,C,4,0,1,1,-1,4,-0.1,0,0,0,0,0,1,0,10,0.0,71,1,3,31,28,52.5,johanry01,2020-2021,2021
Marcus Johansson,30,MIN,C,5,1,0,1,0,4,0.1,1,0,0,1,0,0,0,6,16.7,86,1,2,3,5,37.5,johanma03,2020-2021,2021
Erik Johnson,32,COL,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,2,1,0,0,,johnser01,2020-2021,2021
Jack Johnson,34,NYR,D,4,0,0,0,-4,2,-0.2,0,0,0,0,0,0,0,4,0.0,65,3,16,0,0,,johnsja02,2020-2021,2021
Tyler Johnson,30,TBL,C,3,0,1,1,0,0,0.0,0,0,0,0,1,0,0,6,0.0,46,0,5,9,17,34.6,johnsty01,2020-2021,2021
Andreas Johnsson,26,NJD,LW,4,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,1,0.0,51,2,4,2,0,100.0,johnsan01,2020-2021,2021
Ross Johnston,26,NYI,LW,4,0,0,0,-2,16,-0.1,0,0,0,0,0,0,0,1,0.0,34,2,14,1,1,50.0,johnsro02,2020-2021,2021
Henri Jokiharju,21,BUF,D,5,1,0,1,-1,0,0.3,1,0,0,0,0,0,0,5,20.0,89,6,4,0,0,,jokihhe01,2020-2021,2021
Caleb Jones,23,EDM,D,3,0,1,1,-4,2,-0.2,0,0,0,0,1,0,0,2,0.0,48,2,1,0,0,,jonesca01,2020-2021,2021
Max Jones,22,ANA,LW,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,,12,0,2,0,0,,jonesma03,2020-2021,2021
Seth Jones,26,CBJ,D,6,0,1,1,-4,2,0.0,0,0,0,0,1,0,0,14,0.0,153,6,7,0,0,,jonesse01,2020-2021,2021
Mathieu Joseph,23,TBL,RW,4,2,0,2,2,0,0.4,2,0,0,1,0,0,0,8,25.0,38,0,6,1,1,50.0,josepma01,2020-2021,2021
Pierre-Olivier Joseph,21,PIT,D,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,3,0.0,13,0,3,0,0,,joseppi01,2020-2021,2021
Roman Josi,30,NSH,D,4,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,19,0.0,96,5,2,0,0,,josiro01,2020-2021,2021
Tyson Jost,22,COL,C,5,0,0,0,0,6,-0.1,0,0,0,0,0,0,0,1,0.0,69,0,3,7,5,58.3,jostty01,2020-2021,2021
Olli Juolevi,22,VAN,D,6,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,76,8,6,0,0,,juoleol01,2020-2021,2021
Nazem Kadri,30,COL,C,5,1,1,2,-6,8,0.0,0,1,0,0,0,1,0,13,7.7,84,0,6,41,27,60.3,kadrina01,2020-2021,2021
Dominik Kahun,25,EDM,C,6,0,1,1,2,0,0.1,0,0,0,0,1,0,0,13,0.0,81,1,4,0,2,0.0,kahundo01,2020-2021,2021
Kaapo Kakko,19,NYR,RW,4,2,0,2,1,2,0.4,2,0,0,0,0,0,0,7,28.6,52,1,0,0,1,0.0,kakkoka01,2020-2021,2021
David Kampf,26,CHI,C,5,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,6,0.0,65,1,2,34,23,59.6,kampfda01,2020-2021,2021
Evander Kane,29,SJS,LW,5,1,3,4,-6,14,0.2,1,0,0,0,1,2,0,16,6.3,102,0,9,4,5,44.4,kaneev01,2020-2021,2021
Patrick Kane,32,CHI,RW,5,3,2,5,-3,2,0.5,2,1,0,0,0,2,0,20,15.0,99,3,1,0,0,,kanepa01,2020-2021,2021
Kasperi Kapanen,24,PIT,RW,2,0,2,2,1,0,0.2,0,0,0,0,2,0,0,2,0.0,24,0,4,0,0,,kapanka01,2020-2021,2021
Kirill Kaprizov,23,MIN,LW,5,1,4,5,3,2,0.6,1,0,0,1,4,0,0,10,10.0,93,0,4,0,1,0.0,kapriki01,2020-2021,2021
Erik Karlsson,30,SJS,D,5,0,2,2,-8,0,-0.1,0,0,0,0,1,1,0,9,0.0,144,10,1,0,0,,karlser01,2020-2021,2021
William Karlsson,28,VEG,C,5,1,1,2,0,0,0.1,1,0,0,0,1,0,0,10,10.0,93,4,1,47,40,54.0,karlswi01,2020-2021,2021
Ondrej Kase,25,BOS,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,19,0,0,0,0,,kaseon01,2020-2021,2021
Zack Kassian,30,EDM,RW,5,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,5,0.0,75,1,12,0,0,,kassiza01,2020-2021,2021
Martin Kaut,21,COL,RW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,6,0,0,0,0,,kautma01,2020-2021,2021
Duncan Keith,37,CHI,D,5,0,4,4,-4,8,0.3,0,0,0,0,1,3,0,6,0.0,111,9,1,0,0,,keithdu01,2020-2021,2021
Clayton Keller,22,ARI,C,5,2,1,3,2,4,0.4,2,0,0,0,1,0,0,15,13.3,84,1,1,1,3,25.0,kellecl01,2020-2021,2021
Joel Kellman,26,SJS,F,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,1,0.0,12,1,0,3,3,50.0,kellmjo01,2020-2021,2021
Adrian Kempe,24,LAK,LW,5,3,0,3,-1,4,0.4,2,1,0,1,0,0,0,15,20.0,86,2,6,0,1,0.0,kempead01,2020-2021,2021
Alexander Kerfoot,26,TOR,C,6,1,2,3,1,2,0.3,1,0,0,0,2,0,0,10,10.0,86,2,4,25,24,51.0,kerfoal01,2020-2021,2021
Phil Kessel,33,ARI,RW,5,4,0,4,-3,0,0.6,3,1,0,0,0,0,0,14,28.6,82,1,2,1,1,50.0,kesseph01,2020-2021,2021
Jujhar Khaira,26,EDM,LW,2,0,0,0,-2,10,-0.1,0,0,0,0,0,0,0,3,0.0,17,1,3,3,8,27.3,khairju01,2020-2021,2021
Alex Killorn,31,TBL,C,4,1,2,3,1,4,0.3,1,0,0,0,2,0,0,11,9.1,71,1,4,0,1,0.0,killoal01,2020-2021,2021
Joel Kiviranta,24,DAL,F,1,1,1,2,2,0,0.4,0,1,0,0,1,0,0,2,50.0,12,1,1,0,0,,kivirjo01,2020-2021,2021
John Klingberg,28,DAL,D,1,0,3,3,0,0,0.4,0,0,0,0,0,3,0,2,0.0,21,1,2,0,0,,klingjo01,2020-2021,2021
Nikolai Knyzhov,22,SJS,D,5,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,3,0.0,48,4,2,0,0,,knyzhni01,2020-2021,2021
Slater Koekkoek,26,EDM,D,6,1,0,1,-1,2,0.2,1,0,0,0,0,0,0,8,12.5,98,14,4,0,0,,koekksl01,2020-2021,2021
Keegan Kolesar,23,VEG,RW,5,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,3,0.0,28,1,15,1,7,12.5,koleske01,2020-2021,2021
Travis Konecny,23,PHI,C,6,5,2,7,3,0,1.1,3,2,0,1,2,0,0,12,41.7,92,4,12,0,2,0.0,konectr01,2020-2021,2021
Anze Kopitar,33,LAK,C,5,0,7,7,-1,2,0.5,0,0,0,0,3,4,0,12,0.0,119,4,7,61,49,55.5,kopitan01,2020-2021,2021
Jesperi Kotkaniemi,20,MTL,C,6,1,2,3,4,2,0.3,1,0,0,0,2,0,0,13,7.7,86,5,14,28,31,47.5,kotkaje01,2020-2021,2021
Chris Kreider,29,NYR,LW,4,1,0,1,-2,4,0.0,0,1,0,0,0,0,0,8,12.5,76,3,11,0,3,0.0,kreidch01,2020-2021,2021
David Krejci,34,BOS,C,5,0,4,4,-1,4,0.3,0,0,0,0,1,3,0,10,0.0,92,3,2,30,30,50.0,krejcda01,2020-2021,2021
Torey Krug,29,STL,D,5,1,1,2,2,4,0.3,0,1,0,0,1,0,0,10,10.0,112,5,4,0,0,,krugto01,2020-2021,2021
Dominik Kubalík,25,CHI,LW,5,2,1,3,-2,2,0.3,0,2,0,0,1,0,0,19,10.5,73,0,3,0,0,,kubaldo01,2020-2021,2021
Dean Kukan,27,CBJ,D,6,0,1,1,2,0,0.3,0,0,0,0,1,0,0,5,0.0,80,7,7,0,0,,kukande01,2020-2021,2021
Brett Kulak,27,MTL,D,6,0,2,2,4,6,0.4,0,0,0,0,2,0,0,7,0.0,81,10,6,0,0,,kulakbr01,2020-2021,2021
Dmitry Kulikov,30,NJD,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,7,0.0,78,8,9,0,0,,kulikdm01,2020-2021,2021
Luke Kunin,23,NSH,C,4,2,0,2,0,0,0.3,2,0,0,0,0,0,0,9,22.2,56,3,6,1,1,50.0,kuninlu01,2020-2021,2021
Janne Kuokkanen,22,NJD,C,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,1,0.0,43,1,1,0,0,,kuokkja01,2020-2021,2021
Sean Kuraly,28,BOS,C,5,0,0,0,-2,8,-0.1,0,0,0,0,0,0,0,6,0.0,71,4,9,19,15,55.9,kuralse01,2020-2021,2021
Philipp Kurashev,21,CHI,C,4,1,0,1,-3,0,0.0,1,0,0,0,0,0,0,6,16.7,49,0,1,0,0,,kurasph01,2020-2021,2021
Evgeny Kuznetsov,28,WSH,C,4,1,2,3,1,4,0.3,1,0,0,0,1,1,0,11,9.1,62,3,2,19,27,41.3,kuzneev01,2020-2021,2021
Jordan Kyrou,22,STL,C,5,2,2,4,3,0,0.5,2,0,0,2,2,0,0,12,16.7,65,0,1,1,2,33.3,kyroujo01,2020-2021,2021
Kevin Labanc,25,SJS,RW,5,1,1,2,-1,4,0.2,1,0,0,0,1,0,0,16,6.3,81,3,2,0,0,,labanke01,2020-2021,2021
Sam Lafferty,25,PIT,C,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,21,0,7,1,3,25.0,laffesa01,2020-2021,2021
Alexis Lafreniere,19,NYR,LW,4,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,5,0.0,59,1,3,0,1,0.0,lafreal01,2020-2021,2021
William Lagesson,24,EDM,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,0,1,0,0,,lageswi01,2020-2021,2021
Patrik Laine,22,WPG,RW,1,2,1,3,1,4,0.5,2,0,0,1,0,1,0,3,66.7,16,1,3,1,1,50.0,lainepa01,2020-2021,2021
Gabriel Landeskog,28,COL,LW,5,3,2,5,0,2,0.7,3,0,0,2,1,1,0,19,15.8,99,3,13,19,17,52.8,landega01,2020-2021,2021
Dylan Larkin,24,DET,C,5,3,2,5,0,7,0.7,3,0,0,0,1,1,0,20,15.0,111,1,4,48,43,52.7,larkidy01,2020-2021,2021
Adam Larsson,28,EDM,D,6,1,0,1,-3,4,0.1,1,0,0,0,0,0,0,8,12.5,102,22,19,0,0,,larssad01,2020-2021,2021
Jacob Larsson,23,ANA,D,5,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,4,0.0,65,6,1,0,0,,larssja01,2020-2021,2021
Johan Larsson,28,ARI,LW,5,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,5,0.0,71,5,6,35,40,46.7,larssjo02,2020-2021,2021
Scott Laughton,26,PHI,C,6,0,2,2,1,6,0.0,0,0,0,0,2,0,0,7,0.0,92,5,16,16,33,32.7,laughsc01,2020-2021,2021
Jeremy Lauzon,23,BOS,D,5,0,1,1,-2,0,0.2,0,0,0,0,1,0,0,9,0.0,97,7,11,0,0,,lauzoje01,2020-2021,2021
Curtis Lazar,25,BUF,C,5,2,1,3,1,0,0.5,2,0,0,0,1,0,0,6,33.3,60,1,10,14,13,51.9,lazarcu01,2020-2021,2021
