pid,Player,info
walkena01,Nathan Walker,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-9,\xa0186lb\xa0(175cm,\xa084kg) ', ' Born:  February 7,\xa01994   in\xa0Cardiff,\xa0United\xa0Kingdom  gb ', 'Draft: Washington, 3rd round (89th\xa0overall), 2014\xa0NHL\xa0Entry ', 'Pronunciation: \\NAY-thuhn WAW-kuhr\\']"
walkeru01,Russ Walker,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-2,\xa0185lb\xa0(188cm,\xa083kg) ', ' Born:  May 24,\xa01953   in\xa0Red\xa0Deer,\xa0Alberta  ca ', 'Draft: Los Angeles, 3rd round (38th\xa0overall), 1973\xa0NHL\xa0Amateur ', 'Amateur Teams: Saskatoon\xa0Blades ']"
walkesa01,Samuel Walker,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-10,\xa0142lb\xa0(178cm,\xa064kg) ', ' Born:  June 7,\xa01999   in\xa0Edina,\xa0Minnesota  us ', 'Draft: Tampa Bay, 7th round (200th\xa0overall), 2017\xa0NHL\xa0Entry ']"
walkesc01,Scott Walker,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-10,\xa0196lb\xa0(178cm,\xa088kg) ', ' Born:  July 19,\xa01973   in\xa0Cambridge,\xa0Ontario  ca ', 'Draft: Vancouver, 5th round (124th\xa0overall), 1993\xa0NHL\xa0Entry ', 'Amateur Teams: Owen\xa0Sound\xa0Platers ']"
walkese01,Sean Walker,"['Position: D\xa0•\xa0    Shoots: Right\n', '5-11,\xa0195lb\xa0(180cm,\xa088kg) ', 'Team: Los Angeles Kings', ' Born:  November 13,\xa01994   in\xa0Keswick,\xa0Ontario  ca ', 'Amateur Teams: Bowling\xa0Green ', 'Current salary: $2,000,000', 'Current cap hit: $2,650,000', 'Pronunciation: \\SHAWN WAW-kuhr\\']"
wallbo01,Bob Wall,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-10,\xa0171lb\xa0(178cm,\xa077kg) ', ' Born:  December 1,\xa01942   in\xa0Richmond\xa0Hill,\xa0Ontario  ca ', 'Amateur Teams: Hamilton\xa0Red\xa0Wings, Hamilton\xa0Tiger\xa0Cubs ']"
wallke01,Kevin Wall,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-0,\xa0188lb\xa0(183cm,\xa085kg) ', ' Born:  February 1,\xa02000   in\xa0Rochester,\xa0New York  us ', 'Draft: Carolina, 6th round (181st\xa0overall), 2019\xa0NHL\xa0Entry ']"
wallmi01,Michael Wall,"['Position: G\xa0•\xa0    Catches: Left\n', '6-2,\xa0209lb\xa0(188cm,\xa094kg) ', ' Born:  July 25,\xa01985   in\xa0Telkwa,\xa0British Columbia  ca ', 'Amateur Teams: Everett\xa0Silvertips, Prince\xa0George\xa0Cougars ']"
wallty01,Tyler Wall,"['Position: G\xa0•\xa0    Catches: Left\n', '6-2,\xa0190lb\xa0(188cm,\xa086kg) ', ' Born:  January 14,\xa01998   in\xa0Leamington,\xa0Ontario  ca ', 'Draft: NY Rangers, 6th round (174th\xa0overall), 2016\xa0NHL\xa0Entry ', 'Pronunciation: \\TIGH-luhr WAWL\\']"
wallati01,Tim Wallace,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0207lb\xa0(185cm,\xa093kg) ', ' Born:  August 6,\xa01984   in\xa0Anchorage,\xa0Alaska  us ', 'Amateur Teams: Notre\xa0Dame ']"
wallier01,Erik Walli Walterholm,"['Position: RW\n', '6-1,\xa0179lb\xa0(185cm,\xa081kg) ', ' Born:  February 27,\xa01999   in\xa0Sweden  se ', 'Draft: Arizona, 7th round (190th\xa0overall), 2017\xa0NHL\xa0Entry ']"
wallije01,Jesse Wallin,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0190lb\xa0(188cm,\xa086kg) ', ' Born:  March 10,\xa01978   in\xa0Saskatoon,\xa0Saskatchewan  ca ', 'Draft: Detroit, 1st round (26th\xa0overall), 1996\xa0NHL\xa0Entry ', 'Amateur Teams: Red\xa0Deer\xa0Rebels ']"
wallini01,Niclas Wallin,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-3,\xa0220lb\xa0(190cm,\xa099kg) ', ' Born:  February 20,\xa01975   in\xa0Boden,\xa0Sweden  se ', 'Draft: Carolina, 4th round (97th\xa0overall), 2000\xa0NHL\xa0Entry ']"
wallipe01,Peter Wallin,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-9,\xa0170lb\xa0(175cm,\xa077kg) ', ' Born:  April 30,\xa01957   in\xa0Stockholm,\xa0Sweden  se ']"
walliri01,Rickard Wallin,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-2,\xa0195lb\xa0(188cm,\xa088kg) ', ' Born:  April 19,\xa01980   in\xa0Stockholm,\xa0Sweden  se ', 'Draft: Phoenix, 6th round (160th\xa0overall), 1998\xa0NHL\xa0Entry ']"
walliwi01,William Wallinder,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-4,\xa0191lb\xa0(193cm,\xa086kg) ', ' Born:  July 28,\xa02002   in\xa0Solleftea,\xa0Sweden  se ', 'Draft: Detroit, 2nd round (32nd\xa0overall), 2020\xa0NHL\xa0Entry ']"
wallmlu01,Lucas Wallmark,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-0,\xa0178lb\xa0(183cm,\xa080kg) ', 'Team: Chicago Blackhawks', ' Born:  September 5,\xa01995   in\xa0Umea,\xa0Sweden  se ', 'Draft: Carolina, 4th round (97th\xa0overall), 2014\xa0NHL\xa0Entry ', 'Current salary: $950,000', 'Current cap hit: $950,000', 'Pronunciation: \\LOO-kuhs WAHL-mahrk\\']"
walmaja01,Jake Walman,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0170lb\xa0(185cm,\xa077kg) ', ' Born:  February 20,\xa01996   in\xa0Toronto,\xa0Ontario  ca ', 'Draft: St. Louis, 3rd round (82nd\xa0overall), 2014\xa0NHL\xa0Entry ', 'Amateur Teams: Providence ', 'Pronunciation: \\JAYK WAWL-muhn\\']"
walsede01,Derrick Walser,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-10,\xa0190lb\xa0(178cm,\xa086kg) ', ' Born:  May 12,\xa01978   in\xa0New\xa0Glasgow,\xa0Nova Scotia  ca ', 'Amateur Teams: Beauport\xa0Harfangs, Rimouski\xa0Oceanic ']"
walshbr01,Brian Walsh,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-8,\xa0170lb\xa0(173cm,\xa077kg) ', ' Born:  November 6,\xa01954   in\xa0Cambridge,\xa0Massachusetts  us ', 'Amateur Teams: Notre\xa0Dame ']"
walshdu01,Dustin Walsh,"['Position: C\n', ' Born:  March 20,\xa01991   ', 'Draft: Montreal, 6th round (169th\xa0overall), 2009\xa0NHL\xa0Entry ']"
walshed01,Ed Walsh,"['Position: G\xa0•\xa0    Catches: Right\n', '5-10,\xa0180lb\xa0(178cm,\xa081kg) ', ' Born:  August 18,\xa01951   in\xa0Somerville,\xa0Massachusetts  us ', 'Amateur Teams: Boston\xa0University ']"
walshfl01,Flat Walsh,"['Position: G\xa0•\xa0    Catches: Left\n', '5-11,\xa0180lb\xa0(180cm,\xa081kg) ', ' Born:  March 23,\xa01897   in\xa0Kingston,\xa0Ontario  ca ', 'Died: December\xa02,\xa01959  ']"
walshji01,Jim Walsh,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-1,\xa0185lb\xa0(185cm,\xa083kg) ', ' Born:  October 26,\xa01956   in\xa0Norfolk,\xa0Virginia  us ', 'Amateur Teams: Northeastern ']"
walshma01,Marty Walsh,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-7,\xa0155lb\xa0(170cm,\xa070kg) ', ' Born: 1883  in\xa0Kingston,\xa0Ontario  ca ', 'Died: March\xa027,\xa01915  ', 'Hall of Fame: Inducted as Player\xa01962 (Full\xa0List)']"
walshmi02,Mike Walsh,"['Position: LW\n', ' Born:  January 12,\xa01983   ', 'Draft: NY Rangers, 5th round (143rd\xa0overall), 2002\xa0NHL\xa0Entry ']"
walshmi01,Mike Walsh,"['Position: W\xa0•\xa0    Shoots: Right\n', '6-2,\xa0195lb\xa0(188cm,\xa088kg) ', ' Born:  April 3,\xa01962   in\xa0New\xa0York,\xa0New York  us ', 'Amateur Teams: Colgate ', 'Relatives: Son\xa0Reilly\xa0Walsh ']"
walshre01,Reilly Walsh,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-0,\xa0176lb\xa0(183cm,\xa079kg) ', ' Born:  April 21,\xa01999   in\xa0North\xa0Falmouth,\xa0Massachusetts  us ', 'Draft: New Jersey, 3rd round (81st\xa0overall), 2017\xa0NHL\xa0Entry ', 'Relatives: Father\xa0Mike\xa0Walsh ']"
walshto01,Tom Walsh,"['Position: D\n', ' Born:  April 22,\xa01983   ', 'Draft: San Jose, 5th round (163rd\xa0overall), 2002\xa0NHL\xa0Entry ']"
waltebe01,Ben Walter,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-0,\xa0185lb\xa0(183cm,\xa083kg) ', ' Born:  May 11,\xa01984   in\xa0Beaconsfield,\xa0Quebec  ca ', 'Draft: Boston, 5th round (160th\xa0overall), 2004\xa0NHL\xa0Entry ', 'Amateur Teams: Massachusetts-Lowell ', 'Relatives: Father\xa0Ryan\xa0Walter ']"
walteda01,Dave Walter,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-0,\xa0180lb\xa0(183cm,\xa081kg) ', ' Born:  May 6,\xa01952   in\xa0Niagara\xa0Falls,\xa0Ontario  ca ', 'Amateur Teams: Niagara\xa0Falls\xa0Flyers ']"
waltery01,Ryan Walter,"['Position: C/LW\xa0•\xa0    Shoots: Left\n', '6-0,\xa0200lb\xa0(183cm,\xa090kg) ', ' Born:  April 23,\xa01958   in\xa0New\xa0Westminster,\xa0British Columbia  ca ', 'Draft: Washington, 1st round (2nd\xa0overall), 1978\xa0NHL\xa0Amateur ', 'Amateur Teams: Calgary\xa0Wranglers, Kamloops\xa0Chiefs, Seattle\xa0Breakers ', 'Relatives: Son\xa0Ben\xa0Walter ']"
walteni01,Nicholas Walters,"['Position: D\n', ' Born:  April 11,\xa01994   ', 'Draft: St. Louis, 4th round (116th\xa0overall), 2012\xa0NHL\xa0Entry ']"
waltero01,Ron Walters,"['Position: C\xa0•\xa0    Shoots: Right\n', '6-0,\xa0175lb\xa0(183cm,\xa079kg) ', ' Born:  March 9,\xa01948   in\xa0Castor,\xa0Alberta  ca ', 'Amateur Teams: Edmonton\xa0Oil\xa0Kings ']"
walthis01,Isak Walther,"['Position: RW\xa0•\xa0    Shoots: Left\n', '6-3,\xa0170lb\xa0(190cm,\xa077kg) ', ' Born:  August 2,\xa02001   in\xa0Sweden  se ', 'Draft: Nashville, 6th round (179th\xa0overall), 2019\xa0NHL\xa0Entry ']"
waltobo01,Bobby Walton,"['Position: C/RW\xa0•\xa0    Shoots: Right\n', '5-9,\xa0165lb\xa0(175cm,\xa074kg) ', ' Born:  August 5,\xa01912   in\xa0Ottawa,\xa0Ontario  ca ', 'Died: September\xa03,\xa01992  ', 'Relatives: Son\xa0Mike\xa0Walton ']"
waltomi01,Mike Walton,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-10,\xa0175lb\xa0(178cm,\xa079kg) ', ' Born:  January 3,\xa01945   in\xa0Kirkland\xa0Lake,\xa0Ontario  ca ', ""Amateur Teams: Toronto\xa0Marlboros, Toronto\xa0Neil\xa0McNeil\xa0Maroons, Toronto\xa0St.\xa0Michael's "", 'Relatives: Father\xa0Bobby\xa0Walton ']"
waltoro01,Rob Walton,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-9,\xa0165lb\xa0(175cm,\xa074kg) ', ' Born:  September 3,\xa01949   in\xa0Toronto,\xa0Ontario  ca ', 'Amateur Teams: Niagara\xa0Falls\xa0Flyers, Oshawa\xa0Generals, Peterborough\xa0Petes ']"
walzwe01,Wes Walz,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-10,\xa0189lb\xa0(178cm,\xa085kg) ', ' Born:  May 15,\xa01970   in\xa0Calgary,\xa0Alberta  ca ', 'Draft: Boston, 3rd round (57th\xa0overall), 1989\xa0NHL\xa0Entry ', 'Amateur Teams: Lethbridge\xa0Hurricanes, Prince\xa0Albert\xa0Raiders ', 'Pronunciation: \\wahlz\\']"
wamslri01,Rick Wamsley,"['Position: G\xa0•\xa0    Catches: Left\n', '5-11,\xa0185lb\xa0(180cm,\xa083kg) ', ' Born:  May 25,\xa01959   in\xa0Simcoe,\xa0Ontario  ca ', 'Draft: Montreal, 3rd round (58th\xa0overall), 1979\xa0NHL\xa0Entry ', 'Amateur Teams: Brantford\xa0Alexanders, Hamilton\xa0Fincups, St.\xa0Catharines\xa0Fincups ']"
wandeto01,Tom Wandell,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-1,\xa0200lb\xa0(185cm,\xa090kg) ', ' Born:  January 29,\xa01987   in\xa0Sodertalje,\xa0Sweden  se ', 'Draft: Dallas, 5th round (146th\xa0overall), 2005\xa0NHL\xa0Entry ']"
wannsse01,Sebastian Wannstrom,"['Position: RW\n', '6-1,\xa0180lb\xa0(185cm,\xa081kg) ', ' Born:  March 3,\xa01991   ', 'Draft: St. Louis, 2nd round (44th\xa0overall), 2010\xa0NHL\xa0Entry ']"
wanviky01,Kyle Wanvig,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-2,\xa0210lb\xa0(188cm,\xa095kg) ', ' Born:  January 29,\xa01981   in\xa0Calgary,\xa0Alberta  ca ', 'Draft: Boston, 3rd round (89th\xa0overall), 1999\xa0NHL\xa0Entry, Minnesota, 2nd round (36th\xa0overall), 2001\xa0NHL\xa0Entry\xa0(Re-entry) ', 'Amateur Teams: Edmonton\xa0Ice, Kootenay\xa0Ice, Red\xa0Deer\xa0Rebels ']"
wappego01,Gord Wappel,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0205lb\xa0(188cm,\xa092kg) ', ' Born:  July 26,\xa01958   in\xa0Regina,\xa0Saskatchewan  ca ', 'Draft: Atlanta, 5th round (80th\xa0overall), 1978\xa0NHL\xa0Amateur ', 'Amateur Teams: Regina\xa0Pats\xa0 ']"
wardaa01,Aaron Ward,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-2,\xa0209lb\xa0(188cm,\xa094kg) ', ' Born:  January 17,\xa01973   in\xa0Windsor,\xa0Ontario  ca ', 'Draft: Winnipeg, 1st round (5th\xa0overall), 1991\xa0NHL\xa0Entry ', 'Amateur Teams: Michigan ']"
wardca01,Cam Ward,"['Position: G\xa0•\xa0    Catches: Left\n', '6-1,\xa0194lb\xa0(185cm,\xa087kg) ', ' Born:  February 29,\xa01984   in\xa0Saskatoon,\xa0Saskatchewan  ca ', 'Draft: Carolina, 1st round (25th\xa0overall), 2002\xa0NHL\xa0Entry ', 'Amateur Teams: Red\xa0Deer\xa0Rebels ', 'Pronunciation: \\KAM WOHRD\\']"
warddi01,Dixon Ward,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-0,\xa0200lb\xa0(183cm,\xa090kg) ', ' Born:  September 23,\xa01968   in\xa0Leduc,\xa0Alberta  ca ', 'Draft: Vancouver, 7th round (128th\xa0overall), 1988\xa0NHL\xa0Entry ', 'Amateur Teams: North\xa0Dakota ']"
warddo01,Don Ward,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0200lb\xa0(188cm,\xa090kg) ', ' Born:  October 19,\xa01935   in\xa0Sarnia,\xa0Ontario  ca ', 'Died: January\xa06,\xa02014  ', 'Relatives: Son\xa0Joe\xa0Ward ']"
warded01,Ed Ward,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-3,\xa0220lb\xa0(190cm,\xa099kg) ', ' Born:  November 10,\xa01969   in\xa0Edmonton,\xa0Alberta  ca ', 'Draft: Quebec, 6th round (108th\xa0overall), 1988\xa0NHL\xa0Entry ', 'Amateur Teams: Northern\xa0Michigan ']"
wardja01,Jason Ward,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-2,\xa0208lb\xa0(188cm,\xa094kg) ', ' Born:  January 16,\xa01979   in\xa0Chapleau,\xa0Ontario  ca ', 'Draft: Montreal, 1st round (11th\xa0overall), 1997\xa0NHL\xa0Entry ', 'Amateur Teams: Erie\xa0Otters, Niagara\xa0Falls\xa0Thunder, Plymouth\xa0Whalers, Windsor\xa0Spitfires ']"
wardji01,Jimmy Ward,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-11,\xa0167lb\xa0(180cm,\xa075kg) ', ' Born:  September 1,\xa01906   in\xa0Fort\xa0William,\xa0Ontario  ca ', 'Died: November\xa015,\xa01990  ']"
wardjo01,Joe Ward,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-0,\xa0180lb\xa0(183cm,\xa081kg) ', ' Born:  February 11,\xa01961   in\xa0Sarnia,\xa0Ontario  ca ', 'Draft: Colorado, 2nd round (22nd\xa0overall), 1980\xa0NHL\xa0Entry ', 'Amateur Teams: Seattle\xa0Breakers ', 'Relatives: Father\xa0Don\xa0Ward ']"
wardjo02,Joel Ward,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0225lb\xa0(185cm,\xa0102kg) ', ' Born:  December 2,\xa01980   in\xa0North\xa0York,\xa0Ontario  ca ', 'Amateur Teams: Owen\xa0Sound\xa0Attack, Owen\xa0Sound\xa0Platers, Prince\xa0Edward\xa0Island ', 'Pronunciation: \\JOHL WOHRD\\', 'Twitter:\n@JRandalWard42']"
wardla01,Lance Ward,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-3,\xa0210lb\xa0(190cm,\xa095kg) ', ' Born:  June 2,\xa01978   in\xa0Lloydminster,\xa0Alberta  ca ', 'Draft: New Jersey, 1st round (10th\xa0overall), 1996\xa0NHL\xa0Entry, Florida, 3rd round (63rd\xa0overall), 1998\xa0NHL\xa0Entry\xa0(Re-entry) ', 'Amateur Teams: Red\xa0Deer\xa0Rebels ']"
wardmi01,Michael Ward,"['Position: D\n', ' Born:  August 13,\xa01989   ', 'Draft: Tampa Bay, 7th round (197th\xa0overall), 2007\xa0NHL\xa0Entry ']"
wardro01,Ron Ward,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-11,\xa0175lb\xa0(180cm,\xa079kg) ', ' Born:  September 12,\xa01944   in\xa0Cornwall,\xa0Ontario  ca ']"
wareje01,Jeff Ware,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-4,\xa0220lb\xa0(193cm,\xa099kg) ', ' Born:  May 19,\xa01977   in\xa0Toronto,\xa0Ontario  ca ', 'Draft: Toronto, 1st round (15th\xa0overall), 1995\xa0NHL\xa0Entry ', 'Amateur Teams: Oshawa\xa0Generals ']"
waremi01,Michael Ware,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-5,\xa0216lb\xa0(196cm,\xa097kg) ', ' Born:  March 22,\xa01967   in\xa0York,\xa0Ontario  ca ', 'Draft: Edmonton, 3rd round (62nd\xa0overall), 1985\xa0NHL\xa0Entry ', 'Amateur Teams: Cornwall\xa0Royals, Hamilton\xa0Steelhawks ']"
waresed01,Eddie Wares,"['Position: D/RW\xa0•\xa0    Shoots: Right\n', '5-11,\xa0182lb\xa0(180cm,\xa082kg) ', ' Born:  March 19,\xa01915   in\xa0Calgary,\xa0Alberta  ca ', 'Died: February\xa029,\xa01992  ']"
wargst01,Stefan Warg,"['Position: D\n', ' Born:  February 6,\xa01990   ', 'Draft: Anaheim, 5th round (143rd\xa0overall), 2008\xa0NHL\xa0Entry ']"
warnma01,Max Warn,"['Position: LW\n', ' Born:  June 10,\xa01988   ', 'Draft: Dallas, 5th round (150th\xa0overall), 2006\xa0NHL\xa0Entry ']"
warnebo01,Bob Warner,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-11,\xa0180lb\xa0(180cm,\xa081kg) ', ' Born:  December 13,\xa01950   in\xa0Grimsby,\xa0Ontario  ca ', ""Amateur Teams: Ottawa\xa067's, St.\xa0Mary's\xa0University ""]"
warnehu01,Hunter Warner,"['Position: D\n', '6-2,\xa0202lb\xa0(188cm,\xa091kg) ', ' Born:  September 21,\xa01995   ', 'Pronunciation: \\HUHN-tuhr WAHR-nuhr\\']"
warneji01,Jim Warner,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-11,\xa0180lb\xa0(180cm,\xa081kg) ', ' Born:  March 26,\xa01954   in\xa0Minneapolis,\xa0Minnesota  us ', 'Draft: NY Rangers, 23rd round (245th\xa0overall), 1974\xa0NHL\xa0Amateur ', 'Amateur Teams: Colorado\xa0College ']"
warrst01,Steve Warr,"['Position: D\xa0•\xa0    Shoots: Right\n', '5-11,\xa0185lb\xa0(180cm,\xa083kg) ', ' Born:  January 5,\xa01951   in\xa0Peterborough,\xa0Ontario  ca ', 'Amateur Teams: Clarkson ']"
warrebr01,Brendan Warren,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-0,\xa0191lb\xa0(183cm,\xa086kg) ', ' Born:  May 7,\xa01997   in\xa0Carleton,\xa0Michigan  us ', 'Draft: Arizona, 3rd round (81st\xa0overall), 2015\xa0NHL\xa0Entry ', 'Pronunciation: \\BREHN-duhn WAW-rehn\\']"
warrema01,Marshall Warren,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-11,\xa0170lb\xa0(180cm,\xa077kg) ', ' Born:  April 20,\xa02001   in\xa0Laurel\xa0Hollow,\xa0United\xa0States  us ', 'Draft: Minnesota, 6th round (166th\xa0overall), 2019\xa0NHL\xa0Entry ']"
warrerh01,Rhett Warrener,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-1,\xa0203lb\xa0(185cm,\xa092kg) ', ' Born:  January 27,\xa01976   in\xa0Shaunavon,\xa0Saskatchewan  ca ', 'Draft: Florida, 2nd round (27th\xa0overall), 1994\xa0NHL\xa0Entry ', 'Amateur Teams: Saskatoon\xa0Blades ']"
warrito01,Todd Warriner,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-1,\xa0200lb\xa0(185cm,\xa090kg) ', ' Born:  January 3,\xa01974   in\xa0Blenheim,\xa0Ontario  ca ', 'Draft: Quebec, 1st round (4th\xa0overall), 1992\xa0NHL\xa0Entry ', 'Amateur Teams: Kitchener\xa0Rangers, Windsor\xa0Spitfires ']"
warsoda01,David Warsofsky,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-9,\xa0170lb\xa0(175cm,\xa077kg) ', ' Born:  May 30,\xa01990   in\xa0Marshfield,\xa0Massachusetts  us ', 'Draft: St. Louis, 4th round (95th\xa0overall), 2008\xa0NHL\xa0Entry ', 'Amateur Teams: Boston\xa0University ', 'Pronunciation: \\DAY-vihd wawr-SAWF-skee\\', 'Twitter:\n@DaveWarsofsky5']"
warwibi01,Billy Warwick,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-7,\xa0155lb\xa0(170cm,\xa070kg) ', ' Born:  November 17,\xa01924   in\xa0Regina,\xa0Saskatchewan  ca ', 'Died: October\xa03,\xa02007  ', 'Relatives: Brother\xa0Grant\xa0Warwick ']"
warwigr01,Grant Warwick,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-6,\xa0155lb\xa0(168cm,\xa070kg) ', ' Born:  October 11,\xa01921   in\xa0Regina,\xa0Saskatchewan  ca ', 'Died: September\xa027,\xa01999  ', 'Relatives: Brother\xa0Billy\xa0Warwick ']"
washbst01,Steve Washburn,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-2,\xa0198lb\xa0(188cm,\xa089kg) ', ' Born:  April 10,\xa01975   in\xa0Ottawa,\xa0Ontario  ca ', 'Draft: Florida, 3rd round (78th\xa0overall), 1993\xa0NHL\xa0Entry ', ""Amateur Teams: Ottawa\xa067's ""]"
washkke01,Keean Washkurak,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-10,\xa0184lb\xa0(178cm,\xa083kg) ', ' Born:  August 16,\xa02001   in\xa0Waterloo,\xa0Ontario  ca ', 'Draft: St. Louis, 5th round (155th\xa0overall), 2019\xa0NHL\xa0Entry ', 'Amateur Teams: Mississauga\xa0Steelheads ']"
wasnini01,Nick Wasnie,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-11,\xa0174lb\xa0(180cm,\xa078kg) ', ' Born:  January 1,\xa01904   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Died: May\xa026,\xa01991  ']"
wathifr01,Francis Wathier,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-4,\xa0218lb\xa0(193cm,\xa098kg) ', ' Born:  December 7,\xa01984   in\xa0St\xa0Isidore,\xa0Ontario  ca ', 'Draft: Dallas, 6th round (185th\xa0overall), 2003\xa0NHL\xa0Entry ', 'Amateur Teams: Gatineau\xa0Olympiques, Hull\xa0Olympiques ', 'Pronunciation: \\waw-TEE-ay\\']"
watkima01,Matt Watkins,"['Position: RW\xa0•\xa0    Shoots: Left\n', '5-10,\xa0181lb\xa0(178cm,\xa082kg) ', ' Born:  November 22,\xa01986   in\xa0Aylesbury,\xa0Saskatchewan  ca ', 'Draft: Dallas, 5th round (160th\xa0overall), 2005\xa0NHL\xa0Entry ', 'Amateur Teams: North\xa0Dakota ', 'Pronunciation: \\WAHT-kihns\\']"
watsoau01,Austin Watson,"['Position: LW\xa0•\xa0    Shoots: Right\n', '6-4,\xa0204lb\xa0(193cm,\xa092kg) ', 'Team: Ottawa Senators', ' Born:  January 13,\xa01992   in\xa0Ann\xa0Arbor,\xa0Michigan  us ', 'Draft: Nashville, 1st round (18th\xa0overall), 2010\xa0NHL\xa0Entry ', 'Amateur Teams: London\xa0Knights, Peterborough\xa0Petes, Windsor\xa0Spitfires ', 'Current salary: $1,500,000', 'Current cap hit: $1,500,000', 'Pronunciation: \\AW-stuhn WAWT-suhn\\']"
watsobi01,Bill Watson,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-0,\xa0185lb\xa0(183cm,\xa083kg) ', ' Born:  March 30,\xa01964   in\xa0Pine\xa0Falls,\xa0Manitoba  ca ', 'Draft: Chicago, 4th round (70th\xa0overall), 1982\xa0NHL\xa0Entry ', 'Amateur Teams: Minnesota-Duluth ']"
watsobr01,Bryan Watson,"['Position: D\xa0•\xa0    Shoots: Right\n', '5-9,\xa0175lb\xa0(175cm,\xa079kg) ', ' Born:  November 14,\xa01942   in\xa0Bancroft,\xa0Ontario  ca ', 'Amateur Teams: Peterborough\xa0Petes ', 'As Coach: 1\xa0Yr, 4‑9‑5,\xa013\xa0Pts. (Full\xa0Record) ']"
watsocl01,Clifford Watson,"['Position: D\n', ' Born:  December 21,\xa01993   ', 'Draft: San Jose, 6th round (168th\xa0overall), 2012\xa0NHL\xa0Entry ', 'Pronunciation: \\KLIHF-uhrd WAWT-suhn\\']"
watsoda01,Dave Watson,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-2,\xa0190lb\xa0(188cm,\xa086kg) ', ' Born:  May 19,\xa01958   in\xa0Kirkland\xa0Lake,\xa0Ontario  ca ', 'Draft: Colorado, 4th round (58th\xa0overall), 1978\xa0NHL\xa0Amateur ', 'Amateur Teams: Sault\xa0Ste.\xa0Marie\xa0Greyhounds, Sudbury\xa0Wolves ']"
watsogr01,Greg Watson,"['Position: C\n', ' Born:  March 2,\xa01983   ', 'Draft: Florida, 2nd round (34th\xa0overall), 2001\xa0NHL\xa0Entry ']"
watsoha01,Harry Watson,"['Position: LW\xa0•\xa0    Shoots: Left\n', '165lb\xa0(74kg) ', "" Born:  July 14,\xa01898   in\xa0St.\xa0John's,\xa0Newfoundland and Labrador  ca "", 'Died: September\xa011,\xa01957  ', 'Hall of Fame: Inducted as Player\xa01962 (Full\xa0List)']"
