pid,Player,info
bowmaki01,Kirk Bowman,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-9,\xa0178lb\xa0(175cm,\xa080kg) ', ' Born:  September 30,\xa01952   in\xa0Leamington,\xa0Ontario  ca ']"
bowmara01,Ralph Bowman,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-11,\xa0190lb\xa0(180cm,\xa086kg) ', ' Born:  June 20,\xa01911   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Died: October\xa017,\xa01990  ']"
bownaja01,Jack Bownass,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0190lb\xa0(185cm,\xa086kg) ', ' Born:  July 27,\xa01930   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Died: February\xa010,\xa02010  ']"
bowneri01,Rick Bowness,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0185lb\xa0(185cm,\xa083kg) ', ' Born:  January 25,\xa01955   in\xa0Moncton,\xa0New Brunswick  ca ', 'Draft: Atlanta, 2nd round (26th\xa0overall), 1975\xa0NHL\xa0Amateur ', 'Amateur Teams: Montreal\xa0Red\xa0White\xa0and\xa0Blue, Quebec\xa0Remparts ', 'As Coach: 11\xa0Yrs, 143‑302‑56,\xa0342\xa0Pts. (Full\xa0Record) ']"
bownery01,Ryan Bowness,"['Position: RW\n', ' Born:  August 5,\xa01983   ', 'Draft: Columbus, 8th round (236th\xa0overall), 2001\xa0NHL\xa0Entry ']"
boyceda01,Darryl Boyce,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-0,\xa0200lb\xa0(183cm,\xa090kg) ', ' Born:  July 7,\xa01984   in\xa0Summerside,\xa0Prince Edward Island  ca ', ""Amateur Teams: New\xa0Brunswick, Toronto\xa0St.\xa0Michael's\xa0Majors "", 'Twitter:\n@dboyce47']"
boychjo01,Johnny Boychuk,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-2,\xa0227lb\xa0(188cm,\xa0102kg) ', ' Born:  January 19,\xa01984   in\xa0Edmonton,\xa0Alberta  ca ', 'Draft: Colorado, 2nd round (61st\xa0overall), 2002\xa0NHL\xa0Entry ', 'Amateur Teams: Calgary\xa0Hitmen, Moose\xa0Jaw\xa0Warriors ', 'Pronunciation: \\JAWN-ee BOY-chuhk\\', 'Twitter:\n@joboych']"
boychri01,Riley Boychuk,"['Position: LW\n', ' Born:  February 20,\xa01991   ', 'Draft: Buffalo, 7th round (208th\xa0overall), 2010\xa0NHL\xa0Entry ']"
boychza01,Zach Boychuk,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-10,\xa0185lb\xa0(178cm,\xa083kg) ', ' Born:  October 4,\xa01989   in\xa0Airdrie,\xa0Alberta  ca ', 'Draft: Carolina, 1st round (14th\xa0overall), 2008\xa0NHL\xa0Entry ', 'Amateur Teams: Lethbridge\xa0Hurricanes ', 'Pronunciation: \\ZAK BOY-chuhk\\', 'Twitter:\n@ZachBoychuk']"
boydbi01,Bill Boyd,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-10,\xa0185lb\xa0(178cm,\xa083kg) ', ' Born:  May 15,\xa01898   in\xa0Belleville,\xa0Ontario  ca ', 'Died: November\xa017,\xa01940  ']"
boydbo01,Bob Boyd,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-0,\xa0190lb\xa0(183cm,\xa086kg) ', ' Born:  November 27,\xa01951   in\xa0Toronto,\xa0Ontario  ca ', 'Amateur Teams: Michigan\xa0State, Niagara\xa0Falls\xa0Flyers ']"
boyddu01,Dustin Boyd,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-0,\xa0187lb\xa0(183cm,\xa084kg) ', ' Born:  July 16,\xa01986   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Draft: Calgary, 3rd round (98th\xa0overall), 2004\xa0NHL\xa0Entry ', 'Amateur Teams: Moose\xa0Jaw\xa0Warriors ']"
boydir01,Irwin Boyd,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-10,\xa0152lb\xa0(178cm,\xa068kg) ', ' Born:  November 13,\xa01908   in\xa0Ardmore,\xa0Pennsylvania  us ', 'Died: November\xa012,\xa01979  ']"
boydji01,Jim Boyd,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-9,\xa0180lb\xa0(175cm,\xa081kg) ', ' Born:  June 4,\xa01949   in\xa0Calgary,\xa0Alberta  ca ', 'Amateur Teams: Wisconsin ']"
boydr,R.J. Boyd,"['Position: D\n', ' Born:  February 7,\xa01991   ', 'Draft: Florida, 7th round (183rd\xa0overall), 2010\xa0NHL\xa0Entry ']"
boydra01,Randy Boyd,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-11,\xa0190lb\xa0(180cm,\xa086kg) ', ' Born:  January 23,\xa01962   in\xa0Coniston,\xa0Ontario  ca ', 'Draft: Pittsburgh, 3rd round (51st\xa0overall), 1980\xa0NHL\xa0Entry ', ""Amateur Teams: Ottawa\xa067's ""]"
boydtr01,Travis Boyd,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-11,\xa0185lb\xa0(180cm,\xa083kg) ', 'Team: Toronto Maple Leafs', ' Born:  September 14,\xa01993   in\xa0Hopkins,\xa0Minnesota  us ', 'Draft: Washington, 6th round (177th\xa0overall), 2011\xa0NHL\xa0Entry ', 'Amateur Teams: Minnesota ', 'Pronunciation: \\TRA-vihs BOID\\']"
boyerwa01,Wally Boyer,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-8,\xa0165lb\xa0(173cm,\xa074kg) ', ' Born:  September 27,\xa01937   in\xa0Cowan,\xa0Manitoba  ca ', 'Amateur Teams: Toronto\xa0Marlboros ']"
boyerza01,Zac Boyer,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0199lb\xa0(185cm,\xa090kg) ', ' Born:  October 25,\xa01971   in\xa0Inuvik,\xa0Northwest Territories  ca ', 'Draft: Chicago, 4th round (88th\xa0overall), 1991\xa0NHL\xa0Entry ', 'Amateur Teams: Kamloops\xa0Blazers ']"
boyesbr01,Brad Boyes,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-0,\xa0199lb\xa0(183cm,\xa090kg) ', ' Born:  April 17,\xa01982   in\xa0Mississauga,\xa0Ontario  ca ', 'Draft: Toronto, 1st round (24th\xa0overall), 2000\xa0NHL\xa0Entry ', 'Amateur Teams: Erie\xa0Otters ', 'Pronunciation: \\BRAD BOIZ\\', 'Twitter:\n@bboyes28']"
boykoda01,Darren Boyko,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-9,\xa0169lb\xa0(175cm,\xa076kg) ', ' Born:  January 16,\xa01964   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Amateur Teams: Winnipeg\xa0Warriors ']"
boylade01,Dean Boylan,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-0,\xa0185lb\xa0(183cm,\xa083kg) ', ' Born:  January 28,\xa01951   in\xa0Boston,\xa0Massachusetts  us ', 'Amateur Teams: Yale ']"
boylebr01,Brian Boyle,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-6,\xa0245lb\xa0(198cm,\xa0111kg) ', ' Born:  December 18,\xa01984   in\xa0Hingham,\xa0Massachusetts  us ', 'Draft: Los Angeles, 1st round (26th\xa0overall), 2003\xa0NHL\xa0Entry ', 'Amateur Teams: Boston\xa0College ', 'Pronunciation: \\BRIGH-uhn BOIL\\', 'Twitter:\n@BriBrows22']"
boyleda01,Dan Boyle,"['Position: D\xa0•\xa0    Shoots: Right\n', '5-11,\xa0194lb\xa0(180cm,\xa087kg) ', ' Born:  July 12,\xa01976   in\xa0Ottawa,\xa0Ontario  ca ', 'Amateur Teams: Miami\xa0(Ohio) ', 'Pronunciation: \\DAN BOIL\\']"
boyleke01,Kevin Boyle,"['Position: G\n', '6-1,\xa0197lb\xa0(185cm,\xa089kg) ', 'Team: Detroit Red Wings', ' Born:  May 30,\xa01992   in\xa0Manalapan,\xa0New Jersey  us ', 'Amateur Teams: Massachusetts-Lowell ', 'Pronunciation: \\KEH-vihn BOIL\\']"
boyleti01,Timothy Boyle,"['Position: D\n', ' Born:  March 21,\xa01993   ', 'Draft: Ottawa, 4th round (106th\xa0overall), 2012\xa0NHL\xa0Entry ']"
boyntni01,Nick Boynton,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-1,\xa0218lb\xa0(185cm,\xa098kg) ', ' Born:  January 14,\xa01979   in\xa0Nobleton,\xa0Ontario  ca ', 'Draft: Washington, 1st round (9th\xa0overall), 1997\xa0NHL\xa0Entry, Boston, 1st round (21st\xa0overall), 1999\xa0NHL\xa0Entry\xa0(Re-entry) ', ""Amateur Teams: Ottawa\xa067's ""]"
bozakty01,Tyler Bozak,"['Position: C\xa0•\xa0    Shoots: Right\n', '6-1,\xa0199lb\xa0(185cm,\xa090kg) ', 'Team: St. Louis Blues', ' Born:  March 19,\xa01986   in\xa0Regina,\xa0Saskatchewan  ca ', 'Amateur Teams: Denver ', 'Current salary: $4,250,000', 'Current cap hit: $5,000,000', 'Pronunciation: \\TIGH-luhr BOH-zak\\', 'Twitter:\n@Bozie42']"
bozekst01,Steve Bozek,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-11,\xa0180lb\xa0(180cm,\xa081kg) ', ' Born:  November 26,\xa01960   in\xa0Kelowna,\xa0British Columbia  ca ', 'Draft: Los Angeles, 3rd round (52nd\xa0overall), 1980\xa0NHL\xa0Entry ', 'Amateur Teams: Northern\xa0Michigan ']"
bozonph01,Philippe Bozon,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-10,\xa0185lb\xa0(178cm,\xa083kg) ', ' Born:  November 30,\xa01966   in\xa0Chamonix,\xa0France  fr ', 'Amateur Teams: St.\xa0Jean\xa0Beavers ']"
bozonti01,Tim Bozon,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-1,\xa0201lb\xa0(185cm,\xa091kg) ', ' Born:  March 24,\xa01994   in\xa0St.\xa0Louis,\xa0Missouri  us ', 'Draft: Montreal, 3rd round (64th\xa0overall), 2012\xa0NHL\xa0Entry ', 'Pronunciation: \\TIHM boh-ZAWN\\', 'Twitter:\n@timbozon94']"
braccje01,Jeremy Bracco,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-11,\xa0185lb\xa0(180cm,\xa083kg) ', ' Born:  March 17,\xa01997   in\xa0Freeport,\xa0New York  us ', 'Draft: Toronto, 2nd round (61st\xa0overall), 2015\xa0NHL\xa0Entry ', 'Pronunciation: \\JAIR-eh-mee BRA-koh\\']"
brackjo01,John Brackenborough,"['Position: LW/C\xa0•\xa0    Shoots: Left\n', '5-11,\xa0170lb\xa0(180cm,\xa077kg) ', ' Born:  February 9,\xa01897   in\xa0Parry\xa0Sound,\xa0Ontario  ca ', 'Died: July\xa08,\xa01993  ']"
brackcu01,Curt Brackenbury,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-10,\xa0200lb\xa0(178cm,\xa090kg) ', ' Born:  January 31,\xa01952   in\xa0Kapuskasing,\xa0Ontario  ca ']"
bradfbr01,Brock Bradford,"['Position: C\n', ' Born:  January 7,\xa01987   ', 'Draft: Boston, 7th round (217th\xa0overall), 2005\xa0NHL\xa0Entry ']"
bradlba01,Bart Bradley,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-8,\xa0150lb\xa0(173cm,\xa068kg) ', ' Born:  July 29,\xa01930   in\xa0Fort\xa0William,\xa0Ontario  ca ', 'Died: September\xa016,\xa02006  ']"
bradlbr02,Brian Bradley,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-10,\xa0185lb\xa0(178cm,\xa083kg) ', ' Born:  December 14,\xa01944   in\xa0Sudbury,\xa0Ontario  ca ']"
bradlbr01,Brian Bradley,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-10,\xa0180lb\xa0(178cm,\xa081kg) ', ' Born:  January 21,\xa01965   in\xa0Kitchener,\xa0Ontario  ca ', 'Draft: Calgary, 3rd round (51st\xa0overall), 1983\xa0NHL\xa0Entry ', 'Amateur Teams: Brampton\xa0Seven-Ups, London\xa0Knights, Niagara\xa0Falls\xa0Flyers, Toronto\xa0Marlboros ', 'Relatives: Nephew\xa0Jack\xa0LaFontaine ']"
bradlch01,Chase Bradley,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-11,\xa0180lb\xa0(180cm,\xa081kg) ', ' Born:  January 9,\xa02002   in\xa0St.\xa0Louis,\xa0Missouri  us ', 'Draft: Detroit, 7th round (203rd\xa0overall), 2020\xa0NHL\xa0Entry ']"
bradlly01,Lyle Bradley,"['Position: C/RW\xa0•\xa0    Shoots: Right\n', '5-9,\xa0160lb\xa0(175cm,\xa072kg) ', ' Born:  July 31,\xa01943   in\xa0Lloydminster,\xa0Saskatchewan  ca ', 'Amateur Teams: Denver ']"
bradlma01,Matt Bradley,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-3,\xa0201lb\xa0(190cm,\xa091kg) ', ' Born:  June 13,\xa01978   in\xa0Stittsville,\xa0Ontario  ca ', 'Draft: San Jose, 4th round (102nd\xa0overall), 1996\xa0NHL\xa0Entry ', 'Amateur Teams: Kingston\xa0Frontenacs ']"
bradlma02,Matthew Bradley,"['Position: C\xa0•\xa0    Shoots: Right\n', '5-11,\xa0187lb\xa0(180cm,\xa084kg) ', ' Born:  January 22,\xa01997   in\xa0Vancouver,\xa0British Columbia  ca ', 'Draft: Montreal, 5th round (131st\xa0overall), 2015\xa0NHL\xa0Entry ', 'Amateur Teams: Medicine\xa0Hat\xa0Tigers ', 'Pronunciation: \\MA-thew BRAD-lee\\']"
bradyco01,Cole Brady,"['Position: G\xa0•\xa0    Catches: Left\n', '6-4,\xa0175lb\xa0(193cm,\xa079kg) ', ' Born:  February 12,\xa02001   in\xa0Pickering,\xa0Ontario  ca ', 'Draft: New Jersey, 5th round (127th\xa0overall), 2019\xa0NHL\xa0Entry ']"
bradyne01,Neil Brady,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-2,\xa0200lb\xa0(188cm,\xa090kg) ', ' Born:  April 12,\xa01968   in\xa0Montreal,\xa0Quebec  ca ', 'Draft: New Jersey, 1st round (3rd\xa0overall), 1986\xa0NHL\xa0Entry ', 'Amateur Teams: Medicine\xa0Hat\xa0Tigers ']"
bragiva01,Valeri Bragin,"['Position: F\n', ' Born:  May 31,\xa01956   ']"
bragnri01,Rick Bragnalo,"['Position: C\xa0•\xa0    Shoots: Left\n', '5-8,\xa0160lb\xa0(173cm,\xa072kg) ', ' Born:  December 1,\xa01951   in\xa0Fort\xa0William,\xa0Ontario  ca ', 'Amateur Teams: Denver ']"
brandch01,Christoph Brandner,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-4,\xa0224lb\xa0(193cm,\xa0101kg) ', ' Born:  July 5,\xa01975   in\xa0Bruck\xa0an\xa0der\xa0Mur,\xa0Austria  at ', 'Draft: Minnesota, 8th round (237th\xa0overall), 2002\xa0NHL\xa0Entry ']"
branian01,Andy Branigan,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-11,\xa0190lb\xa0(180cm,\xa086kg) ', ' Born:  April 11,\xa01922   in\xa0Winnipeg,\xa0Manitoba  ca ', 'Died: April\xa013,\xa01995  ']"
branner01,Erik Brannstrom,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-10,\xa0179lb\xa0(178cm,\xa081kg) ', ' Born:  September 2,\xa01999   in\xa0Eksjo,\xa0Sweden  se ', 'Draft: Vegas, 1st round (15th\xa0overall), 2017\xa0NHL\xa0Entry ', 'Pronunciation: \\AIR-ihk BRAN-struhm\\']"
brasape01,Per-Olov Brasar,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-8,\xa0172lb\xa0(173cm,\xa078kg) ', ' Born:  September 30,\xa01950   in\xa0Falun,\xa0Sweden  se ']"
brashdo01,Donald Brashear,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-3,\xa0237lb\xa0(190cm,\xa0107kg) ', ' Born:  January 7,\xa01972   in\xa0Bedford,\xa0Indiana  us ', 'Amateur Teams: Longueuil\xa0College-Francais, Verdun\xa0College-Francais ']"
brassau01,Austen Brassard,"['Position: RW\n', ' Born:  January 14,\xa01993   ', 'Draft: Winnipeg, 5th round (149th\xa0overall), 2011\xa0NHL\xa0Entry ', 'Pronunciation: \\AWS-tuhn bruh-SAHRD\\']"
brassde01,Derick Brassard,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-1,\xa0202lb\xa0(185cm,\xa091kg) ', 'Team: Arizona Coyotes', ' Born:  September 22,\xa01987   in\xa0Hull,\xa0Quebec  ca ', 'Draft: Columbus, 1st round (6th\xa0overall), 2006\xa0NHL\xa0Entry ', 'Amateur Teams: Drummondville\xa0Voltigeurs ', 'Current salary: $1,000,000', 'Current cap hit: $1,000,000', 'Pronunciation: \\DAIR-ihk bruh-SAHRD\\']"
brassfr01,Francois Brassard,"['Position: G\n', ' Born:  January 31,\xa01994   in\xa0Canada  ca ', 'Draft: Ottawa, 6th round (166th\xa0overall), 2012\xa0NHL\xa0Entry ']"
brassma01,Matt Brassard,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-2,\xa0197lb\xa0(188cm,\xa089kg) ', ' Born:  August 8,\xa01998   in\xa0Barrie,\xa0Ontario  ca ', 'Draft: Vancouver, 7th round (188th\xa0overall), 2017\xa0NHL\xa0Entry ', 'Amateur Teams: Oshawa\xa0Generals ']"
brathfr01,Fred Brathwaite,"['Position: G\xa0•\xa0    Catches: Left\n', '5-7,\xa0185lb\xa0(170cm,\xa083kg) ', ' Born:  November 24,\xa01972   in\xa0Ottawa,\xa0Ontario  ca ', 'Amateur Teams: Detroit\xa0Junior\xa0Red\xa0Wings, London\xa0Knights, Oshawa\xa0Generals ']"
brattje01,Jesper Bratt,"['Position: W\xa0•\xa0    Shoots: Left\n', '5-10,\xa0175lb\xa0(178cm,\xa079kg) ', 'Team: New Jersey Devils', ' Born:  July 30,\xa01998   in\xa0Stockholm,\xa0Sweden  se ', 'Draft: New Jersey, 6th round (162nd\xa0overall), 2016\xa0NHL\xa0Entry ', 'Current salary: $2,050,000', 'Current cap hit: $2,750,000', 'Pronunciation: \\YEHS-puhr BRAHT\\']"
brattvi01,Victor Brattstrom,"['Position: G\xa0•\xa0    Shoots: Left\n', '6-5,\xa0200lb\xa0(196cm,\xa090kg) ', ' Born:  March 22,\xa01997   in\xa0Sweden,\xa0Sweden  se ', 'Draft: Detroit, 6th round (160th\xa0overall), 2018\xa0NHL\xa0Entry ']"
braunco01,Constantin Braun,"['Position: D\n', ' Born:  March 11,\xa01988   ', 'Draft: Los Angeles, 6th round (164th\xa0overall), 2006\xa0NHL\xa0Entry ']"
braunju01,Justin Braun,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-2,\xa0205lb\xa0(188cm,\xa092kg) ', 'Team: Philadelphia Flyers', ' Born:  February 10,\xa01987   in\xa0Minneapolis,\xa0Minnesota  us ', 'Draft: San Jose, 7th round (201st\xa0overall), 2007\xa0NHL\xa0Entry ', 'Amateur Teams: Massachusetts ', 'Current salary: $1,800,000', 'Current cap hit: $1,800,000', 'Pronunciation: \\JUHS-tihn BRAWN\\']"
braxepe01,Per Braxenholm,"['Position: D\n', ' Born:  October 31,\xa01983   ', 'Draft: NY Islanders, 9th round (283rd\xa0overall), 2002\xa0NHL\xa0Entry ']"
braydu01,Duane Bray,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-2,\xa0195lb\xa0(188cm,\xa088kg) ', ' Born:  April 26,\xa01954   in\xa0Flin\xa0Flon,\xa0Manitoba  ca ', 'Amateur Teams: Flin\xa0Flon\xa0Bombers, Victoria\xa0Cougars ']"
braymi01,Mike Bray,"['Position: RW\n', ' Born:  December 17,\xa01982   ', 'Draft: NY Islanders, 8th round (228th\xa0overall), 2001\xa0NHL\xa0Entry ']"
braysru01,Russ Brayshaw,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-10,\xa0170lb\xa0(178cm,\xa077kg) ', ' Born:  January 17,\xa01918   in\xa0Saskatoon,\xa0Saskatchewan  ca ', 'Died: February\xa026,\xa01993  ']"
breaube01,Benjamin Breault,"['Position: C\n', ' Born:  February 21,\xa01988   ', 'Draft: Buffalo, 7th round (207th\xa0overall), 2006\xa0NHL\xa0Entry ']"
breaufr01,Francis Breault,"['Position: RW\xa0•\xa0    Shoots: Left\n', '5-11,\xa0185lb\xa0(180cm,\xa083kg) ', ' Born:  May 11,\xa01967   in\xa0Acton\xa0Vale,\xa0Quebec  ca ', 'Amateur Teams: Chicoutimi\xa0Sagueneens, Granby\xa0Bisons, Trois\xa0Rivieres\xa0Draveurs ']"
brediga01,Gary Bredin,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-0,\xa0185lb\xa0(183cm,\xa083kg) ', ' Born:  May 25,\xa01948   in\xa0Edmonton,\xa0Alberta  ca ', 'Amateur Teams: Edmonton\xa0Oil\xa0Kings, Moose\xa0Jaw\xa0Canucks ']"
breench01,Christopher Breen,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-7,\xa0226lb\xa0(201cm,\xa0102kg) ', ' Born:  June 29,\xa01989   in\xa0Uxbridge,\xa0Ontario  ca ', 'Amateur Teams: Erie\xa0Otters, Peterborough\xa0Petes, Saginaw\xa0Spirit ']"
breitke01,Ken Breitenbach,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0190lb\xa0(185cm,\xa086kg) ', ' Born:  January 9,\xa01955   in\xa0Welland,\xa0Ontario  ca ', 'Died: April\xa028,\xa02017  ', 'Draft: Buffalo, 2nd round (35th\xa0overall), 1975\xa0NHL\xa0Amateur ', 'Amateur Teams: St.\xa0Catharines\xa0Black\xa0Hawks ']"
brembfr01,Fredrik Bremberg,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-0,\xa0190lb\xa0(183cm,\xa086kg) ', ' Born:  June 21,\xa01973   in\xa0Stockholm,\xa0Sweden  se ', 'Draft: New Jersey, 3rd round (55th\xa0overall), 1991\xa0NHL\xa0Entry ']"
brendpa01,Pavel Brendl,"['Position: RW\xa0•\xa0    Shoots: Right\n', '6-1,\xa0204lb\xa0(185cm,\xa092kg) ', ' Born:  March 23,\xa01981   in\xa0Opocno,\xa0Czechoslovakia  cs ', 'Draft: NY Rangers, 1st round (4th\xa0overall), 1999\xa0NHL\xa0Entry ', 'Amateur Teams: Calgary\xa0Hitmen ']"
brenkja01,Jake Brenk,"['Position: C\n', ' Born:  April 16,\xa01982   ', 'Draft: Edmonton, 5th round (154th\xa0overall), 2001\xa0NHL\xa0Entry ']"
brennda01,Dan Brennan,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-3,\xa0210lb\xa0(190cm,\xa095kg) ', ' Born:  October 1,\xa01962   in\xa0Dawson\xa0Creek,\xa0British Columbia  ca ', 'Draft: Los Angeles, 8th round (165th\xa0overall), 1981\xa0NHL\xa0Entry ', 'Amateur Teams: North\xa0Dakota ']"
brenndo01,Doug Brennan,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-11,\xa0180lb\xa0(180cm,\xa081kg) ', ' Born:  January 10,\xa01905   in\xa0Peterborough,\xa0Ontario  ca ', 'Died: November\xa08,\xa01972  ']"
brennki01,Kip Brennan,"['Position: LW\xa0•\xa0    Shoots: Left\n', '6-4,\xa0230lb\xa0(193cm,\xa0104kg) ', ' Born:  August 27,\xa01980   in\xa0Kingston,\xa0Ontario  ca ', 'Draft: Los Angeles, 4th round (103rd\xa0overall), 1998\xa0NHL\xa0Entry ', 'Amateur Teams: Sudbury\xa0Wolves, Windsor\xa0Spitfires ']"
brennri01,Rich Brennan,"['Position: D\xa0•\xa0    Shoots: Right\n', '6-2,\xa0200lb\xa0(188cm,\xa090kg) ', ' Born:  November 26,\xa01972   in\xa0Schenectady,\xa0New York  us ', 'Draft: Quebec, 3rd round (46th\xa0overall), 1991\xa0NHL\xa0Entry ', 'Amateur Teams: Boston\xa0University ']"
brenntj01,T.J. Brennan,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0216lb\xa0(185cm,\xa097kg) ', ' Born:  April 3,\xa01989   in\xa0Willingboro,\xa0New Jersey  us ', 'Draft: Buffalo, 2nd round (31st\xa0overall), 2007\xa0NHL\xa0Entry ', ""Amateur Teams: Montreal\xa0Juniors, St.\xa0John's\xa0Fog\xa0Devils "", 'Pronunciation: \\TEE-JAY BREH-nan\\']"
brennto01,Tom Brennan,"['Position: RW\xa0•\xa0    Shoots: Right\n', '5-9,\xa0155lb\xa0(175cm,\xa070kg) ', ' Born:  January 22,\xa01922   in\xa0Philadelphia,\xa0Pennsylvania  us ', 'Died: September\xa022,\xa02003  ']"
brennjo01,John Brenneman,"['Position: LW\xa0•\xa0    Shoots: Left\n', '5-10,\xa0175lb\xa0(178cm,\xa079kg) ', ' Born:  January 5,\xa01943   in\xa0Fort\xa0Erie,\xa0Ontario  ca ', 'Amateur Teams: St.\xa0Catharines\xa0Black\xa0Hawks, St.\xa0Catharines\xa0Teepees ']"
brentti01,Tim Brent,"['Position: C\xa0•\xa0    Shoots: Right\n', '6-0,\xa0188lb\xa0(183cm,\xa085kg) ', ' Born:  March 10,\xa01984   in\xa0Cambridge,\xa0Ontario  ca ', 'Draft: Anaheim, 2nd round (37th\xa0overall), 2002\xa0NHL\xa0Entry, Anaheim, 3rd round (75th\xa0overall), 2004\xa0NHL\xa0Entry\xa0(Re-entry) ', ""Amateur Teams: Toronto\xa0St.\xa0Michael's\xa0Majors "", 'Twitter:\n@Brenter37']"
brettjo01,Joe Bretto,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-1,\xa0248lb\xa0(185cm,\xa0112kg) ', ' Born:  November 28,\xa01912   in\xa0Hibbing,\xa0Minnesota  us ', 'Died: January\xa027,\xa02007  ']"
breweca01,Carl Brewer,"['Position: D\xa0•\xa0    Shoots: Left\n', '5-9,\xa0180lb\xa0(175cm,\xa081kg) ', ' Born:  October 21,\xa01938   in\xa0Toronto,\xa0Ontario  ca ', 'Died: August\xa025,\xa02001  ', 'Amateur Teams: Toronto\xa0Marlboros ']"
breweer01,Eric Brewer,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-4,\xa0216lb\xa0(193cm,\xa097kg) ', ' Born:  April 17,\xa01979   in\xa0Vernon,\xa0British Columbia  ca ', 'Draft: NY Islanders, 1st round (5th\xa0overall), 1997\xa0NHL\xa0Entry ', 'Amateur Teams: Prince\xa0George\xa0Cougars ', 'Pronunciation: \\BREW-uhr\\']"
brickan01,Andy Brickley,"['Position: LW/C\xa0•\xa0    Shoots: Left\n', '5-11,\xa0200lb\xa0(180cm,\xa090kg) ', ' Born:  August 9,\xa01961   in\xa0Melrose,\xa0Massachusetts  us ', 'Draft: Philadelphia, 10th round (210th\xa0overall), 1980\xa0NHL\xa0Entry ', 'Amateur Teams: New\xa0Hampshire ']"
brickco01,Connor Brickley,"['Position: C\xa0•\xa0    Shoots: Left\n', '6-0,\xa0203lb\xa0(183cm,\xa092kg) ', ' Born:  February 25,\xa01992   in\xa0Everett,\xa0Massachusetts  us ', 'Draft: Florida, 2nd round (50th\xa0overall), 2010\xa0NHL\xa0Entry ', 'Amateur Teams: Vermont ', 'Pronunciation: \\KAW-nuhr BRIH-klee\\']"
brickda01,Daniel Brickley,"['Position: D\xa0•\xa0    Shoots: Left\n', '6-3,\xa0205lb\xa0(190cm,\xa092kg) ', ' Born:  March 30,\xa01995   in\xa0Sandy,\xa0Utah  us ', 'Amateur Teams: Minnesota\xa0State ', 'Pronunciation: \\DAN-yehl BRIH-klee\\']"
