Season,Lg,Player,Age,Tm,Pos,G,A,PTS,+/-,W,L,T/O,GAA,SV%,OPS,DPS,GPS,PS,YR_INT,Award,Description,pid,PIM
2018-19,NHL,Robin Lehner,27,NYI,G,,,,,25.0,13.0,5.0,2.13,0.93,0.0,0.0,10.2,10.2,2019,Jennings,Goalie(s) With the Fewest Goals Scored Against,lehnero01,
2018-19,NHL,Thomas Greiss,33,NYI,G,,,,,23.0,14.0,2.0,2.28,0.927,0.0,0.0,8.7,8.7,2019,Jennings,Goalie(s) With the Fewest Goals Scored Against,greisth01,
2017-18,NHL,Jonathan Quick,32,LAK,G,,,,,33.0,28.0,3.0,2.4,0.9209999999999999,0.0,0.0,12.2,12.2,2018,Jennings,Goalie(s) With the Fewest Goals Scored Against,quickjo01,
2016-17,NHL,Braden Holtby,27,WSH,G,,,,,42.0,13.0,6.0,2.07,0.925,0.0,0.0,12.3,12.3,2017,Jennings,Goalie(s) With the Fewest Goals Scored Against,holtbbr01,
2015-16,NHL,Frederik Andersen,26,ANA,G,,,,,22.0,9.0,7.0,2.3,0.919,0.0,0.0,7.0,7.0,2016,Jennings,Goalie(s) With the Fewest Goals Scored Against,anderfr01,
2015-16,NHL,John Gibson,22,ANA,G,,,,,21.0,13.0,4.0,2.07,0.92,0.0,0.0,6.5,6.5,2016,Jennings,Goalie(s) With the Fewest Goals Scored Against,gibsojo02,
2014-15,NHL,Corey Crawford,30,CHI,G,,,,,32.0,20.0,5.0,2.27,0.924,0.0,0.0,11.9,11.9,2015,Jennings,Goalie(s) With the Fewest Goals Scored Against,crawfco01,
2014-15,NHL,Carey Price,27,MTL,G,,,,,44.0,16.0,6.0,1.96,0.9329999999999999,0.0,0.0,16.2,16.2,2015,Jennings,Goalie(s) With the Fewest Goals Scored Against,priceca01,
2013-14,NHL,Jonathan Quick,28,LAK,G,,,,,27.0,17.0,4.0,2.07,0.915,0.0,0.0,7.4,7.4,2014,Jennings,Goalie(s) With the Fewest Goals Scored Against,quickjo01,
2012-13,NHL,Ray Emery,30,CHI,G,,,,,17.0,1.0,0.0,1.94,0.922,0.0,0.0,3.4,3.4,2013,Jennings,Goalie(s) With the Fewest Goals Scored Against,emeryra01,
2012-13,NHL,Corey Crawford,28,CHI,G,,,,,19.0,5.0,5.0,1.94,0.9259999999999999,0.0,0.0,6.0,6.0,2013,Jennings,Goalie(s) With the Fewest Goals Scored Against,crawfco01,
2011-12,NHL,Jaroslav Halak,26,STL,G,,,,,26.0,12.0,7.0,1.97,0.9259999999999999,0.0,0.0,9.1,9.1,2012,Jennings,Goalie(s) With the Fewest Goals Scored Against,halakja01,
2011-12,NHL,Brian Elliott,26,STL,G,,,,,23.0,10.0,4.0,1.56,0.94,0.0,0.0,9.0,9.0,2012,Jennings,Goalie(s) With the Fewest Goals Scored Against,elliobr01,
2010-11,NHL,Cory Schneider,24,VAN,G,,,,,16.0,4.0,2.0,2.23,0.929,0.0,0.0,5.6,5.6,2011,Jennings,Goalie(s) With the Fewest Goals Scored Against,schneco01,
2010-11,NHL,Roberto Luongo,31,VAN,G,,,,,38.0,15.0,7.0,2.11,0.9279999999999999,0.0,0.0,13.6,13.6,2011,Jennings,Goalie(s) With the Fewest Goals Scored Against,luongro01,
2009-10,NHL,Martin Brodeur,37,NJD,G,,,,,45.0,25.0,6.0,2.24,0.9159999999999999,0.0,0.0,13.2,13.2,2010,Jennings,Goalie(s) With the Fewest Goals Scored Against,brodema01,
2008-09,NHL,Tim Thomas,34,BOS,G,,,,,36.0,11.0,7.0,2.1,0.9329999999999999,0.0,0.0,14.7,14.7,2009,Jennings,Goalie(s) With the Fewest Goals Scored Against,thomati01,
2008-09,NHL,Manny Fernandez,34,BOS,G,,,,,16.0,8.0,3.0,2.59,0.91,0.0,0.0,4.9,4.9,2009,Jennings,Goalie(s) With the Fewest Goals Scored Against,fernama01,
2007-08,NHL,Chris Osgood,35,DET,G,,,,,27.0,9.0,4.0,2.09,0.914,0.0,0.0,6.6,6.6,2008,Jennings,Goalie(s) With the Fewest Goals Scored Against,osgooch01,
2007-08,NHL,Dominik Hasek,43,DET,G,,,,,27.0,10.0,3.0,2.14,0.902,0.0,0.0,4.5,4.5,2008,Jennings,Goalie(s) With the Fewest Goals Scored Against,hasekdo01,
2006-07,NHL,Manny Fernandez,32,MIN,G,,,,,22.0,16.0,1.0,2.55,0.9109999999999999,0.0,0.0,7.8,7.8,2007,Jennings,Goalie(s) With the Fewest Goals Scored Against,fernama01,
2006-07,NHL,Niklas Backstrom,28,MIN,G,,,,,23.0,8.0,6.0,1.97,0.929,0.0,0.0,9.0,9.0,2007,Jennings,Goalie(s) With the Fewest Goals Scored Against,backsni01,
2005-06,NHL,Miikka Kiprusoff,29,CGY,G,,,,,42.0,20.0,11.0,2.07,0.9229999999999999,0.0,0.0,16.2,16.2,2006,Jennings,Goalie(s) With the Fewest Goals Scored Against,kiprumi01,
2003-04,NHL,Martin Brodeur,31,NJD,G,,,,,38.0,26.0,11.0,2.03,0.917,0.0,0.0,12.5,12.5,2004,Jennings,Goalie(s) With the Fewest Goals Scored Against,brodema01,
2002-03,NHL,Robert Esche,25,PHI,G,,,,,12.0,9.0,3.0,2.2,0.907,0.0,0.0,3.8,3.8,2003,Jennings,Goalie(s) With the Fewest Goals Scored Against,eschero01,
2002-03,NHL,Roman Cechmanek,31,PHI,G,,,,,33.0,15.0,10.0,1.83,0.925,0.0,0.0,10.9,10.9,2003,Jennings,Goalie(s) With the Fewest Goals Scored Against,cechmro01,
2002-03,NHL,Martin Brodeur,30,NJD,G,,,,,41.0,23.0,9.0,2.02,0.914,0.0,0.0,11.4,11.4,2003,Jennings,Goalie(s) With the Fewest Goals Scored Against,brodema01,
2001-02,NHL,Patrick Roy,36,COL,G,,,,,32.0,23.0,8.0,1.94,0.925,0.0,0.0,13.3,13.3,2002,Jennings,Goalie(s) With the Fewest Goals Scored Against,roypa01,
2000-01,NHL,Dominik Hasek,36,BUF,G,,,,,37.0,24.0,4.0,2.11,0.9209999999999999,0.0,0.0,13.9,13.9,2001,Jennings,Goalie(s) With the Fewest Goals Scored Against,hasekdo01,
1999-00,NHL,Roman Turek,29,STL,G,,,,,42.0,15.0,9.0,1.95,0.912,0.0,0.0,10.2,10.2,2000,Jennings,Goalie(s) With the Fewest Goals Scored Against,turekro01,
1998-99,NHL,Roman Turek,28,DAL,G,,,,,16.0,3.0,3.0,2.29,0.915,0.0,0.0,3.7,3.7,1999,Jennings,Goalie(s) With the Fewest Goals Scored Against,turekro01,
1998-99,NHL,Ed Belfour,33,DAL,G,,,,,35.0,15.0,9.0,1.99,0.915,0.0,0.0,9.1,9.1,1999,Jennings,Goalie(s) With the Fewest Goals Scored Against,belfoed01,
1997-98,NHL,Martin Brodeur,25,NJD,G,,,,,43.0,17.0,8.0,1.89,0.917,0.0,0.0,11.1,11.1,1998,Jennings,Goalie(s) With the Fewest Goals Scored Against,brodema01,
1996-97,NHL,Mike Dunham,24,NJD,G,,,,,8.0,7.0,1.0,2.55,0.9059999999999999,0.0,0.0,2.5,2.5,1997,Jennings,Goalie(s) With the Fewest Goals Scored Against,dunhami01,
1996-97,NHL,Martin Brodeur,24,NJD,G,,,,,37.0,14.0,13.0,1.88,0.927,0.0,0.0,12.4,12.4,1997,Jennings,Goalie(s) With the Fewest Goals Scored Against,brodema01,
1995-96,NHL,Mike Vernon,32,DET,G,,,,,21.0,7.0,2.0,2.26,0.903,0.0,0.0,4.2,4.2,1996,Jennings,Goalie(s) With the Fewest Goals Scored Against,vernomi01,
1995-96,NHL,Chris Osgood,23,DET,G,,,,,39.0,6.0,5.0,2.17,0.9109999999999999,0.0,0.0,7.8,7.8,1996,Jennings,Goalie(s) With the Fewest Goals Scored Against,osgooch01,
1994-95,NHL,Ed Belfour,29,CHI,G,,,,,22.0,15.0,3.0,2.28,0.9059999999999999,0.0,0.0,6.0,6.0,1995,Jennings,Goalie(s) With the Fewest Goals Scored Against,belfoed01,
1993-94,NHL,Dominik Hasek,29,BUF,G,,,,,30.0,20.0,6.0,1.95,0.93,0.0,0.0,13.1,13.1,1994,Jennings,Goalie(s) With the Fewest Goals Scored Against,hasekdo01,
1993-94,NHL,Grant Fuhr,31,BUF,G,,,,,13.0,12.0,3.0,3.69,0.883,0.0,0.0,3.9,3.9,1994,Jennings,Goalie(s) With the Fewest Goals Scored Against,fuhrgr01,
1992-93,NHL,Ed Belfour,27,CHI,G,,,,,41.0,18.0,11.0,2.59,0.9059999999999999,0.0,0.0,13.0,13.0,1993,Jennings,Goalie(s) With the Fewest Goals Scored Against,belfoed01,
1991-92,NHL,Patrick Roy,26,MTL,G,,,,,36.0,22.0,8.0,2.36,0.914,0.0,0.0,13.5,13.5,1992,Jennings,Goalie(s) With the Fewest Goals Scored Against,roypa01,
1990-91,NHL,Ed Belfour,25,CHI,G,,,,,43.0,19.0,7.0,2.47,0.91,0.0,0.0,14.0,14.0,1991,Jennings,Goalie(s) With the Fewest Goals Scored Against,belfoed01,
1989-90,NHL,Reggie Lemelin,35,BOS,G,,,,,22.0,15.0,2.0,2.8,0.892,0.0,0.0,6.2,6.2,1990,Jennings,Goalie(s) With the Fewest Goals Scored Against,lemelre01,
1989-90,NHL,Andy Moog,29,BOS,G,,,,,24.0,10.0,7.0,2.89,0.893,0.0,0.0,7.3,7.3,1990,Jennings,Goalie(s) With the Fewest Goals Scored Against,moogan01,
1988-89,NHL,Patrick Roy,23,MTL,G,,,,,33.0,5.0,6.0,2.47,0.9079999999999999,0.0,0.0,9.3,9.3,1989,Jennings,Goalie(s) With the Fewest Goals Scored Against,roypa01,
1988-89,NHL,Brian Hayward,28,MTL,G,,,,,20.0,13.0,3.0,2.9,0.887,0.0,0.0,5.3,5.3,1989,Jennings,Goalie(s) With the Fewest Goals Scored Against,haywabr01,
1987-88,NHL,Patrick Roy,22,MTL,G,,,,,23.0,12.0,9.0,2.9,0.9,0.0,0.0,8.7,8.7,1988,Jennings,Goalie(s) With the Fewest Goals Scored Against,roypa01,
1987-88,NHL,Brian Hayward,27,MTL,G,,,,,22.0,10.0,4.0,2.86,0.8959999999999999,0.0,0.0,6.9,6.9,1988,Jennings,Goalie(s) With the Fewest Goals Scored Against,haywabr01,
1986-87,NHL,Patrick Roy,21,MTL,G,,,,,22.0,16.0,6.0,2.94,0.8909999999999999,0.0,0.0,7.7,7.7,1987,Jennings,Goalie(s) With the Fewest Goals Scored Against,roypa01,
1986-87,NHL,Brian Hayward,26,MTL,G,,,,,19.0,13.0,4.0,2.82,0.893,0.0,0.0,6.2,6.2,1987,Jennings,Goalie(s) With the Fewest Goals Scored Against,haywabr01,
1985-86,NHL,Darren Jensen,25,PHI,G,,,,,15.0,9.0,1.0,3.69,0.883,0.0,0.0,4.5,4.5,1986,Jennings,Goalie(s) With the Fewest Goals Scored Against,jenseda01,
1985-86,NHL,Bob Froese,27,PHI,G,,,,,31.0,10.0,3.0,2.55,0.909,0.0,0.0,9.9,9.9,1986,Jennings,Goalie(s) With the Fewest Goals Scored Against,froesbo01,
1984-85,NHL,Bob Sauve,29,BUF,G,,,,,13.0,10.0,3.0,3.23,0.855,0.0,0.0,2.3,2.3,1985,Jennings,Goalie(s) With the Fewest Goals Scored Against,sauvebo01,
1984-85,NHL,Tom Barrasso,19,BUF,G,,,,,25.0,18.0,10.0,2.67,0.887,0.0,0.0,8.1,8.1,1985,Jennings,Goalie(s) With the Fewest Goals Scored Against,barrato01,
1983-84,NHL,Pat Riggin,24,WSH,G,,,,,21.0,14.0,2.0,2.67,0.889,0.0,0.0,6.0,6.0,1984,Jennings,Goalie(s) With the Fewest Goals Scored Against,riggipa01,
1983-84,NHL,Al Jensen,25,WSH,G,,,,,25.0,13.0,3.0,2.92,0.8809999999999999,0.0,0.0,5.8,5.8,1984,Jennings,Goalie(s) With the Fewest Goals Scored Against,jenseal01,
1982-83,NHL,Billy Smith,32,NYI,G,,,,,18.0,14.0,7.0,2.87,0.9059999999999999,0.0,0.0,9.1,9.1,1983,Jennings,Goalie(s) With the Fewest Goals Scored Against,smithbi01,
1982-83,NHL,Roland Melanson,22,NYI,G,,,,,24.0,12.0,5.0,2.66,0.909,0.0,0.0,10.2,10.2,1983,Jennings,Goalie(s) With the Fewest Goals Scored Against,melanro01,
1981-82,NHL,Rick Wamsley,22,MTL,G,,,,,23.0,7.0,7.0,2.75,0.893,0.0,0.0,9.2,9.2,1982,Jennings,Goalie(s) With the Fewest Goals Scored Against,wamslri01,
1981-82,NHL,Denis Herron,29,MTL,G,,,,,12.0,6.0,8.0,2.64,0.9109999999999999,0.0,0.0,6.6,6.6,1982,Jennings,Goalie(s) With the Fewest Goals Scored Against,herrode01,
2019-20,NHL,Mathew Dumba,25,MIN,D,6.0,18.0,24.0,-7.0,,,,,,1.1,2.5,0.0,3.6,2020,King Clancy,Leadership and Humanitarian Contribution,dumbama01,
2018-19,NHL,Jason Zucker,27,MIN,LW,21.0,21.0,42.0,-9.0,,,,,,2.4,1.7,0.0,4.1,2019,King Clancy,Leadership and Humanitarian Contribution,zuckeja01,
2017-18,NHL,Henrik Sedin,37,VAN,C,3.0,47.0,50.0,-22.0,,,,,,1.9,0.8,0.0,2.7,2018,King Clancy,Leadership and Humanitarian Contribution,sedinhe01,
2017-18,NHL,Daniel Sedin,37,VAN,LW,23.0,32.0,55.0,-21.0,,,,,,4.6,0.8,0.0,5.4,2018,King Clancy,Leadership and Humanitarian Contribution,sedinda01,
2016-17,NHL,Nick Foligno,29,CBJ,LW,26.0,25.0,51.0,-4.0,,,,,,4.6,1.3,0.0,5.9,2017,King Clancy,Leadership and Humanitarian Contribution,foligni01,
2015-16,NHL,Henrik Sedin,35,VAN,C,11.0,44.0,55.0,0.0,,,,,,3.6,1.7,0.0,5.4,2016,King Clancy,Leadership and Humanitarian Contribution,sedinhe01,
2014-15,NHL,Henrik Zetterberg,34,DET,LW,17.0,49.0,66.0,-6.0,,,,,,5.3,1.4,0.0,6.7,2015,King Clancy,Leadership and Humanitarian Contribution,zettehe01,
2013-14,NHL,Andrew Ference,34,EDM,D,3.0,15.0,18.0,-18.0,,,,,,0.5,1.9,0.0,2.4,2014,King Clancy,Leadership and Humanitarian Contribution,ferenan01,
2012-13,NHL,Patrice Bergeron,27,BOS,C,10.0,22.0,32.0,24.0,,,,,,2.4,1.9,0.0,4.3,2013,King Clancy,Leadership and Humanitarian Contribution,bergepa01,
2011-12,NHL,Daniel Alfredsson,39,OTT,RW,27.0,32.0,59.0,16.0,,,,,,5.7,1.8,0.0,7.5,2012,King Clancy,Leadership and Humanitarian Contribution,alfreda01,
2010-11,NHL,Doug Weight,40,NYI,C,2.0,7.0,9.0,-3.0,,,,,,0.3,0.2,0.0,0.5,2011,King Clancy,Leadership and Humanitarian Contribution,weighdo01,
2009-10,NHL,Shane Doan,33,PHX,RW,18.0,37.0,55.0,3.0,,,,,,3.4,2.1,0.0,5.5,2010,King Clancy,Leadership and Humanitarian Contribution,doansh01,
2008-09,NHL,Ethan Moreau,33,EDM,LW,14.0,12.0,26.0,0.0,,,,,,0.7,1.2,0.0,1.9,2009,King Clancy,Leadership and Humanitarian Contribution,moreaet01,
2007-08,NHL,Vincent Lecavalier,27,TBL,C,40.0,52.0,92.0,-17.0,,,,,,9.1,1.6,0.0,10.7,2008,King Clancy,Leadership and Humanitarian Contribution,lecavvi01,
2006-07,NHL,Saku Koivu,32,MTL,C,22.0,53.0,75.0,-21.0,,,,,,5.9,1.0,0.0,6.9,2007,King Clancy,Leadership and Humanitarian Contribution,koivusa01,
2005-06,NHL,Olaf Kolzig,35,WSH,G,0.0,3.0,3.0,0.0,20.0,28.0,11.0,3.53,0.8959999999999999,0.0,0.0,11.0,11.0,2006,King Clancy,Leadership and Humanitarian Contribution,kolziol01,
2003-04,NHL,Jarome Iginla,26,CGY,RW,41.0,32.0,73.0,21.0,,,,,,8.0,3.1,0.0,11.1,2004,King Clancy,Leadership and Humanitarian Contribution,iginlja01,
2002-03,NHL,Brendan Shanahan,34,DET,LW,30.0,38.0,68.0,5.0,,,,,,6.5,1.4,0.0,7.9,2003,King Clancy,Leadership and Humanitarian Contribution,shanabr01,
2001-02,NHL,Ron Francis,38,CAR,C,27.0,50.0,77.0,4.0,,,,,,6.7,2.1,0.0,8.7,2002,King Clancy,Leadership and Humanitarian Contribution,francro01,
2000-01,NHL,Shjon Podein,32,COL,RW,15.0,17.0,32.0,7.0,,,,,,1.5,1.4,0.0,2.9,2001,King Clancy,Leadership and Humanitarian Contribution,podeish01,
1999-00,NHL,Curtis Joseph,32,TOR,G,0.0,1.0,1.0,0.0,36.0,20.0,7.0,2.49,0.915,0.0,0.0,13.4,13.4,2000,King Clancy,Leadership and Humanitarian Contribution,josepcu01,
1998-99,NHL,Rob Ray,30,BUF,RW,0.0,4.0,4.0,-2.0,,,,,,-0.6,0.3,0.0,-0.3,1999,King Clancy,Leadership and Humanitarian Contribution,rayro01,
1997-98,NHL,Kelly Chase,30,STL,RW,4.0,3.0,7.0,10.0,,,,,,-1.4,1.1,0.0,-0.3,1998,King Clancy,Leadership and Humanitarian Contribution,chaseke01,
1996-97,NHL,Trevor Linden,26,VAN,C,9.0,31.0,40.0,5.0,,,,,,2.6,0.7,0.0,3.3,1997,King Clancy,Leadership and Humanitarian Contribution,lindetr01,
1995-96,NHL,Kris King,29,WIN,LW,9.0,11.0,20.0,-7.0,,,,,,-0.6,0.7,0.0,0.0,1996,King Clancy,Leadership and Humanitarian Contribution,kingkr01,
1994-95,NHL,Joe Nieuwendyk,28,CGY,C,21.0,29.0,50.0,11.0,,,,,,4.7,0.8,0.0,5.5,1995,King Clancy,Leadership and Humanitarian Contribution,nieuwjo01,
1993-94,NHL,Adam Graves,25,NYR,LW,52.0,27.0,79.0,27.0,,,,,,7.8,1.9,0.0,9.8,1994,King Clancy,Leadership and Humanitarian Contribution,gravead01,
1992-93,NHL,Dave Poulin,34,BOS,C,16.0,33.0,49.0,29.0,,,,,,1.6,1.9,0.0,3.5,1993,King Clancy,Leadership and Humanitarian Contribution,poulida02,
1991-92,NHL,Ray Bourque,31,BOS,D,21.0,60.0,81.0,11.0,,,,,,6.3,5.0,0.0,11.2,1992,King Clancy,Leadership and Humanitarian Contribution,bourqra01,
1990-91,NHL,Dave Taylor,35,LAK,RW,23.0,30.0,53.0,27.0,,,,,,3.2,1.4,0.0,4.6,1991,King Clancy,Leadership and Humanitarian Contribution,tayloda01,
1989-90,NHL,Kevin Lowe,30,EDM,D,7.0,26.0,33.0,18.0,,,,,,1.4,4.6,0.0,6.0,1990,King Clancy,Leadership and Humanitarian Contribution,loweke01,
1988-89,NHL,Bryan Trottier,32,NYI,C,17.0,28.0,45.0,-7.0,,,,,,1.7,0.9,0.0,2.6,1989,King Clancy,Leadership and Humanitarian Contribution,trottbr01,
1987-88,NHL,Lanny McDonald,34,CGY,RW,10.0,13.0,23.0,2.0,,,,,,0.2,0.4,0.0,0.6,1988,King Clancy,Leadership and Humanitarian Contribution,mcdonla01,
2019-20,NHL,David Pastrnak,23,BOS,RW,48.0,47.0,95.0,21.0,,,,,,10.8,2.4,0.0,13.2,2020,Richard,Top Goal Scorer,pastrda01,
2019-20,NHL,Alex Ovechkin,34,WSH,LW,48.0,19.0,67.0,-12.0,,,,,,8.0,0.8,0.0,8.7,2020,Richard,Top Goal Scorer,ovechal01,
2018-19,NHL,Alex Ovechkin,33,WSH,LW,51.0,38.0,89.0,7.0,,,,,,9.2,1.8,0.0,11.0,2019,Richard,Top Goal Scorer,ovechal01,
2017-18,NHL,Alex Ovechkin,32,WSH,LW,49.0,38.0,87.0,3.0,,,,,,9.3,1.9,0.0,11.2,2018,Richard,Top Goal Scorer,ovechal01,
2016-17,NHL,Sidney Crosby,29,PIT,C,44.0,45.0,89.0,17.0,,,,,,10.5,1.7,0.0,12.3,2017,Richard,Top Goal Scorer,crosbsi01,
2015-16,NHL,Alex Ovechkin,30,WSH,LW,50.0,21.0,71.0,21.0,,,,,,9.1,2.6,0.0,11.7,2016,Richard,Top Goal Scorer,ovechal01,
2014-15,NHL,Alex Ovechkin,29,WSH,LW,53.0,28.0,81.0,10.0,,,,,,10.4,2.2,0.0,12.6,2015,Richard,Top Goal Scorer,ovechal01,
2013-14,NHL,Alex Ovechkin,28,WSH,LW,51.0,28.0,79.0,-35.0,,,,,,9.9,0.3,0.0,10.2,2014,Richard,Top Goal Scorer,ovechal01,
2012-13,NHL,Alex Ovechkin,27,WSH,RW,32.0,24.0,56.0,2.0,,,,,,7.0,1.0,0.0,8.0,2013,Richard,Top Goal Scorer,ovechal01,
2011-12,NHL,Steven Stamkos,21,TBL,C,60.0,37.0,97.0,7.0,,,,,,12.8,1.9,0.0,14.6,2012,Richard,Top Goal Scorer,stamkst01,
2010-11,NHL,Corey Perry,25,ANA,RW,50.0,48.0,98.0,9.0,,,,,,10.8,2.5,0.0,13.3,2011,Richard,Top Goal Scorer,perryco01,
2009-10,NHL,Sidney Crosby,22,PIT,C,51.0,58.0,109.0,15.0,,,,,,12.2,2.4,0.0,14.7,2010,Richard,Top Goal Scorer,crosbsi01,
2009-10,NHL,Steven Stamkos,19,TBL,C,51.0,44.0,95.0,-2.0,,,,,,10.9,1.9,0.0,12.8,2010,Richard,Top Goal Scorer,stamkst01,
2008-09,NHL,Alex Ovechkin,23,WSH,LW,56.0,54.0,110.0,8.0,,,,,,12.5,2.0,0.0,14.5,2009,Richard,Top Goal Scorer,ovechal01,
2007-08,NHL,Alex Ovechkin,22,WSH,LW,65.0,47.0,112.0,28.0,,,,,,14.1,3.1,0.0,17.2,2008,Richard,Top Goal Scorer,ovechal01,
2006-07,NHL,Vincent Lecavalier,26,TBL,C,52.0,56.0,108.0,2.0,,,,,,11.2,2.2,0.0,13.4,2007,Richard,Top Goal Scorer,lecavvi01,
2005-06,NHL,Jonathan Cheechoo,25,SJS,RW,56.0,37.0,93.0,23.0,,,,,,10.0,2.7,0.0,12.7,2006,Richard,Top Goal Scorer,cheecjo01,
2003-04,NHL,Rick Nash,19,CBJ,LW,41.0,16.0,57.0,-35.0,,,,,,7.1,0.6,0.0,7.7,2004,Richard,Top Goal Scorer,nashri01,
2003-04,NHL,Ilya Kovalchuk,20,ATL,LW,41.0,46.0,87.0,-10.0,,,,,,8.9,1.7,0.0,10.6,2004,Richard,Top Goal Scorer,kovalil01,
2003-04,NHL,Jarome Iginla,26,CGY,RW,41.0,32.0,73.0,21.0,,,,,,8.0,3.1,0.0,11.1,2004,Richard,Top Goal Scorer,iginlja01,
2002-03,NHL,Milan Hejduk,26,COL,RW,50.0,48.0,98.0,52.0,,,,,,11.1,3.5,0.0,14.6,2003,Richard,Top Goal Scorer,hejdumi01,
2001-02,NHL,Jarome Iginla,24,CGY,RW,52.0,44.0,96.0,27.0,,,,,,11.2,3.2,0.0,14.4,2002,Richard,Top Goal Scorer,iginlja01,
2000-01,NHL,Pavel Bure,29,FLA,RW,59.0,33.0,92.0,-2.0,,,,,,9.5,2.4,0.0,11.9,2001,Richard,Top Goal Scorer,burepa01,
1999-00,NHL,Pavel Bure,28,FLA,RW,58.0,36.0,94.0,25.0,,,,,,10.7,2.8,0.0,13.5,2000,Richard,Top Goal Scorer,burepa01,
1998-99,NHL,Teemu Selanne,28,MDA,RW,47.0,60.0,107.0,18.0,,,,,,11.6,2.7,0.0,14.3,1999,Richard,Top Goal Scorer,selante01,
2019-20,NHL,Mark Giordano,36,CGY,D,5.0,26.0,31.0,2.0,,,,,,1.9,3.5,0.0,5.4,2020,Messier,Exhibiting Best Leadership,giordma01,
2018-19,NHL,Wayne Simmonds,30,TOT,RW,17.0,13.0,30.0,-16.0,,,,,,1.2,0.7,0.0,1.9,2019,Messier,Exhibiting Best Leadership,simmowa01,
2017-18,NHL,Deryk Engelland,35,VEG,D,5.0,18.0,23.0,6.0,,,,,,0.9,3.6,0.0,4.5,2018,Messier,Exhibiting Best Leadership,engelde01,
2016-17,NHL,Nick Foligno,29,CBJ,LW,26.0,25.0,51.0,-4.0,,,,,,4.6,1.3,0.0,5.9,2017,Messier,Exhibiting Best Leadership,foligni01,
2015-16,NHL,Shea Weber,30,NSH,D,20.0,31.0,51.0,-7.0,,,,,,5.6,3.9,0.0,9.5,2016,Messier,Exhibiting Best Leadership,webersh01,
2014-15,NHL,Jonathan Toews,26,CHI,C,28.0,38.0,66.0,30.0,,,,,,6.2,3.2,0.0,9.4,2015,Messier,Exhibiting Best Leadership,toewsjo01,
2013-14,NHL,Dustin Brown,29,LAK,RW,15.0,12.0,27.0,7.0,,,,,,1.2,1.9,0.0,3.1,2014,Messier,Exhibiting Best Leadership,browndu01,
2012-13,NHL,Daniel Alfredsson,40,OTT,RW,10.0,16.0,26.0,1.0,,,,,,1.4,1.2,0.0,2.7,2013,Messier,Exhibiting Best Leadership,alfreda01,
2011-12,NHL,Shane Doan,35,PHX,RW,22.0,28.0,50.0,-8.0,,,,,,3.6,1.3,0.0,5.0,2012,Messier,Exhibiting Best Leadership,doansh01,
2010-11,NHL,Zdeno Chara,33,BOS,D,14.0,30.0,44.0,33.0,,,,,,4.0,6.0,0.0,10.0,2011,Messier,Exhibiting Best Leadership,charazd01,
2009-10,NHL,Sidney Crosby,22,PIT,C,51.0,58.0,109.0,15.0,,,,,,12.2,2.4,0.0,14.7,2010,Messier,Exhibiting Best Leadership,crosbsi01,
2008-09,NHL,Jarome Iginla,31,CGY,RW,35.0,54.0,89.0,-2.0,,,,,,7.8,1.7,0.0,9.5,2009,Messier,Exhibiting Best Leadership,iginlja01,
2007-08,NHL,Mats Sundin,36,TOR,C,32.0,46.0,78.0,17.0,,,,,,7.7,2.1,0.0,9.8,2008,Messier,Exhibiting Best Leadership,sundima01,
2006-07,NHL,Chris Chelios,45,DET,D,0.0,11.0,11.0,11.0,,,,,,-0.4,3.6,0.0,3.3,2007,Messier,Exhibiting Best Leadership,chelich01,
